,created_at,username,tweet,language,replies_count,retweets_count,likes_count
82,2021-08-05 23:21:48 India Standard Time,drmurukadas,04.08.2021 TamilNadu's #Covid_19 cases today rose to1949 from1908 y'day;fatalities rose to38 from 29. InChennai small rise to203from189y'day;inKovai rose to 226from 208. Total case load inTN-2567401; in Chennai-540154. Total cases discharged-2513087; fatalities-34197&amp;active-20117,en,0,0,0
83,2021-08-05 23:21:34 India Standard Time,mirbehramb,Live show at  #PTV Quetta discussion on #COVID-19 effects on education &amp; Role of @dpr_gob government of Balochistan. with @BarketIsmail &amp; @gulnasir2002 @OfficialNcoc @BCOC_Gob @SecondaryEduca2 @Shafqat_Mahmood  https://t.co/a5NBiMVGOw,en,0,0,9
88,2021-08-05 23:10:26 India Standard Time,siranjeevi1983,"@collrdpi   COVID-19 AWARNESS ONLINE DIAGRAM COMPETITION:  PARTICIPANTS - 3 STUDENTS  K.SRIPRIYA,  R.DURGA,  S.GOPIKA  XI STD GOVT HIGHER SEC SCHOOL, JALIPUDUR,  DHARMAPURI DIST - 635 301  https://t.co/srjspA82FX",en,1,0,2
90,2021-08-05 23:07:41 India Standard Time,srinivasbellam,"@DICCITELANGANA @vinay_vangala @CEC_EVDM @KTRTRS @arvindkumar_ias @Director_EVDM @ZC_SLP @Dc21Ghmc @HiHyderabad @CCP_GHMC @CollectorRRD @drgsrao @rjsaulakh @ActivistTeja @jvidyasagar @shanthchandra @anusha_puppala @revathitweets No one is targeting no one here sir, if you have time please go through his profile and you can see the work he is been doing, covid warriors are not above the law i think, we respect covid warriors but at the same time that cant be the excuse for breaking the law",en,0,0,3
93,2021-08-05 22:57:23 India Standard Time,ipradeeptanwar,DUSU submitted a memorandum to Vice Chancellor and held a meeting with Registrar demanding phase wise re-opening of colleges and starting physical classes at the earliest following all COVID norms. Administration has assured us that all our demands would be fulfilled soon.  https://t.co/Mbx4jr60Gz,en,0,0,12
94,2021-08-05 22:53:55 India Standard Time,pplcallmeipah,"Too many lives lost bcs of covid 😔 please be safe, take care of yourself, i'm really sorry for your losses. May Allah protect us from any viruses, diseases and give us good health and endless rezqi ❤️",en,0,3,3
102,2021-08-05 22:43:41 India Standard Time,tinashe_tjay,Any 24 hr Covid 19 testing places in Bulawayo? Kindly assist,en,1,1,2
103,2021-08-05 22:40:10 India Standard Time,rwngdb," https://t.co/qxb92YzkzX updates on COVID-19 only when there is a drop. May 27th, when new cases found were 500-600, portal failed to update. This is not a one time incident, the trend has been playing on for a couple of months now. SCAM! @PradyotManikya @tripura_cmo  https://t.co/DkUbsNaQhW",en,1,0,1
105,2021-08-05 22:34:33 India Standard Time,mauryashivram,"All Vaccines claim that they are effective still... Those Vaccinated, are getting positive and suffering from Covid symptoms. Un Vaccinated people, have gone through all waves of corona and r still living healthy life. They are made to understand that they are at risk. How ??🤔",en,0,0,0
109,2021-08-05 22:19:25 India Standard Time,mignickfpl,"For a show that really spends a lot of time delving in the labour that goes on in the working of a hospital, covid would have been an insane opportunity and an extremely bold direction to take the show in, completely get why they wouldn't, its still fantastic, but a boy can dream",en,0,0,0
