,tweet,clean_tweet,hastags,attherate,urls,emojis,label
244,"@Draoeu We go into lockdown curfew tonight for 3 days till monday. All shops restaurants closed, dont think we allowed outside Its belting down, my fridge is empty and I'm cowering from the rain contemplating going on a 3 day water fast.  Cant be arsed shopping 🥵☔⛈🤔  https://t.co/4DGRxOPIfI",lockdown curfew tonight day till monday shop restaur close dont allow outsid belt fridg cower rain contempl day water fast cant ars shop ,[],['@Draoeu'],['https://t.co/4DGRxOPIfI'],"['🥵', '☔', '⛈', '🤔']",2
245,"InPictures:- As COVID-19 cases explode, strict corona curfew enforced by @srinagaradmin in Srinagar on the eve of Eid-ul-Fitr.  https://t.co/PwoCTZWPY6",inpictur covid case explod strict corona curfew enforc srinagar eve eidulfitr ,[],['@srinagaradmin'],['https://t.co/PwoCTZWPY6'],[],2
249,"30 plus people gathered at Cuchelim just to roam around when asked, why without proper curfew guidelines adherence ?this people are of particular religion but I don't want to say. This is very bad they are ignorant fools and I had call 100 yesterday but I got no respons @DGP_Goa  https://t.co/SW5KDjz42k",plu peopl gather cuchelim roam ask proper curfew guidelin adher peopl particular religion dont bad ignor fool yesterday respon ,[],['@DGP_Goa'],['https://t.co/SW5KDjz42k'],[],2
257,"Day 1 of 8.00pm curfew, did not order food. 🙄",day curfew order food ,[],[],[],['🙄'],2
258,@arhuml92 There’s a curfew ??,there curfew ,[],['@arhuml92'],[],[],2
259,#Curfew till 5 #June in #Guwahati #Kamrup  https://t.co/AMFgxAT9oy,till ,"['#Curfew', '#June', '#Guwahati', '#Kamrup']",[],['https://t.co/AMFgxAT9oy'],[],2
260,"Assam Govt extends Corona curfew till June 5, said Chief Minister Himanta Biswa Sarma. Curfew in rural areas would come in force from 2 p.m. instead of 5 p.m. Odd-even numbers of vehicles shall continue till further orders.  https://t.co/i0VDlN6fwN",assam govt extend corona curfew till june chief minist himanta biswa sarma curfew rural area forc instead oddeven number vehicl shall continu till order ,[],[],['https://t.co/i0VDlN6fwN'],[],2
263,@Mohammad1Hasan Hardly anyone is wearing mask! Thats true but 8:00PM to 6:00AM is like a curfew,hardli wear mask that true like curfew ,[],['@Mohammad1Hasan'],[],[],2
280,"In the first wave , It was Chinese Virus, Why No one is saying that Chinese  have modified the vIrus and Sent it to its strongest competitor India, There is definately a foul play, if It's Lab made Virus #CoronaPandemic #ChineseVirus #CoronaSecondWave #vaccine",wave chines viru chines modifi viru sent strongest competitor india defin foul play lab viru ,"['#CoronaPandemic', '#ChineseVirus', '#CoronaSecondWave', '#vaccine']",[],[],[],2
316,"We know what we're seeing. The ambulance siren is now quit regular in big cities. We need to stop this. The best way to stop this is precaution. As vaccine is just making antibodies to fight the virus, not to kill the virus....  Adwik Upadhyay",ambul siren quit regular big citi stop best way stop precaut vaccin antibodi fight viru kill viru adwik upadhyay ,[],[],[],[],2
323,@PTI_News Time for STRICT #lockdown #lockdown2021 #lockdownindia throughout #India #Bharat #Hindustan ! 🇮🇳🙏🏻 Few states imposed #LOCKDOWN to Prevent the #COVID19India spread! @PMOIndia #HomeIsolation #vaccine #LockedDown #CovidIndia #COVID19India #COVIDSecondWaveInIndia #COVID19 #CovidSOS,time strict state impos prevent spread ,"['#lockdown', '#lockdown2021', '#lockdownindia', '#India', '#Bharat', '#Hindustan', '#LOCKDOWN', '#COVID19India', '#HomeIsolation', '#vaccine', '#LockedDown', '#CovidIndia', '#COVID19India', '#COVIDSecondWaveInIndia', '#COVID19', '#CovidSOS']","['@PTI_News', '@PMOIndia']",[],"['🇮🇳', '🙏🏻']",2
325,@TwitterMoments It's great news V from India R very much needed vaccines2 combat Corona virus* #our own production not sufficient at this juncture  #carona onsault on Indian ppls is too heavy/daily four*lakh ppl infected&amp;four thousand deaths  #V request America2send AstraZeneca*vaccine to india,great news india vaccin combat corona viru product suffici junctur onsault indian ppl heavydaili fourlakh ppl infectedampfour thousand death request americasend astrazenecavaccin india ,"['#our', '#carona', '#V']",['@TwitterMoments'],[],[],2
421,"@MamataOfficial Please take a look at us.Many of us are dying in Corona as Corona is growing day by day.Please don't be so ruthless.Please be kind tous, many of myclassmates are Corona positive.They can't read yet,we can't read either.Please be kind tous #cancel12thboardexams2021",look usmani die corona corona grow day daypleas dont ruthlesspleas kind tou myclassm corona positivethey cant read yetw cant read eitherpleas kind tou ,['#cancel12thboardexams2021'],['@MamataOfficial'],[],[],2
422,"@FirhadHakim Please take a look at us.Many of us are dying in Corona as Corona is growing day by day.Please don't be so ruthless.Please be kind to us, many of my classmates are Corona positive.They can't read yet,we can't read either.Please be kind to us #cancel12thboardexams2021",look usmani die corona corona grow day daypleas dont ruthlesspleas kind classmat corona positivethey cant read yetw cant read eitherpleas kind ,['#cancel12thboardexams2021'],['@FirhadHakim'],[],[],2
423,"@TMC_Supporters Please take a look at us.Many of us are dying in Corona as Corona is growing day by day.Please don'tbe so ruthless.Please be kind tous, many of my classmates are Corona positive.They can't read yet,we can't read either.Please be kind tous #cancel12thboardexams2021",look usmani die corona corona grow day daypleas dontb ruthlesspleas kind tou classmat corona positivethey cant read yetw cant read eitherpleas kind tou ,['#cancel12thboardexams2021'],['@TMC_Supporters'],[],[],2
425,"@abplivenews Please take a look at us.Many of us are dying in Corona as Corona is growing day by day.Please don't be so ruthless.Please be kind to us, many of my classmates are Corona positive.They can't read yet,we can't read either.Please be kind to us #cancel12thboardexams2021",look usmani die corona corona grow day daypleas dont ruthlesspleas kind classmat corona positivethey cant read yetw cant read eitherpleas kind ,['#cancel12thboardexams2021'],['@abplivenews'],[],[],2
427,"@IamSumanDe Please take a look at us.Many of us are dying in Corona as Corona is growing day by day.Please don't be so ruthless.Please be kind to us, many of my classmates are Corona positive.They can't read yet, we can't read either.Please be kind to us #cancel12thboardexams2021",look usmani die corona corona grow day daypleas dont ruthlesspleas kind classmat corona positivethey cant read cant read eitherpleas kind ,['#cancel12thboardexams2021'],['@IamSumanDe'],[],[],2
428,"@MyAnandaBazar Please take a look at usMany of us are dying in Corona is growing day by day.Please don't be so ruthless,look at us.Please bekind to us, many of my classmates are Coronapositive.They can'tread yet, we can'tread either.Please be kind to us #cancel12thboardexams2021",look usmani die corona grow day daypleas dont ruthlesslook uspleas bekind classmat coronapositivethey cantread cantread eitherpleas kind ,['#cancel12thboardexams2021'],['@MyAnandaBazar'],[],[],2
429,"@htTweets Please take a look at us.Many of us are dying in Corona as Corona is growing day by day.Please don't be so ruthless.Please be kind to us, many of my classmates are Corona positive.They can't read yet, we can't read either.Please be kind to us #cancel12thboardexams2021",look usmani die corona corona grow day daypleas dont ruthlesspleas kind classmat corona positivethey cant read cant read eitherpleas kind ,['#cancel12thboardexams2021'],['@htTweets'],[],[],2
431,"Please take a look at us.Many of us are dying in Corona as Corona is growing day by day.Please don't be so ruthless,look at us.Please be kind to us, many of my classmates are Corona positive.They can't read yet, we can't read either.Please be kind to us #cancel12thboardexams2021  https://t.co/SgyFUMlBkV",look usmani die corona corona grow day daypleas dont ruthlesslook uspleas kind classmat corona positivethey cant read cant read eitherpleas kind ,['#cancel12thboardexams2021'],[],['https://t.co/SgyFUMlBkV'],[],2
433,Jammu Kashmir is the only place in the country where u didn't see any incident of disrespect to the dead bodies of corona patients. People give full respect &amp; perform last rites as per the religious beliefs that too under proper SOP's and protocol. Long live J&amp;K. #Covid #Kashmir,jammu kashmir place countri didnt incid disrespect dead bodi corona patient peopl respect perform rite religi belief proper sop protocol long live jampk ,"['#Covid', '#Kashmir']",[],[],[],2
435,"When no one is allowed to meet in jail, how did former MP Mohammad Shahabuddin become corona positive inside the jail ?   #JusticeForShahabuddin",allow meet jail mohammad shahabuddin corona posit insid jail ,['#JusticeForShahabuddin'],[],[],[],2
437,"@PrakashJavdekar Overhelmed to know that Spuntik V arrives in Hyderbad from Russia will add a aressnal to fight against the Pandemic The Third Option will augment our Vaccine Capacity,🙏 # India flights Corona 🙏❤️",overhelm spuntik arriv hyderbad russia add aressn fight pandem option augment vaccin capac india flight corona ,['#'],['@PrakashJavdekar'],[],"['🙏', '🙏', '❤️']",2
439,#cancel12thboardexams2021 Save studentsa No exam in Corona situation Cancel all 12th board xam We want justice Life is moree important then exam 1exam ke chalte mai Apna or Apni FAMILY ka life risk me nhi dhalunga  No xam (EXAM se dar nhi h CORONA se hai) @HemantSorenJMM 🙏🙏,save studentsa exam corona situat cancel board xam justic life more import exam exam chalt mai apna apni famili life risk nhi dhalunga xam exam dar nhi corona hai ,['#cancel12thboardexams2021'],['@HemantSorenJMM'],[],"['🙏', '🙏']",2
442,Two pic two stories. In first pic thousand of people are on road but they are not spreading corona. as they are corona proof. In sec pic a single ind. is sitting in corner of mosque alone is spreading corona . Wah wah. #اعتکاف_پرپابندی_نامنظور #اعتکاف_پرپابندی_نامنظور  https://t.co/u2OQ9lxdBf,pic stori pic thousand peopl road spread corona corona proof sec pic singl ind sit corner mosqu spread corona wah wah ,"['#اعتکاف_پرپابندی_نامنظور', '#اعتکاف_پرپابندی_نامنظور']",[],['https://t.co/u2OQ9lxdBf'],[],2
444,"What action has been taken against these people too?? They are local residents, should be traced and made to serve in corona wards for 15 days each  @RajThackeray @mybmc @AUThackeray @CMOMaharashtra @PMOIndia @SwetaSinghAT @RajatSharmaLive @OfficeofUT @akshaykumar @aajtak",action peopl local resid trace serv corona ward day ,[],"['@RajThackeray', '@mybmc', '@AUThackeray', '@CMOMaharashtra', '@PMOIndia', '@SwetaSinghAT', '@RajatSharmaLive', '@OfficeofUT', '@akshaykumar', '@aajtak']",[],[],2
446,"Hi All,  I had made a small video for Mumbai City to overcome CORONA &amp; How to Vaccinate Mumbaikar on Electoral Model. Please see the video below.   https://t.co/U9eAN47Go8  @mybmcWardPN @mybmc @KishoriPednekar @AUThackeray @AslamShaikh_MLA @CMOMaharashtra @ShoebMustafa",small video mumbai citi overcom corona vaccin mumbaikar elector model video ,[],"['@mybmcWardPN', '@mybmc', '@KishoriPednekar', '@AUThackeray', '@AslamShaikh_MLA', '@CMOMaharashtra', '@ShoebMustafa']",['https://t.co/U9eAN47Go8'],[],2
448,"Since when BJP came, every SINGLE day of common man is jst PANDEMIC whether its  👉Demonetization 👉GST 👉Pulvama Attack 👉China Attack 👉Corona 👉Lockdown 👉3 Black Farmer Laws 👉Oxygen Crisis  सोती सरकार BJP kept sleeping behind the SAFFRON BLANKET🤒  #नींद_से_जागो_अमित_शाह_जी",bjp singl day common man jst pandem demonet gst pulvama attack china attack corona lockdown black farmer law oxygen crisi bjp kept sleep saffron blanket ,['#नींद_से_जागो_अमित_शाह_जी'],[],[],"['👉', '👉', '👉', '👉', '👉', '👉', '👉', '👉', '🤒']",2
449,Good Day..  #so u knw. ..fr the Neowise kick..We never needed corona team.. Fr jealousy perfection... we already did it.. Was our argument...  #Well the Evils never listened... And wanted to escape the scams and frauds like that and got caught deeper,day knw neowis kickw corona team jealousi perfect argument evil listen escap scam fraud like caught deeper ,"['#so', '#Well']",[],[],[],2
451,"The prevalence of corona is increasing. They do not see the condition of the patients due to lack of oxygen. The situation is very frightening. Take care friends. Doctors, medical staff work all day wearing PPE kits. All you have to do is use a mask. That much is possible.(1/1)",preval corona increas condit patient oxygen situat frighten care friend doctor medic staff work day wear ppe kit mask possibl ,[],[],[],[],2
452,"@arivalayam @AITCofficial @INCIndia @ArvindKejriwal now where's Corona guidelines? @BJP4India ,we all with you  https://t.co/jqnJyTPAL4",where corona guidelin ,[],"['@arivalayam', '@AITCofficial', '@INCIndia', '@ArvindKejriwal', '@BJP4India']",['https://t.co/jqnJyTPAL4'],[],2
453,@axxo195 Corona restrictions k lift hony pe...sponsor kro,corona restrict lift honi pesponsor kro ,[],['@axxo195'],[],[],2
454,Is modi and his party serious about corona and citizens heath?  #Dharna #BengalViolence,modi parti corona citizen heath ,"['#Dharna', '#BengalViolence']",[],[],[],2
455,@tinybuddha @AskDrShashank Good News Discharged-More Infected-Less Beat Corona Beat Follow Expert‘s Advice Awake #lucknow #UttarPradesh Awake हमारा-संकल्प मधुमेह-हृदय रोग(NCDs) मुक्त लखनऊ नगर Free BP &amp; Sugar Camp In Your Park-After Corona-2 Control  https://t.co/DcqYbU2oeI  https://t.co/uYMzPdKxPn,news dischargedmor infectedless beat corona beat follow expert advic awak awak ncd free sugar camp parkaft corona control ,"['#lucknow', '#UttarPradesh']","['@tinybuddha', '@AskDrShashank']","['https://t.co/DcqYbU2oeI', 'https://t.co/uYMzPdKxPn']",[],2
456,@PrakashJavdekar I salute to Our Honourable Union Minister Shri Prakash Javedkar ji for sharing Facts related to the Doses of Covishield and Covaxin ordered by GOI 🙏 # India Fights Corona 🙏❤️,salut honour union minist shri prakash javedkar share fact relat covishield covaxin order goi india fight corona ,['#'],['@PrakashJavdekar'],[],"['🙏', '🙏', '❤️']",2
460,Although Ashok Gahlot govt is doing great service but public enlarges should perform its duties by adapting Corona guidelines,ashok gahlot govt great servic public enlarg perform duti adapt corona guidelin ,[],[],[],[],2
462,@DrSarahAlam Good News Discharged-More Infected-Less Beat Corona Beat Follow Expert‘s Advice Awake #lucknow #UttarPradesh Awake हमारा-संकल्प मधुमेह-हृदय रोग(NCDs) मुक्त लखनऊ नगर Free BP &amp; Sugar Camp In Your Park-After Corona-2 Control  https://t.co/DcqYbU2oeI  https://t.co/uYMzPdKxPn,news dischargedmor infectedless beat corona beat follow expert advic awak awak ncd free sugar camp parkaft corona control ,"['#lucknow', '#UttarPradesh']",['@DrSarahAlam'],"['https://t.co/DcqYbU2oeI', 'https://t.co/uYMzPdKxPn']",[],2
463,@ShankaranJyothi @baxirahul @HaryaxPathak Good News Discharged-More Infected-Less Beat Corona Beat Follow Expert‘s Advice Awake #lucknow #UttarPradesh Awake हमारा-संकल्प मधुमेह-हृदय रोग(NCDs) मुक्त लखनऊ नगर Free BP &amp; Sugar Camp In Your Park-After Corona-2 Control  https://t.co/DcqYbU2oeI  https://t.co/uYMzPdKxPn,news dischargedmor infectedless beat corona beat follow expert advic awak awak ncd free sugar camp parkaft corona control ,"['#lucknow', '#UttarPradesh']","['@ShankaranJyothi', '@baxirahul', '@HaryaxPathak']","['https://t.co/DcqYbU2oeI', 'https://t.co/uYMzPdKxPn']",[],2
464,@djohn1976 @DrSoumyadeepB @netshrink @iphindia @MoHFW_INDIA Good News Discharged-More Infected-Less Beat Corona Beat Follow Expert‘s Advice Awake #lucknow #UttarPradesh Awake हमारा-संकल्प मधुमेह-हृदय रोग(NCDs) मुक्त लखनऊ नगर Free BP &amp; Sugar Camp In Your Park-After Corona-2 Control  https://t.co/DcqYbU2oeI  https://t.co/uYMzPdKxPn,news dischargedmor infectedless beat corona beat follow expert advic awak awak ncd free sugar camp parkaft corona control ,"['#lucknow', '#UttarPradesh']","['@djohn1976', '@DrSoumyadeepB', '@netshrink', '@iphindia', '@MoHFW_INDIA']","['https://t.co/DcqYbU2oeI', 'https://t.co/uYMzPdKxPn']",[],2
465,@Cell_Metabolism Good News Discharged-More Infected-Less Beat Corona Beat Follow Expert‘s Advice Awake #lucknow #UttarPradesh Awake हमारा-संकल्प मधुमेह-हृदय रोग(NCDs) मुक्त लखनऊ नगर Free BP &amp; Sugar Camp In Your Park-After Corona-2 Control  https://t.co/DcqYbU2oeI  https://t.co/uYMzPdKxPn,news dischargedmor infectedless beat corona beat follow expert advic awak awak ncd free sugar camp parkaft corona control ,"['#lucknow', '#UttarPradesh']",['@Cell_Metabolism'],"['https://t.co/DcqYbU2oeI', 'https://t.co/uYMzPdKxPn']",[],2
466,@karthik2k2 Good News Discharged-More Infected-Less Beat Corona Beat Follow Expert‘s Advice Awake #lucknow #UttarPradesh Awake हमारा-संकल्प मधुमेह-हृदय रोग(NCDs) मुक्त लखनऊ नगर Free BP &amp; Sugar Camp In Your Park-After Corona-2 Control  https://t.co/DcqYbU2oeI  https://t.co/uYMzPdKxPn,news dischargedmor infectedless beat corona beat follow expert advic awak awak ncd free sugar camp parkaft corona control ,"['#lucknow', '#UttarPradesh']",['@karthik2k2'],"['https://t.co/DcqYbU2oeI', 'https://t.co/uYMzPdKxPn']",[],2
467,"Praise be to God, at this time and the spread of our Corona virus, we do good in the blessed month of Ramadan I would like to send food to your home Jazak alllah khair 😇  https://t.co/CyGW0gGPr9",prais god time spread corona viru bless month ramadan like send food home jazak alllah khair ,[],[],['https://t.co/CyGW0gGPr9'],['😇'],2
468,"PLZZZZ FOLLOW THIS RULES AND SAFE OUR INDIA FROM THIS BLOODY CORONA @ Bangalore, India  https://t.co/XrZgJVkAyq",plzzzz follow rule safe india bloodi corona bangalor india ,[],['@'],['https://t.co/XrZgJVkAyq'],[],2
469,@PIBChandigarh @FCI_India Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek,beat corona beat mixopathi mbb phd bam bhm bum expert advis medicin yog diet boost immun net yog diet boost immun emerg mask distanc wash vaccin ,[],"['@PIBChandigarh', '@FCI_India']","['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[],2
472,Online yoga is best sefty and health both in corona time  https://t.co/NFes5Gdz1t,onlin yoga best sefti health corona time ,[],[],['https://t.co/NFes5Gdz1t'],[],2
474,@WHO @DrTedros Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek,beat corona beat mixopathi mbb phd bam bhm bum expert advis medicin yog diet boost immun net yog diet boost immun emerg mask distanc wash vaccin ,[],"['@WHO', '@DrTedros']","['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[],2
475,@Nidhi_Pandey07 Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek,beat corona beat mixopathi mbb phd bam bhm bum expert advis medicin yog diet boost immun net yog diet boost immun emerg mask distanc wash vaccin ,[],['@Nidhi_Pandey07'],"['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[],2
476,@MikkelsenBente_ @angepratt @naokoy21 @RMinghui @drvarghesec @mennovanhilten @DrTomFrieden @ResolveTSL Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek,beat corona beat mixopathi mbb phd bam bhm bum expert advis medicin yog diet boost immun net yog diet boost immun emerg mask distanc wash vaccin ,[],"['@MikkelsenBente_', '@angepratt', '@naokoy21', '@RMinghui', '@drvarghesec', '@mennovanhilten', '@DrTomFrieden', '@ResolveTSL']","['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[],2
477,@Sarkaridoctor12 @CentralMARD_MH Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek,beat corona beat mixopathi mbb phd bam bhm bum expert advis medicin yog diet boost immun net yog diet boost immun emerg mask distanc wash vaccin ,[],"['@Sarkaridoctor12', '@CentralMARD_MH']","['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[],2
478,@srcastic_kiara Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek,beat corona beat mixopathi mbb phd bam bhm bum expert advis medicin yog diet boost immun net yog diet boost immun emerg mask distanc wash vaccin ,[],['@srcastic_kiara'],"['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[],2
479,@princycasm Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek,beat corona beat mixopathi mbb phd bam bhm bum expert advis medicin yog diet boost immun net yog diet boost immun emerg mask distanc wash vaccin ,[],['@princycasm'],"['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[],2
480,@iamEnayat_ @plasmid329 Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek,beat corona beat mixopathi mbb phd bam bhm bum expert advis medicin yog diet boost immun net yog diet boost immun emerg mask distanc wash vaccin ,[],"['@iamEnayat_', '@plasmid329']","['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[],2
481,@DrAnuragGuptaa Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek,beat corona beat mixopathi mbb phd bam bhm bum expert advis medicin yog diet boost immun net yog diet boost immun emerg mask distanc wash vaccin ,[],['@DrAnuragGuptaa'],"['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[],2
482,@headingley_135 Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek,beat corona beat mixopathi mbb phd bam bhm bum expert advis medicin yog diet boost immun net yog diet boost immun emerg mask distanc wash vaccin ,[],['@headingley_135'],"['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[],2
484,"@MamataOfficial The farmer has been sitting on Delhi for 160 days today but Modi government is not visible Even the farmers who were standing in the Corona period, do not see Modi government One should have played over the BJP with respect to the farmer Get a chance hit six",farmer sit delhi day today modi govern visibl farmer stand corona period modi govern play bjp respect farmer chanc hit ,[],['@MamataOfficial'],[],[],2
486,Corona Warriors; White Army  @NeelAka66674134  https://t.co/ndD2zYbgwA,corona warrior white armi ,[],['@NeelAka66674134'],['https://t.co/ndD2zYbgwA'],[],2
487,"Who is Tejesve suryae ,RSS dirty mind ,can't do anything for the people who voted him ,Muslims who were doing best to save life of our country in all means ,he is a dangerous vires than Corona , people of Bangalore is to think about this vires to finish first ,if not you suffer .",tejesv surya dirti mind cant peopl vote muslim best save life countri mean danger vire corona peopl bangalor vire finish suffer ,[],[],[],[],2
489,In this nonsense situation and in ruling of nonsense education ministers students have one way which is pray from Allah to save our life from corona as well as from these nonsense rulers  #ShafqatMahmood  #cancelboardexams2021  #CancelExamsSaveStudents  #JummaMubarak  https://t.co/Hh4VpcSZ2z,nonsens situat rule nonsens educ minist student way pray allah save life corona nonsens ruler ,"['#ShafqatMahmood', '#cancelboardexams2021', '#CancelExamsSaveStudents', '#JummaMubarak']",[],['https://t.co/Hh4VpcSZ2z'],[],2
491,My sister husband &amp; her  only youth son died due to corona. not able attend. 😭,sister husband youth son die corona abl attend ,[],[],[],['😭'],2
492,@ANI @nitin_gadkari Fantastic!!! We must keep the ball rolling until the corona chain is broken.,fantast ball roll corona chain broken ,[],"['@ANI', '@nitin_gadkari']",[],[],2
493,"@rogueonomist Pre covid perhaps, now a days terms / brands like “hotspot” and “corona” hold different meaning 😉!!!",pre covid day term brand like hotspot corona hold differ mean ,[],['@rogueonomist'],[],['😉'],2
495,@Marco_Acortes Mother fucker what happened who you know that corona virus it's coming and fuck off,mother fucker happen corona viru fuck ,[],['@Marco_Acortes'],[],[],2
496,Alike corona testing political contestants too must be Scrutinized.Ban Diabolicals.,alik corona test polit contest scrutinizedban diabol ,[],[],[],[],2
497,Hats off to the Corona Servers.,hat corona server ,[],[],[],[],2
499,In Pakistan all shopping malls remains open their lots of people gathered in huge amount there is no corona.  But @ImranKhanPTI you always said that overseas pakistanis are more important to us. I want to go pakistan in this Eid to celebrate with my family but 1/2,pakistan shop mall remain open peopl gather huge corona oversea pakistani import pakistan eid celebr famili ,[],['@ImranKhanPTI'],[],[],2
501, https://t.co/W9n1OK7yT4 Supari Packets ofRs.5 The shopkeepers selling in  https://t.co/yyRCpYj73E Corona Season Every one is Looting in Karachi.This is very Sad News where in Hole World Thousands person's are dying daily and we being a Muslim in this Ramzan Holy Month.Looting.,supari packet ofr shopkeep sell corona season loot karachithi sad news hole world thousand person die daili muslim ramzan holi monthloot ,[],[],"['https://t.co/W9n1OK7yT4', 'https://t.co/yyRCpYj73E']",[],2
502,Humanity and Immunity both are important to fight against Corona.  #Beinghuman  #COVIDEmergency2021,human immun import fight corona ,"['#Beinghuman', '#COVIDEmergency2021']",[],[],[],2
503,Sir you nailed it... Zero relief from this government to public since CORONA has started. Please raise this issue more. Your strong voice may help many,nail zero relief govern public corona start rais issu strong voic help ,[],[],[],[],2
504,May Allah destroy Israel before corona end. Aaaameeen #Israel #Palestine #PalestiniansLivesMatter #PalestinianLivesMatter #AlQudsDay #PalestineWillBeFree #Palestinians,allah destroy israel corona end aaaameeen ,"['#Israel', '#Palestine', '#PalestiniansLivesMatter', '#PalestinianLivesMatter', '#AlQudsDay', '#PalestineWillBeFree', '#Palestinians']",[],[],[],2
506,God! Help our awam please. Corona is real Stop the spread Use mask,god help awam corona real stop spread mask ,[],[],[],[],2
507,"People are giving knowledge that plates and lightning candles Corona will not end or disappear. And they are protesting ""Rape"" by lightning Candles. Telling them How ""Rape"" Stops when candle are lit , Please inform.@CMOfficeAssam #justiceForDeepshikha #JusticeforSumilaRonghangpi  https://t.co/cdTZCcijhq",peopl give knowledg plate lightn candl corona end disappear protest rape lightn candl tell rape stop candl lit inform ,"['#justiceForDeepshikha', '#JusticeforSumilaRonghangpi']",[],['https://t.co/cdTZCcijhq'],[],2
509,We in #India are facing the wrath of Corona but still praying for Palestine.   #BoycottIsrael #FreePalestine,face wrath corona pray palestin ,"['#India', '#BoycottIsrael', '#FreePalestine']",[],[],[],2
510,"@AshramKolkata ▪️Two people - one is minister, one is Hindu Saint ▪️Accused under same POCSO Act ▪️Both contracted Corona  Minister was given bail. But 85 yr old saint is still suffering in jail.  And they say - ""Law is equal for all..."" SHAMEFUL !!  #ReleaseAsharamBapu  https://t.co/FekDLvTC7z",peopl minist hindu saint accus pocso act contract corona minist give bail old saint suffer jail law equal shame ,['#ReleaseAsharamBapu'],['@AshramKolkata'],['https://t.co/FekDLvTC7z'],"['▪️', '▪️', '▪️']",2
511,Spread of Corona viruses in #Balochistan is serious issue. People should stay at home during Eid vacations.,spread corona viru issu peopl stay home eid vacat ,['#Balochistan'],[],[],[],2
