,tweet,clean_tweet,hastags,attherate,urls,emojis,label
709,"COVID-19: India adds 44,658 new cases  https://t.co/TGCytLdiGh",covid india add new case ,[],[],['https://t.co/TGCytLdiGh'],[],1
713,"J&amp;K Reports 166 New Covid-19 Cases, One Death  https://t.co/nnNtiQgerg",jampk report new covid case ,[],[],['https://t.co/nnNtiQgerg'],[],1
715,166 new COVID-19 positive cases have been reported today on 28-8-2021 in Jammu and Kashmir  https://t.co/locvtE6Hxo,new covid posit case report today jammu kashmir ,[],[],['https://t.co/locvtE6Hxo'],[],1
790,05.08.2021 In India #Covid_19 cases in the last24hrs has seen slight rise to42982compared to  42625y'day. Total cases in India-31855725.The ;recovery- 31855725(97.37%);fatalities- 426290(1.34%)&amp; active cases- 410353(1.29%).With22040 #Kerala has more than50% of India's total cases,india case lasthr slight rise tocompar yday total case indiath recoveri fatal activ case with than india total case ,"['#Covid_19', '#Kerala']",[],[],[],1
798,Maharashtra reported 9K+ Covid cases today 😭,maharashtra report covid case today ,[],[],[],['😭'],1
815,August 5 #Dindigul - #COVID19 updates #shapeofdindigul @shapeofdindigul  New cases- 14 Discharged- 14 Active - 140 Deaths - 0 Total Covid deaths- 625 #StayHomeStaySafe,august updat new case discharg activ total covid ,"['#Dindigul', '#COVID19', '#shapeofdindigul', '#StayHomeStaySafe']",['@shapeofdindigul'],[],[],1
869,06.08.2021 In India #Covid_19 cases in the last24hrs has seen slight rise to44643 compared to  42982y'day. Total cases in India-31884819;recovery- 31015844(97.36p%);fatalities- 426754(1.34%)&amp; active cases- 414159(1.29%).With22040 #Kerala still has about50% of India's total cases,india case lasthr slight rise compar yday total case indiarecoveri pfatal activ case with about india total case ,"['#Covid_19', '#Kerala']",[],[],[],1
872,Media Release 2021.08.06 Covid death figures reported today 06.08.2021 #DGI #Government #Information #Department #News #infodprtsl #Srilanka #Covid19 #Coronavirus #StaySafe #SocialDistancing #Virus #Pandemic  https://t.co/yqQ7msxGgF,medium releas covid figur report today ,"['#DGI', '#Government', '#Information', '#Department', '#News', '#infodprtsl', '#Srilanka', '#Covid19', '#Coronavirus', '#StaySafe', '#SocialDistancing', '#Virus', '#Pandemic']",[],['https://t.co/yqQ7msxGgF'],[],1
989,"Pray for Sri Lanka #pray_for_Sri_Lanka COVID-19 infections are increasing in Sri Lanka,   infections reported on average each day. That’s 93% of the peak — the highest daily average reported on August16. @sistervpaul_ @Pontifex @DaughterStPaul @Pontifex_es @pursuedbytruth @UN_HRC  https://t.co/I0zfXY3zEh",pray lanka covid infect increas lanka infect report averag day that peak highest daili averag report august ,['#pray_for_Sri_Lanka'],"['@sistervpaul_', '@Pontifex', '@DaughterStPaul', '@Pontifex_es', '@pursuedbytruth', '@UN_HRC']",['https://t.co/I0zfXY3zEh'],[],1
1000,✳️ COVID-19 : Case Updates @HPA_MV  https://t.co/IX8c2tOad6,covid case updat ,[],['@HPA_MV'],['https://t.co/IX8c2tOad6'],['✳️'],1
1051,China reports no new local Covid-19 cases for first time since July  https://t.co/gHtOahqxiP,china report new local covid case time juli ,[],[],['https://t.co/gHtOahqxiP'],[],1
1124,So far today 1910 coronavirus cases report in Sri Lanka. #LKA #SriLanka #COVID19SL #COVID19LK,far today case report lanka ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK']",[],[],[],1
1154,Media Release – 2021.08.08 Covid death figures reported today 08.08.2021 #Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl #Coronavirus #Covid #Corona #Staysafe #Socialdistancing #Virus #Coronav #Pandemic  https://t.co/rzXqWrlQoL,medium releas covid figur report today ,"['#Srilankan', '#Srilanka', '#lka', '#Lanka', '#Ceylon', '#DGI', '#Government', '#Information', '#Department', '#News', '#infodprtsl', '#Coronavirus', '#Covid', '#Corona', '#Staysafe', '#Socialdistancing', '#Virus', '#Coronav', '#Pandemic']",[],['https://t.co/rzXqWrlQoL'],[],1
1159,So far today 2230 coronavirus cases report in Sri Lanka. Stay Safe 🙏  #LKA #SriLanka #COVID19SL #COVID19LK,far today case report lanka stay safe ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK']",[],[],['🙏'],1
1177,Media Release – 2021.08.09 Covid death figures reported today 2021.08.09 #DGI #Government #Information #Department #News #infodprtsl  #Srilanka #Covid19 #Coronavirus #StaySafe #SocialDistancing #Virus #Pandemic  https://t.co/sNyEbSzM7c,medium releas covid figur report today ,"['#DGI', '#Government', '#Information', '#Department', '#News', '#infodprtsl', '#Srilanka', '#Covid19', '#Coronavirus', '#StaySafe', '#SocialDistancing', '#Virus', '#Pandemic']",[],['https://t.co/sNyEbSzM7c'],[],1
1179,So far today 1928 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,far today case report lanka ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK']",[],[],[],1
1184,Media Release - 2021.08.10 Covid death figures reported today 10.08.2021 #DGI #Government #Information #Department #News #infodprtsl  #Srilanka #Covid19 #Coronavirus #StaySafe #SocialDistancing #Virus #Pandemic  https://t.co/pP5D6xY5FQ,medium releas covid figur report today ,"['#DGI', '#Government', '#Information', '#Department', '#News', '#infodprtsl', '#Srilanka', '#Covid19', '#Coronavirus', '#StaySafe', '#SocialDistancing', '#Virus', '#Pandemic']",[],['https://t.co/pP5D6xY5FQ'],[],1
1187,"So far today 1,992 coronavirus cases report in Sri Lanka. #LKA #SriLanka #COVID19SL #COVID19LK",far today case report lanka ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK']",[],[],[],1
1197,Media Release – 2021.08.13 Covid death figures reported today 2021.08.13 #DGI #Government #Information #Department #News #infodprtsl  #Srilanka #Covid19 #Coronavirus #StaySafe #SocialDistancing #Virus #Pandemic  https://t.co/noNhijKQCR,medium releas covid figur report today ,"['#DGI', '#Government', '#Information', '#Department', '#News', '#infodprtsl', '#Srilanka', '#Covid19', '#Coronavirus', '#StaySafe', '#SocialDistancing', '#Virus', '#Pandemic']",[],['https://t.co/noNhijKQCR'],[],1
1198,So far today 3142 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,far today case report lanka ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK']",[],[],[],1
1206,"13 August 2021 : Bulletin on Novel Corona Virus ( #COVID19 ) #Jammu and #Kashmir reports 129 new positive cases, 317471 recovered so far  https://t.co/ykUF5CrRbV",august bulletin novel corona viru report new posit case recov far ,"['#COVID19', '#Jammu', '#Kashmir']",[],['https://t.co/ykUF5CrRbV'],[],1
1214,Media Release – 2021.08.14 Covid death figures reported today 14.08.2021 #Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl #Coronavirus #Covid #Corona #Staysafe #Socialdistancing #Virus #Coronav #Pandemic  https://t.co/dABV8I1ZgN,medium releas covid figur report today ,"['#Srilankan', '#Srilanka', '#lka', '#Lanka', '#Ceylon', '#DGI', '#Government', '#Information', '#Department', '#News', '#infodprtsl', '#Coronavirus', '#Covid', '#Corona', '#Staysafe', '#Socialdistancing', '#Virus', '#Coronav', '#Pandemic']",[],['https://t.co/dABV8I1ZgN'],[],1
1215,"14 August 2021 : Bulletin on Novel Corona Virus ( #COVID19 ) #Jammu and #Kashmir reports 135 new positive cases, 317627 recovered so far  https://t.co/1OtWJagNbh",august bulletin novel corona viru report new posit case recov far ,"['#COVID19', '#Jammu', '#Kashmir']",[],['https://t.co/1OtWJagNbh'],[],1
1216,So far today 2423 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,far today case report lanka ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK']",[],[],[],1
1222,Media Release – 2021.08.15 Covid death figures reported today 2021.08.15 #DGI #Government #Information #Department #News #infodprtsl  #Srilanka #Covid19 #Coronavirus #StaySafe #SocialDistancing #Virus #Pandemic  https://t.co/kf3iNgII0g,medium releas covid figur report today ,"['#DGI', '#Government', '#Information', '#Department', '#News', '#infodprtsl', '#Srilanka', '#Covid19', '#Coronavirus', '#StaySafe', '#SocialDistancing', '#Virus', '#Pandemic']",[],['https://t.co/kf3iNgII0g'],[],1
1223,So far today 2576 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,far today case report lanka ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK']",[],[],[],1
1234,"19 August 2021 : Bulletin on Novel Corona Virus ( #COVID19 ) #Jammu and #Kashmir reports 110 new positive cases, 318283 recovered so far  https://t.co/6hfa5ziQM2",august bulletin novel corona viru report new posit case recov far ,"['#COVID19', '#Jammu', '#Kashmir']",[],['https://t.co/6hfa5ziQM2'],[],1
1247,So far today 2663 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,far today case report lanka ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK']",[],[],[],1
1248,"2,663 COVID-19 cases reported so far today (17)   #lka #SriLanka #News1st #COVID19 #COVID19SL #COVID19LK #Coronavirus",covid case report far today ,"['#lka', '#SriLanka', '#News1st', '#COVID19', '#COVID19SL', '#COVID19LK', '#Coronavirus']",[],[],[],1
1260,Media Release – 2021.08.16 Covid death figures reported today 2021.08.16 #DGI #Government #Information #Department #News #infodprtsl  #Srilanka #Covid19 #Coronavirus #StaySafe #SocialDistancing #Virus #Pandemic  https://t.co/SeSCGxbkyK,medium releas covid figur report today ,"['#DGI', '#Government', '#Information', '#Department', '#News', '#infodprtsl', '#Srilanka', '#Covid19', '#Coronavirus', '#StaySafe', '#SocialDistancing', '#Virus', '#Pandemic']",[],['https://t.co/SeSCGxbkyK'],[],1
1261,Update - so far today 3414 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,updat far today case report lanka ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK']",[],[],[],1
1267,"Sri Lanka records over 4000 COVID cases. According to Epidemiology Unit data, 4282 new COVID-19 cases were reported on August 22. Today caseload is the highest recorded since the pandemic began.   #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate",lanka record covid case accord epidemiolog unit data new covid case report august today caseload highest record pandem begin ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK', '#COVID19', '#coronavirus', '#CoronaVirusUpdate']",[],[],[],1
1284,"JK reports 125 new positive cases, 318961 recovered so far  SRINAGAR, AUGUST 24: The  Government on Tuesday informed that 125 new positive cases of novel Corona virus (COVID-19), 21 from Jammu division and 104 from Kashmir division, have been reported today.  https://t.co/3FXuiaKfW3",report new posit case recov far srinagar august govern tuesday inform new posit case novel corona viru covid jammu divis kashmir divis report today ,[],[],['https://t.co/3FXuiaKfW3'],[],1
1289,"#Vietnam announces 10,797 new local #coronavirus cases  https://t.co/ZL0ws93yNc",announc new local case ,"['#Vietnam', '#coronavirus']",[],['https://t.co/ZL0ws93yNc'],[],1
1290,so far today 4427 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate,far today case report lanka ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK', '#COVID19', '#coronavirus', '#CoronaVirusUpdate']",[],[],[],1
1294,"24 August 2021 : Bulletin on Novel Corona Virus ( #COVID19 ) #Jammu and #Kashmir reports 125 new positive cases, 318961 recovered so far  https://t.co/02mgidi1Ez",august bulletin novel corona viru report new posit case recov far ,"['#COVID19', '#Jammu', '#Kashmir']",[],['https://t.co/02mgidi1Ez'],[],1
1298,So far today 3315 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,far today case report lanka ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK']",[],[],[],1
1307,"total number of cases reported today to 4,483 and active infections to 50,890   #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate  ￼",total number case report today activ infect ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK', '#COVID19', '#coronavirus', '#CoronaVirusUpdate']",[],[],[],1
1312,So far today 3390 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,far today case report lanka ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK']",[],[],[],1
1326,"🦠28-08-2021🦠 Total cases   :- 4596 Active cases :- 57,580 Deaths           :- 212 Total deaths  :- 8583  #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate",total case activ case total ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK', '#COVID19', '#coronavirus', '#CoronaVirusUpdate']",[],[],"['🦠', '🦠']",1
1330,So far today 3764 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,far today case report lanka ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK']",[],[],[],1
1356,"JK reports 166 new positive cases, 319259 recovered so far  #SRINAGAR: The  Government on Friday informed that 166 new positive cases of novel Corona virus (COVID-19), 44 from Jammu division and 122 from Kashmir division, have been reported today.  https://t.co/6wKXsuD5GU",report new posit case recov far govern friday inform new posit case novel corona viru covid jammu divis kashmir divis report today ,['#SRINAGAR:'],[],['https://t.co/6wKXsuD5GU'],[],1
1362,"JK reports 169 new positive cases, 319465 recovered so far  #SRINAGAR: The  Government on Sunday informed that 169 new positive cases of novel Corona virus (COVID-19), 24 from Jammu division and 145 from Kashmir division, have been reported.  https://t.co/hBIDJJE5xu",report new posit case recov far govern sunday inform new posit case novel corona viru covid jammu divis kashmir divis report ,['#SRINAGAR:'],[],['https://t.co/hBIDJJE5xu'],[],1
1368,"🦠29-08-2021🦠 Total cases   :- 4612 Active cases :- 59,796 Deaths           :- 192 Total deaths  :- 8,775  #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate",total case activ case total ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK', '#COVID19', '#coronavirus', '#CoronaVirusUpdate']",[],[],"['🦠', '🦠']",1
1672,"35,499 cases and 447 deaths in last 24 hours...
#COVID19 #covidnsw #Corona",case hour ,"['#COVID19', '#covidnsw', '#Corona']",[],[],[],1
