,words,scores
992,slowli,4
993,invent,4
994,copi,4
995,game,4
996,short,4
997,air,4
998,repeat,4
999,neglect,4
1000,head,4
1001,littl,4
1002,male,4
1003,walk,4
1004,point,4
1005,viral,4
1006,hat,4
1007,guwahati,4
1008,confus,4
1009,numer,4
1010,upto,4
1011,permiss,4
1012,strike,4
1013,crowd,4
1014,leh,4
1015,greater,4
1016,car,4
1017,feed,4
1018,soul,4
1019,wealth,4
1020,incom,4
1021,enhanc,4
1022,arent,4
1023,restaur,4
1024,latest,4
1025,fals,4
1026,ignor,4
1027,fool,4
1028,bcoz,4
1029,notif,4
1030,assam,4
1031,consid,4
1032,mortal,4
1033,mass,4
1034,publish,4
1035,suffici,4
1036,rapid,4
1037,prefer,4
1038,parent,4
1039,equal,4
1040,interview,4
1041,fellow,4
1042,exist,4
1043,expir,4
1044,factori,4
1045,mismanag,4
1046,account,4
1047,exactli,4
1048,phase,4
1049,chandi,4
1050,enter,4
1051,saw,4
1052,stuck,4
1053,worri,4
1054,pregnanc,4
1055,discuss,4
1056,preciou,4
1057,clean,4
1058,prepar,4
1059,resid,4
1060,definit,4
1061,counter,4
1062,insight,4
1063,protein,4
1064,atleast,4
1065,arabia,4
1066,region,4
1067,lac,4
1068,render,4
1069,tou,4
1070,yetw,4
1071,contest,4
1072,succumb,4
1073,behaviour,4
1074,insid,4
1075,augment,4
1076,beauti,4
1077,door,4
1078,corner,4
1079,crime,4
1080,lucknow,4
1081,bangalor,4
1082,armi,4
1083,nonsens,4
1084,roll,4
1085,worldwid,4
1086,bail,4
1087,basic,4
1088,gover,4
1089,tribal,4
1090,relationship,4
1091,fulfil,4
1092,gestur,4
1093,fate,4
1094,weekend,4
1095,type,4
1096,unabl,4
1097,specif,4
1098,wow,4
1099,kuch,4
1100,biolog,4
1101,weapon,4
1102,surpris,4
1103,convers,4
1104,employ,4
1105,pharmacist,4
1106,agent,4
1107,brain,4
1108,nxt,4
1109,park,4
1110,wednesday,4
1111,adopt,4
1112,fresh,4
1113,khan,4
1114,crimin,4
1115,judiciari,4
1116,multipl,4
1117,bear,4
1118,hospitalis,4
1119,gandhi,4
1120,merci,4
1121,drdo,4
1122,ambassador,4
1123,attitud,4
1124,complain,4
1125,brilliant,4
1126,field,4
1127,sourc,4
1128,sampl,4
1129,postpon,4
1130,usa,4
1131,quick,4
1132,bogu,4
1133,for,4
1134,amplifi,4
1135,deni,4
1136,wall,4
1137,humili,4
1138,efficaci,4
1139,complaint,4
1140,facilit,4
1141,cdc,4
1142,damag,4
1143,seiz,4
1144,irrespons,4
1145,guru,4
1146,satur,4
1147,financ,4
1148,interact,4
1149,femal,4
1150,steamer,4
1151,vapour,4
1152,wholesal,4
1153,stage,4
1154,asthama,4
1155,desies,4
1156,stress,4
1157,recommend,4
1158,lesson,4
1159,std,4
1160,teach,4
1161,mucormycosi,4
1162,pathogen,4
1163,mitra,4
1164,bhattacharya,4
1165,children,3
1166,ton,3
1167,introduc,3
1168,shock,3
1169,healthi,3
1170,contagi,3
1171,wuhan,3
1172,unpreced,3
1173,saint,3
1174,hundr,3
1175,longer,3
1176,score,3
1177,tuesday,3
1178,determin,3
1179,sindh,3
1180,holi,3
1181,bahrain,3
1182,samastipur,3
1183,realiti,3
1184,lodg,3
1185,fear,3
1186,lock,3
1187,weak,3
1188,attack,3
1189,rel,3
1190,unnecessari,3
1191,oral,3
1192,faster,3
1193,mid,3
1194,term,3
1195,click,3
1196,buy,3
1197,scientif,3
1198,assembl,3
1199,your,3
1200,appeal,3
1201,convinc,3
1202,trump,3
1203,suspend,3
1204,precautionari,3
1205,moment,3
1206,major,3
1207,novel,3
1208,bhaiya,3
1209,regul,3
1210,certif,3
1211,properti,3
1212,fall,3
1213,kerala,3
1214,transmit,3
1215,onslaught,3
1216,perman,3
1217,iam,3
1218,repres,3
1219,karyakarta,3
1220,insur,3
1221,lake,3
1222,maximum,3
1223,choos,3
1224,rumour,3
1225,thailand,3
1226,pictur,3
1227,facebook,3
1228,instagram,3
1229,absolut,3
1230,rashid,3
1231,doc,3
1232,tire,3
1233,foolish,3
1234,popular,3
1235,realis,3
1236,erad,3
1237,approach,3
1238,exempt,3
1239,shutdown,3
1240,fruit,3
1241,pace,3
1242,buddha,3
1243,figur,3
1244,admin,3
1245,maldiv,3
1246,marriag,3
1247,yangon,3
1248,land,3
1249,pick,3
1250,push,3
1251,beer,3
1252,acknowledg,3
1253,bomb,3
1254,explod,3
1255,extens,3
1256,comfort,3
1257,territori,3
1258,anim,3
1259,himach,3
1260,lightn,3
1261,transport,3
1262,construct,3
1263,electr,3
1264,freeli,3
1265,intensifi,3
1266,hesit,3
1267,hardli,3
1268,bar,3
1269,ive,3
1270,factor,3
1271,resign,3
1272,panchayat,3
1273,rush,3
1274,primari,3
1275,elig,3
1276,pakistani,3
1277,motiv,3
1278,moderna,3
1279,relax,3
1280,export,3
1281,regular,3
1282,abund,3
1283,stroke,3
1284,hell,3
1285,trace,3
1286,arm,3
1287,north,3
1288,forgiv,3
1289,complic,3
1290,hona,3
1291,tag,3
1292,potenti,3
1293,ramp,3
1294,transpar,3
1295,duplic,3
1296,jay,3
1297,excel,3
1298,mam,3
1299,fair,3
1300,doze,3
1301,green,3
1302,proof,3
1303,par,3
1304,bhai,3
1305,traitor,3
1306,ship,3
1307,epidem,3
1308,innov,3
1309,brought,3
1310,prof,3
1311,aap,3
1312,transfer,3
1313,lobbi,3
1314,secur,3
1315,panindia,3
1316,target,3
1317,certainli,3
1318,russia,3
1319,paid,3
1320,august,3
1321,jawo,3
1322,mai,3
1323,jail,3
1324,mohammad,3
1325,prakash,3
1326,movi,3
1327,loos,3
1328,kept,3
1329,argument,3
1330,vire,3
1331,hota,3
1332,prais,3
1333,tshirt,3
1334,sleev,3
1335,harshvardhan,3
1336,period,3
1337,dirti,3
1338,vote,3
1339,finish,3
1340,gender,3
1341,collabor,3
1342,mall,3
1343,chart,3
1344,packet,3
1345,expos,3
1346,candl,3
1347,vacat,3
1348,discoveri,3
1349,qampa,3
1350,mission,3
1351,bharath,3
