,Unnamed: 0,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken,clean_tweet,emojis
873,873,can i need legal Action on @GSPLIndia for this #Irritation ? This is the proof that Currupted officer in this company who do not working properly They every time Distribed me when im sleep even im allready payed my due bill I wish CEO will Suffer Soon from Corona to give me this  https://t.co/BYBN6Mqr7q,en,['#Irritation'],['@GSPLIndia'],['https://t.co/BYBN6Mqr7q'],"['can', 'i', 'need', 'legal', 'Action', 'on', 'GSPLIndia', 'for', 'this', 'Irritation', 'This', 'is', 'the', 'proof', 'that', 'Currupted', 'officer', 'in', 'this', 'company', 'who', 'do', 'not', 'working', 'properly', 'They', 'every', 'time', 'Distribed', 'me', 'when', 'im', 'sleep', 'even', 'im', 'allready', 'payed', 'my', 'due', 'bill', 'I', 'wish', 'CEO', 'will', 'Suffer', 'Soon', 'from', 'Corona', 'to', 'give', 'me', 'this', 'https', 't.co/BYBN6Mqr7q']",,can i need legal Action on for this  This is the proof that Currupted officer in this company who do not working properly They every time Distribed me when im sleep even im allready payed my due bill I wish CEO will Suffer Soon from Corona to give me this ,[]
874,874,Beek corona m7md,en,[],[],[],"['Beek', 'corona', 'm7md']",,Beek corona m7md,[]
875,875,Gym instructor says Modi invented Corona vaccine. 😉,en,[],[],[],"['Gym', 'instructor', 'says', 'Modi', 'invented', 'Corona', 'vaccine', '😉']",,Gym instructor says Modi invented Corona vaccine 😉,['😉']
876,876,"India fights corona , thanks to honble PM @narendramodi  https://t.co/RfEUcDMaea",en,[],['@narendramodi'],['https://t.co/RfEUcDMaea'],"['India', 'fights', 'corona', 'thanks', 'to', 'honble', 'PM', 'narendramodi', 'https', 't.co/RfEUcDMaea']",,India fights corona  thanks to honble PM ,[]
877,877,"For the women who have lost their life partner due to Corona, the Rajasthan government of Congress has given immediate financial assistance of Rs 1 lakh, while no help has been given by the central government.  #बेमिसाल_राजस्थान_सरकार  https://t.co/6JeROtWsql",en,['#बेमिसाल_राजस्थान_सरकार'],[],['https://t.co/6JeROtWsql'],"['For', 'the', 'women', 'who', 'have', 'lost', 'their', 'life', 'partner', 'due', 'to', 'Corona', 'the', 'Rajasthan', 'government', 'of', 'Congress', 'has', 'given', 'immediate', 'financial', 'assistance', 'of', 'Rs', '1', 'lakh', 'while', 'no', 'help', 'has', 'been', 'given', 'by', 'the', 'central', 'government', 'बेमिसाल_राजस्थान_सरकार', 'https', 't.co/6JeROtWsql']",,For the women who have lost their life partner due to Corona the Rajasthan government of Congress has given immediate financial assistance of Rs 1 lakh while no help has been given by the central government ,[]
878,878,Maharashtra CM Uddhav Thackeray directed the School Education Department to evaluate re-starting 10 and 12 classes in villages that have been Covid-19 free for the past few months and are adhering to strict corona protocols to ensure that they stay corona free in the future.,en,[],[],[],"['Maharashtra', 'CM', 'Uddhav', 'Thackeray', 'directed', 'the', 'School', 'Education', 'Department', 'to', 'evaluate', 're-starting', '10', 'and', '12', 'classes', 'in', 'villages', 'that', 'have', 'been', 'Covid-19', 'free', 'for', 'the', 'past', 'few', 'months', 'and', 'are', 'adhering', 'to', 'strict', 'corona', 'protocols', 'to', 'ensure', 'that', 'they', 'stay', 'corona', 'free', 'in', 'the', 'future']",,Maharashtra CM Uddhav Thackeray directed the School Education Department to evaluate restarting 10 and 12 classes in villages that have been Covid19 free for the past few months and are adhering to strict corona protocols to ensure that they stay corona free in the future,[]
879,879,@foodprintorg @breeshirvell I am farmer and I have developed some veraety of paddy which produces germinated brown rice. This experiment base on regenerative agriculture practice. We eat boiled rice as staple food. We eat this germinated brown rice with honey as nursing care to protect corona virus. Thanks  https://t.co/Qt1itfvZr9,en,[],"['@foodprintorg', '@breeshirvell']",['https://t.co/Qt1itfvZr9'],"['foodprintorg', 'breeshirvell', 'I', 'am', 'farmer', 'and', 'I', 'have', 'developed', 'some', 'veraety', 'of', 'paddy', 'which', 'produces', 'germinated', 'brown', 'rice', 'This', 'experiment', 'base', 'on', 'regenerative', 'agriculture', 'practice', 'We', 'eat', 'boiled', 'rice', 'as', 'staple', 'food', 'We', 'eat', 'this', 'germinated', 'brown', 'rice', 'with', 'honey', 'as', 'nursing', 'care', 'to', 'protect', 'corona', 'virus', 'Thanks', 'https', 't.co/Qt1itfvZr9']",, I am farmer and I have developed some veraety of paddy which produces germinated brown rice This experiment base on regenerative agriculture practice We eat boiled rice as staple food We eat this germinated brown rice with honey as nursing care to protect corona virus Thanks ,[]
880,880,"Sir, kids are vulnerable..When will kids vaccine be given before 3rd wave of corona? Request from a 8 year old. @Naveen_Odisha @CMO_Odisha  https://t.co/WbBJ6kj2Gt",en,[],"['@Naveen_Odisha', '@CMO_Odisha']",['https://t.co/WbBJ6kj2Gt'],"['Sir', 'kids', 'are', 'vulnerable', 'When', 'will', 'kids', 'vaccine', 'be', 'given', 'before', '3rd', 'wave', 'of', 'corona', 'Request', 'from', 'a', '8', 'year', 'old', 'Naveen_Odisha', 'CMO_Odisha', 'https', 't.co/WbBJ6kj2Gt']",,Sir kids are vulnerableWhen will kids vaccine be given before 3rd wave of corona Request from a 8 year old ,[]
881,881,@INCIndia You are doing very well services for fighting corona and shave human life's very nice  https://t.co/voQHzk1L3n,en,[],['@INCIndia'],['https://t.co/voQHzk1L3n'],"['INCIndia', 'You', 'are', 'doing', 'very', 'well', 'services', 'for', 'fighting', 'corona', 'and', 'shave', 'human', 'life', ""'s"", 'very', 'nice', 'https', 't.co/voQHzk1L3n']",, You are doing very well services for fighting corona and shave human lifes very nice ,[]
882,882,Hello My name is Saravanan Nam Muscular Dystrophy Chepauk-Triplicane CONSTITUENCY MLA Udayanidhi Brother I humbly request the differently abled persons to provide assistance to differently abled persons during this Corona period.@Udhaystalin,en,[],[],[],"['Hello', 'My', 'name', 'is', 'Saravanan', 'Nam', 'Muscular', 'Dystrophy', 'Chepauk-Triplicane', 'CONSTITUENCY', 'MLA', 'Udayanidhi', 'Brother', 'I', 'humbly', 'request', 'the', 'differently', 'abled', 'persons', 'to', 'provide', 'assistance', 'to', 'differently', 'abled', 'persons', 'during', 'this', 'Corona', 'period', 'Udhaystalin']",,Hello My name is Saravanan Nam Muscular Dystrophy ChepaukTriplicane CONSTITUENCY MLA Udayanidhi Brother I humbly request the differently abled persons to provide assistance to differently abled persons during this Corona period ,[]
883,883,@theicai #JUSTICEFORCA_STUDENTS @Abhinav_Tweets @ajain_aca  Delta variant found in bhopal and 5000 students affected by corona  https://t.co/CIJBqNTpU6,en,['#JUSTICEFORCA_STUDENTS'],"['@theicai', '@Abhinav_Tweets', '@ajain_aca']",['https://t.co/CIJBqNTpU6'],"['theicai', 'JUSTICEFORCA_STUDENTS', 'Abhinav_Tweets', 'ajain_aca', 'Delta', 'variant', 'found', 'in', 'bhopal', 'and', '5000', 'students', 'affected', 'by', 'corona', 'https', 't.co/CIJBqNTpU6']",, Delta variant found in bhopal and 5000 students affected by corona ,[]
884,884,Sir @CMOMaharashtra @UdhavThackeray  @rautsanjay61 @NCPspeaks @Dev_Fadnavis  Pl Seal Ratnagiri and Jalgaon to control the spread of Delta+ Corona virus. Pl Don't repeat of allowing flights from Dubai in 2020 and from UK in 2021.  https://t.co/P6TCHsCZZ6  https://t.co/P1Fql0v7SV,en,[],"['@CMOMaharashtra', '@UdhavThackeray', '@rautsanjay61', '@NCPspeaks', '@Dev_Fadnavis']","['https://t.co/P6TCHsCZZ6', 'https://t.co/P1Fql0v7SV']","['Sir', 'CMOMaharashtra', 'UdhavThackeray', 'rautsanjay61', 'NCPspeaks', 'Dev_Fadnavis', 'Pl', 'Seal', 'Ratnagiri', 'and', 'Jalgaon', 'to', 'control', 'the', 'spread', 'of', 'Delta', 'Corona', 'virus', 'Pl', 'Do', ""n't"", 'repeat', 'of', 'allowing', 'flights', 'from', 'Dubai', 'in', '2020', 'and', 'from', 'UK', 'in', '2021', 'https', 't.co/P6TCHsCZZ6', 'https', 't.co/P1Fql0v7SV']",,Sir Pl Seal Ratnagiri and Jalgaon to control the spread of Delta+ Corona virus Pl Dont repeat of allowing flights from Dubai in 2020 and from UK in 2021  ,[]
885,885,Corona Virus is not gone. #BeSafe #StayHomeStaySafe @DM_Bhadrak @cmo @follow_2PM,en,"['#BeSafe', '#StayHomeStaySafe']","['@DM_Bhadrak', '@cmo', '@follow_2PM']",[],"['Corona', 'Virus', 'is', 'not', 'gone', 'BeSafe', 'StayHomeStaySafe', 'DM_Bhadrak', 'cmo', 'follow_2PM']",,Corona Virus is not gone ,[]
886,886,"Just avoid hearing news no delta or corona could effect u, this is just a mind game give one thought of fear amd game is over.",en,[],[],[],"['Just', 'avoid', 'hearing', 'news', 'no', 'delta', 'or', 'corona', 'could', 'effect', 'u', 'this', 'is', 'just', 'a', 'mind', 'game', 'give', 'one', 'thought', 'of', 'fear', 'amd', 'game', 'is', 'over']",,Just avoid hearing news no delta or corona could effect u this is just a mind game give one thought of fear amd game is over,[]
887,887,@Kid20_ Corona won't let you do that  Follow if you liked:-),en,[],['@Kid20_'],[],"['Kid20', 'Corona', 'wo', ""n't"", 'let', 'you', 'do', 'that', 'Follow', 'if', 'you', 'liked']",, Corona wont let you do that Follow if you liked:),[]
888,888,"Be Ready, Be Safe, &amp; Be Alert.  #careercounselling #career #careerguidance #careercoach #education #careeradvice #careergoals #careerdevelopment #studyabroad #careersuccess #success #college #careercounseling #careers #lifecoach #corona #covid #coronavirus #stayhome #dirumahaja  https://t.co/nEhvpfMF4A",en,"['#careercounselling', '#career', '#careerguidance', '#careercoach', '#education', '#careeradvice', '#careergoals', '#careerdevelopment', '#studyabroad', '#careersuccess', '#success', '#college', '#careercounseling', '#careers', '#lifecoach', '#corona', '#covid', '#coronavirus', '#stayhome', '#dirumahaja']",[],['https://t.co/nEhvpfMF4A'],"['Be', 'Ready', 'Be', 'Safe', 'amp', 'Be', 'Alert', 'careercounselling', 'career', 'careerguidance', 'careercoach', 'education', 'careeradvice', 'careergoals', 'careerdevelopment', 'studyabroad', 'careersuccess', 'success', 'college', 'careercounseling', 'careers', 'lifecoach', 'corona', 'covid', 'coronavirus', 'stayhome', 'dirumahaja', 'https', 't.co/nEhvpfMF4A']",,Be Ready Be Safe amp Be Alert ,[]
889,889,"@VP Congratulate @VPfor the wholesome progress Of US, in the present scenario prevailing,deadly corona pandemic,health issues and staggered economy with a brilliant initiatives300m shots in arms and 2m jobs creation projected,ever had in the history of US since 40year.Hatsoff@POTUS",en,[],"['@VP', '@VPfor']",[],"['VP', 'Congratulate', 'VPfor', 'the', 'wholesome', 'progress', 'Of', 'US', 'in', 'the', 'present', 'scenario', 'prevailing', 'deadly', 'corona', 'pandemic', 'health', 'issues', 'and', 'staggered', 'economy', 'with', 'a', 'brilliant', 'initiatives300m', 'shots', 'in', 'arms', 'and', '2m', 'jobs', 'creation', 'projected', 'ever', 'had', 'in', 'the', 'history', 'of', 'US', 'since', '40year.Hatsoff', 'POTUS']",, Congratulate the wholesome progress Of US in the present scenario prevailingdeadly corona pandemichealth issues and staggered economy with a brilliant initiatives300m shots in arms and 2m jobs creation projectedever had in the history of US since 40yearHatsoff ,[]
890,890,@nedemon74 No you don't 🙂 I'll get infected to Corona after this pandemic we can do.,en,[],['@nedemon74'],[],"['nedemon74', 'No', 'you', 'do', ""n't"", '🙂', 'I', ""'ll"", 'get', 'infected', 'to', 'Corona', 'after', 'this', 'pandemic', 'we', 'can', 'do']",, No you dont 🙂 Ill get infected to Corona after this pandemic we can do,['🙂']
891,891,@firozeshakir Ji after Corona is gone you should revisit Dargahs of UP,en,[],['@firozeshakir'],[],"['firozeshakir', 'Ji', 'after', 'Corona', 'is', 'gone', 'you', 'should', 'revisit', 'Dargahs', 'of', 'UP']",, Ji after Corona is gone you should revisit Dargahs of UP,[]
892,892,"@INCIndia 'Frustrated party "" then there was no shortage of that vaccine. Corona is New disease and  vaccine production is limited  and is increasing day by day.",en,[],['@INCIndia'],[],"['INCIndia', ""'Frustrated"", 'party', 'then', 'there', 'was', 'no', 'shortage', 'of', 'that', 'vaccine', 'Corona', 'is', 'New', 'disease', 'and', 'vaccine', 'production', 'is', 'limited', 'and', 'is', 'increasing', 'day', 'by', 'day']",, Frustrated party  then there was no shortage of that vaccine Corona is New disease and vaccine production is limited and is increasing day by day,[]
893,893,"@khushsundar @mkstalin Madam, When corona virus infection was peak in Tamil Nadu, you were giving pose in your garden. We did not see you helping the people who atleast voted for you in your constituency. You are a seasonal politician.",en,[],"['@khushsundar', '@mkstalin']",[],"['khushsundar', 'mkstalin', 'Madam', 'When', 'corona', 'virus', 'infection', 'was', 'peak', 'in', 'Tamil', 'Nadu', 'you', 'were', 'giving', 'pose', 'in', 'your', 'garden', 'We', 'did', 'not', 'see', 'you', 'helping', 'the', 'people', 'who', 'atleast', 'voted', 'for', 'you', 'in', 'your', 'constituency', 'You', 'are', 'a', 'seasonal', 'politician']",, Madam When corona virus infection was peak in Tamil Nadu you were giving pose in your garden We did not see you helping the people who atleast voted for you in your constituency You are a seasonal politician,[]
894,894,"SALUTE TO CORONA WARRIORS- DOCTORS, NURSES, POLICE, AMBULANCE DRIVERS, CLEANLINESS WORKERS | FRUITS DISTRIBUTION- DSS VOLUNTEERS, SHAH SATNAM JI PURA, SIRSA, HARYANA #DeraSachaSauda #DSS #SaintGurmeetRamRahimSinghJiInsan #SaintDrMSG #fruitsdistribution #SaluteToCoronaWarriors  https://t.co/CMKcdvOtlI",en,"['#DeraSachaSauda', '#DSS', '#SaintGurmeetRamRahimSinghJiInsan', '#SaintDrMSG', '#fruitsdistribution', '#SaluteToCoronaWarriors']",[],['https://t.co/CMKcdvOtlI'],"['SALUTE', 'TO', 'CORONA', 'WARRIORS', 'DOCTORS', 'NURSES', 'POLICE', 'AMBULANCE', 'DRIVERS', 'CLEANLINESS', 'WORKERS', 'FRUITS', 'DISTRIBUTION', 'DSS', 'VOLUNTEERS', 'SHAH', 'SATNAM', 'JI', 'PURA', 'SIRSA', 'HARYANA', 'DeraSachaSauda', 'DSS', 'SaintGurmeetRamRahimSinghJiInsan', 'SaintDrMSG', 'fruitsdistribution', 'SaluteToCoronaWarriors', 'https', 't.co/CMKcdvOtlI']",,SALUTE TO CORONA WARRIORS DOCTORS NURSES POLICE AMBULANCE DRIVERS CLEANLINESS WORKERS | FRUITS DISTRIBUTION DSS VOLUNTEERS SHAH SATNAM JI PURA SIRSA HARYANA ,[]
895,895,..Disaster of corona war and climate war will surely intensify. Imam Mahdi Nasser Mohammad Al-Yemeni 21 - Ramadan - 1442 AH 03 - 05 - 2021 AD 12:35 pm  https://t.co/pYHWHK2ls1 5 #بدر_ذي_القعده_مساء_٢٣يونيو Flower Moon cDAsr9,en,['#بدر_ذي_القعده_مساء_٢٣يونيو'],[],['https://t.co/pYHWHK2ls1'],"['Disaster', 'of', 'corona', 'war', 'and', 'climate', 'war', 'will', 'surely', 'intensify', 'Imam', 'Mahdi', 'Nasser', 'Mohammad', 'Al-Yemeni', '21', 'Ramadan', '1442', 'AH', '03', '05', '2021', 'AD', '12:35', 'pm', 'https', 't.co/pYHWHK2ls1', '5', 'بدر_ذي_القعده_مساء_٢٣يونيو', 'Flower', 'Moon', 'cDAsr9']",,Disaster of corona war and climate war will surely intensify Imam Mahdi Nasser Mohammad AlYemeni 21  Ramadan  1442 AH 03  05  2021 AD 12:35 pm  5 Flower Moon cDAsr9,[]
896,896,..Disaster of corona war and climate war will surely intensify. Imam Mahdi Nasser Mohammad Al-Yemeni 21 - Ramadan - 1442 AH 03 - 05 - 2021 AD 12:35 pm  https://t.co/DEXJvvTyDV 26m #بدر_ذي_القعده_مساء_٢٣يونيو Rose Moon Flower Moon Strawberry Moon wPa|Q1,en,['#بدر_ذي_القعده_مساء_٢٣يونيو'],[],['https://t.co/DEXJvvTyDV'],"['Disaster', 'of', 'corona', 'war', 'and', 'climate', 'war', 'will', 'surely', 'intensify', 'Imam', 'Mahdi', 'Nasser', 'Mohammad', 'Al-Yemeni', '21', 'Ramadan', '1442', 'AH', '03', '05', '2021', 'AD', '12:35', 'pm', 'https', 't.co/DEXJvvTyDV', '26m', 'بدر_ذي_القعده_مساء_٢٣يونيو', 'Rose', 'Moon', 'Flower', 'Moon', 'Strawberry', 'Moon', 'wPa|Q1']",,Disaster of corona war and climate war will surely intensify Imam Mahdi Nasser Mohammad AlYemeni 21  Ramadan  1442 AH 03  05  2021 AD 12:35 pm  26m Rose Moon Flower Moon Strawberry Moon wPa|Q1,[]
897,897,..Disaster of corona war and climate war will surely intensify. Imam Mahdi Nasser Mohammad Al-Yemeni 21 - Ramadan - 1442 AH 03 - 05 - 2021 AD 12:35 pm  https://t.co/DgUatwU8oS #بدر_ذي_القعده_مساء_٢٣يونيو Rose Moon Flower Moon Strawberry Moo vFUroG  https://t.co/VaKXQoWAG0,en,['#بدر_ذي_القعده_مساء_٢٣يونيو'],[],"['https://t.co/DgUatwU8oS', 'https://t.co/VaKXQoWAG0']","['Disaster', 'of', 'corona', 'war', 'and', 'climate', 'war', 'will', 'surely', 'intensify', 'Imam', 'Mahdi', 'Nasser', 'Mohammad', 'Al-Yemeni', '21', 'Ramadan', '1442', 'AH', '03', '05', '2021', 'AD', '12:35', 'pm', 'https', 't.co/DgUatwU8oS', 'بدر_ذي_القعده_مساء_٢٣يونيو', 'Rose', 'Moon', 'Flower', 'Moon', 'Strawberry', 'Moo', 'vFUroG', 'https', 't.co/VaKXQoWAG0']",,Disaster of corona war and climate war will surely intensify Imam Mahdi Nasser Mohammad AlYemeni 21  Ramadan  1442 AH 03  05  2021 AD 12:35 pm  Rose Moon Flower Moon Strawberry Moo vFUroG ,[]
898,898,..Disaster of corona war and climate war will surely intensify. Imam Mahdi Nasser Mohammad Al-Yemeni 21 - Ramadan - 1442 AH 03 - 05 - 2021 AD 12:35 pm  https://t.co/rfyEAdt0K7 5hs@? #بدر_ذي_القعده_مساء_٢٣يونيو Rose Moon Flower Moon Strawberry Moon دلتا بلس 9jlF7I,en,['#بدر_ذي_القعده_مساء_٢٣يونيو'],[],['https://t.co/rfyEAdt0K7'],"['Disaster', 'of', 'corona', 'war', 'and', 'climate', 'war', 'will', 'surely', 'intensify', 'Imam', 'Mahdi', 'Nasser', 'Mohammad', 'Al-Yemeni', '21', 'Ramadan', '1442', 'AH', '03', '05', '2021', 'AD', '12:35', 'pm', 'https', 't.co/rfyEAdt0K7', '5hs', 'بدر_ذي_القعده_مساء_٢٣يونيو', 'Rose', 'Moon', 'Flower', 'Moon', 'Strawberry', 'Moon', 'دلتا', 'بلس', '9jlF7I']",,Disaster of corona war and climate war will surely intensify Imam Mahdi Nasser Mohammad AlYemeni 21  Ramadan  1442 AH 03  05  2021 AD 12:35 pm  5hs Rose Moon Flower Moon Strawberry Moon دلتا بلس 9jlF7I,[]
899,899,"It's Vata kapholbana heen pitta sannipataj jwar/Shwasanak sam sannipataj jwar,No doubt there is nothing like Corona virus in Ayurveda texts,but v know what's happening and how host is getting detoriated from pravar to avar @DrPareexitS @Vd_ParulAnand @PriyankaKatru @vdnehals__08",en,[],"['@DrPareexitS', '@Vd_ParulAnand', '@PriyankaKatru', '@vdnehals__08']",[],"['It', ""'s"", 'Vata', 'kapholbana', 'heen', 'pitta', 'sannipataj', 'jwar/Shwasanak', 'sam', 'sannipataj', 'jwar', 'No', 'doubt', 'there', 'is', 'nothing', 'like', 'Corona', 'virus', 'in', 'Ayurveda', 'texts', 'but', 'v', 'know', 'what', ""'s"", 'happening', 'and', 'how', 'host', 'is', 'getting', 'detoriated', 'from', 'pravar', 'to', 'avar', 'DrPareexitS', 'Vd_ParulAnand', 'PriyankaKatru', 'vdnehals__08']",,Its Vata kapholbana heen pitta sannipataj jwar/Shwasanak sam sannipataj jwarNo doubt there is nothing like Corona virus in Ayurveda textsbut v know whats happening and how host is getting detoriated from pravar to avar ,[]
900,900,..Disaster of corona war and climate war will surely intensify. Imam Mahdi Nasser Mohammad Al-Yemeni 21 - Ramadan - 1442 AH 03 - 05 - 2021 AD 12:35 pm  https://t.co/f787wJ7cs3 5 #CoronaClimateWarCalamity #lakers 6%cEwV,en,"['#CoronaClimateWarCalamity', '#lakers']",[],['https://t.co/f787wJ7cs3'],"['Disaster', 'of', 'corona', 'war', 'and', 'climate', 'war', 'will', 'surely', 'intensify', 'Imam', 'Mahdi', 'Nasser', 'Mohammad', 'Al-Yemeni', '21', 'Ramadan', '1442', 'AH', '03', '05', '2021', 'AD', '12:35', 'pm', 'https', 't.co/f787wJ7cs3', '5', 'CoronaClimateWarCalamity', 'lakers', '6', 'cEwV']",,Disaster of corona war and climate war will surely intensify Imam Mahdi Nasser Mohammad AlYemeni 21  Ramadan  1442 AH 03  05  2021 AD 12:35 pm  5 6%cEwV,[]
901,901,Disaster of corona war and climate war will surely intensify....  Imam Mahdi Nasser Mohammad Al-Yemeni 21 - Ramadan - 1442 AH 03 - 05 - 2021 AD 12:35 pm  https://t.co/dIkrv6Z77V 5 #بدر_ذي_القعده_مساء_٢٣يونيو Rose Moon Flower Moon Strawberry Moon  https://t.co/VR3k9rzVfT,en,['#بدر_ذي_القعده_مساء_٢٣يونيو'],[],"['https://t.co/dIkrv6Z77V', 'https://t.co/VR3k9rzVfT']","['Disaster', 'of', 'corona', 'war', 'and', 'climate', 'war', 'will', 'surely', 'intensify', 'Imam', 'Mahdi', 'Nasser', 'Mohammad', 'Al-Yemeni', '21', 'Ramadan', '1442', 'AH', '03', '05', '2021', 'AD', '12:35', 'pm', 'https', 't.co/dIkrv6Z77V', '5', 'بدر_ذي_القعده_مساء_٢٣يونيو', 'Rose', 'Moon', 'Flower', 'Moon', 'Strawberry', 'Moon', 'https', 't.co/VR3k9rzVfT']",,Disaster of corona war and climate war will surely intensify Imam Mahdi Nasser Mohammad AlYemeni 21  Ramadan  1442 AH 03  05  2021 AD 12:35 pm  5 Rose Moon Flower Moon Strawberry Moon ,[]
902,902,@ABC @TwitterNews Disaster of corona war and climate war will surely intensify..  Imam Mahdi Nasser Mohammad Al-Yemeni 21 - Ramadan - 1442 AH 03 - 05 - 2021 AD 12:35 pm  https://t.co/BwOIY55s1P 5 #بدر_ذي_القعده_مساء_٢٣يونيو Rose Moon Flower Moon Strawberry Moon  https://t.co/GnJ4bQSwb5,en,['#بدر_ذي_القعده_مساء_٢٣يونيو'],"['@ABC', '@TwitterNews']","['https://t.co/BwOIY55s1P', 'https://t.co/GnJ4bQSwb5']","['ABC', 'TwitterNews', 'Disaster', 'of', 'corona', 'war', 'and', 'climate', 'war', 'will', 'surely', 'intensify', 'Imam', 'Mahdi', 'Nasser', 'Mohammad', 'Al-Yemeni', '21', 'Ramadan', '1442', 'AH', '03', '05', '2021', 'AD', '12:35', 'pm', 'https', 't.co/BwOIY55s1P', '5', 'بدر_ذي_القعده_مساء_٢٣يونيو', 'Rose', 'Moon', 'Flower', 'Moon', 'Strawberry', 'Moon', 'https', 't.co/GnJ4bQSwb5']",, Disaster of corona war and climate war will surely intensify Imam Mahdi Nasser Mohammad AlYemeni 21  Ramadan  1442 AH 03  05  2021 AD 12:35 pm  5 Rose Moon Flower Moon Strawberry Moon ,[]
903,903,Can possible this game in corona?  https://t.co/TVEIEUjAoJ,en,[],[],['https://t.co/TVEIEUjAoJ'],"['Can', 'possible', 'this', 'game', 'in', 'corona', 'https', 't.co/TVEIEUjAoJ']",,Can possible this game in corona ,[]
904,904,"@MoHFW_INDIA Combating with #Corona is v v important. Appreciate actions. However Patient with other co-morbidities are neglected. Pls support &amp; keep free dedicated #Heart, #Kidney, #Liver &amp; other specialised hospitals. @drharshvardhan @IMAIndiaOrg @AshwiniKChoubey @PMOIndia",en,"['#Corona', '#Heart,', '#Kidney,', '#Liver']","['@MoHFW_INDIA', '@drharshvardhan', '@IMAIndiaOrg', '@AshwiniKChoubey', '@PMOIndia']",[],"['MoHFW_INDIA', 'Combating', 'with', 'Corona', 'is', 'v', 'v', 'important', 'Appreciate', 'actions', 'However', 'Patient', 'with', 'other', 'co-morbidities', 'are', 'neglected', 'Pls', 'support', 'amp', 'keep', 'free', 'dedicated', 'Heart', 'Kidney', 'Liver', 'amp', 'other', 'specialised', 'hospitals', 'drharshvardhan', 'IMAIndiaOrg', 'AshwiniKChoubey', 'PMOIndia']",, Combating with is v v important Appreciate actions However Patient with other comorbidities are neglected Pls support amp keep free dedicated amp other specialised hospitals ,[]
905,905,"It's high time now guys! Heads Up &amp; take control on your career.  Let go of this Corona thing, boost yourself &amp; don’t let anything haunt your career.  #COVID19 #CovidVaccine #career #quotes #WTC21 #RadheShyam  https://t.co/Ixzv0XgtM1",en,"['#COVID19', '#CovidVaccine', '#career', '#quotes', '#WTC21', '#RadheShyam']",[],['https://t.co/Ixzv0XgtM1'],"['It', ""'s"", 'high', 'time', 'now', 'guys', 'Heads', 'Up', 'amp', 'take', 'control', 'on', 'your', 'career', 'Let', 'go', 'of', 'this', 'Corona', 'thing', 'boost', 'yourself', 'amp', 'don', '’', 't', 'let', 'anything', 'haunt', 'your', 'career', 'COVID19', 'CovidVaccine', 'career', 'quotes', 'WTC21', 'RadheShyam', 'https', 't.co/Ixzv0XgtM1']",,Its high time now guys Heads Up amp take control on your career Let go of this Corona thing boost yourself amp don’t let anything haunt your career ,[]
906,906,@PiyushGoyal Let the system of travel with confirmed tickets in all classes including second sitting and entry of only passengers on the railway platforms be continue even when there is no corona in India. This will make train travel safe and comfortable. @narendramodi @AmitShah,en,[],"['@PiyushGoyal', '@narendramodi', '@AmitShah']",[],"['PiyushGoyal', 'Let', 'the', 'system', 'of', 'travel', 'with', 'confirmed', 'tickets', 'in', 'all', 'classes', 'including', 'second', 'sitting', 'and', 'entry', 'of', 'only', 'passengers', 'on', 'the', 'railway', 'platforms', 'be', 'continue', 'even', 'when', 'there', 'is', 'no', 'corona', 'in', 'India', 'This', 'will', 'make', 'train', 'travel', 'safe', 'and', 'comfortable', 'narendramodi', 'AmitShah']",, Let the system of travel with confirmed tickets in all classes including second sitting and entry of only passengers on the railway platforms be continue even when there is no corona in India This will make train travel safe and comfortable ,[]
907,907,@closeappindia Happy to help to beat third wave!  #TheCoronasaurusStories #Covid19 #Coronavirus #stories #books #bookreview #bookstagram #booklover #kindlebooks #amazonbook #covidindia #covid_19 #CoronaCheck #CovidVaccine #book #BookReview #readingcommunity #romance #pandemic #Corona  https://t.co/YXo67zetwF,en,"['#TheCoronasaurusStories', '#Covid19', '#Coronavirus', '#stories', '#books', '#bookreview', '#bookstagram', '#booklover', '#kindlebooks', '#amazonbook', '#covidindia', '#covid_19', '#CoronaCheck', '#CovidVaccine', '#book', '#BookReview', '#readingcommunity', '#romance', '#pandemic', '#Corona']",['@closeappindia'],['https://t.co/YXo67zetwF'],"['closeappindia', 'Happy', 'to', 'help', 'to', 'beat', 'third', 'wave', 'TheCoronasaurusStories', 'Covid19', 'Coronavirus', 'stories', 'books', 'bookreview', 'bookstagram', 'booklover', 'kindlebooks', 'amazonbook', 'covidindia', 'covid_19', 'CoronaCheck', 'CovidVaccine', 'book', 'BookReview', 'readingcommunity', 'romance', 'pandemic', 'Corona', 'https', 't.co/YXo67zetwF']",, Happy to help to beat third wave ,[]
