,Unnamed: 0,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken,clean_tweet,emojis
0,0,Did anyone notice a change in their psychological and physical condition after he took the coronavirus vaccine?,en,[],[],[],"['Did', 'anyone', 'notice', 'a', 'change', 'in', 'their', 'psychological', 'and', 'physical', 'condition', 'after', 'he', 'took', 'the', 'coronavirus', 'vaccine']","['Did', 'change', 'notice', 'coronavirus', 'condition', 'took', 'vaccine', 'physical', 'psychological', 'anyone']",Did anyone notice a change in their psychological and physical condition after he took the coronavirus vaccine,[]
1,1,"Say goodbye to the “Indian,” “South African” and ""British"" Coronavirus variants.  According to the World Health Organization, they’re the Delta, Beta and Alpha variants now.   https://t.co/nkQo4IdGqO",en,[],[],['https://t.co/nkQo4IdGqO'],"['Say', 'goodbye', 'to', 'the', '“', 'Indian', '”', '“', 'South', 'African', '”', 'and', 'British', 'Coronavirus', 'variants', 'According', 'to', 'the', 'World', 'Health', 'Organization', 'they', '’', 're', 'the', 'Delta', 'Beta', 'and', 'Alpha', 'variants', 'now', 'https', 't.co/nkQo4IdGqO']",,Say goodbye to the “Indian” “South African” and British Coronavirus variants According to the World Health Organization they’re the Delta Beta and Alpha variants now ,[]
2,2,"Dear all, Keep Donate Keep Retweet   https://t.co/TRRT59Sd8K  #milaap #verified #campaign #COVID19 #coronavirus #hunger #food #help #COVIDEmergencyIndia #Covid19IndiaHelp #HelpingHand #BlackFungus",en,"['#milaap', '#verified', '#campaign', '#COVID19', '#coronavirus', '#hunger', '#food', '#help', '#COVIDEmergencyIndia', '#Covid19IndiaHelp', '#HelpingHand', '#BlackFungus']",[],['https://t.co/TRRT59Sd8K'],"['Dear', 'all', 'Keep', 'Donate', 'Keep', 'Retweet', 'https', 't.co/TRRT59Sd8K', 'milaap', 'verified', 'campaign', 'COVID19', 'coronavirus', 'hunger', 'food', 'help', 'COVIDEmergencyIndia', 'Covid19IndiaHelp', 'HelpingHand', 'BlackFungus']",,Dear all Keep Donate Keep Retweet  ,[]
3,3,#jobseekers #jobvsmlm #MLM #directselling #networking #networkmarketing #rojgar #ModiHaiTohMumkinHai #coronavirus #COVID19 #AffiliateMarketing #entrepreneur  #leadership #lockdown  Which is best for your future and Dreams? Job - Rt 🐦           Direct Selling- Like ❤️  https://t.co/fcj7letDwE,en,"['#jobseekers', '#jobvsmlm', '#MLM', '#directselling', '#networking', '#networkmarketing', '#rojgar', '#ModiHaiTohMumkinHai', '#coronavirus', '#COVID19', '#AffiliateMarketing', '#entrepreneur', '#leadership', '#lockdown']",[],['https://t.co/fcj7letDwE'],"['jobseekers', 'jobvsmlm', 'MLM', 'directselling', 'networking', 'networkmarketing', 'rojgar', 'ModiHaiTohMumkinHai', 'coronavirus', 'COVID19', 'AffiliateMarketing', 'entrepreneur', 'leadership', 'lockdown', 'Which', 'is', 'best', 'for', 'your', 'future', 'and', 'Dreams', 'Job', 'Rt', '🐦', 'Direct', 'Selling', 'Like', '❤️', 'https', 't.co/fcj7letDwE']",, Which is best for your future and Dreams Job  Rt 🐦 Direct Selling Like ❤️ ,"['🐦', '❤️']"
4,4,@UsmaniToheed  This is the same mosque which used to be full of worshipers and visitors  Pray that the corona virus ends from the roots  Allah masjid khol dai inshallah❤️ ये वही मस्जिद है जो कभी इबादत करने वालों और सैलानियों से भरी रहती थी #jamamasjid  #India  #DelhiFightsCorona  https://t.co/KHGP0eLUT0,en,"['#jamamasjid', '#India', '#DelhiFightsCorona']",['@UsmaniToheed'],['https://t.co/KHGP0eLUT0'],"['UsmaniToheed', 'This', 'is', 'the', 'same', 'mosque', 'which', 'used', 'to', 'be', 'full', 'of', 'worshipers', 'and', 'visitors', 'Pray', 'that', 'the', 'corona', 'virus', 'ends', 'from', 'the', 'roots', 'Allah', 'masjid', 'khol', 'dai', 'inshallah❤️', 'ये', 'वही', 'मस्जिद', 'है', 'जो', 'कभी', 'इबादत', 'करने', 'वालों', 'और', 'सैलानियों', 'से', 'भरी', 'रहती', 'थी', 'jamamasjid', 'India', 'DelhiFightsCorona', 'https', 't.co/KHGP0eLUT0']",, This is the same mosque which used to be full of worshipers and visitors Pray that the corona virus ends from the roots Allah masjid khol dai inshallah❤️ ये वही मस्जिद है जो कभी इबादत करने वालों और सैलानियों से भरी रहती थी ,['❤️']
5,5,Glimpses of 2nd Day of Training session on #COVID SOPs for #KPTourism sector and other safety steps against coronavirus to ensure SAFE TOURISM at Millennium Naran (Mansehra) arranged by @KITEProjectDoT. (01.06.21)  #KITEDoT #KITE #ResponsibleTourism  @dostacykp @kafzal01  https://t.co/ERPBPwglA4,en,"['#COVID', '#KPTourism', '#KITEDoT', '#KITE', '#ResponsibleTourism']","['@KITEProjectDoT.', '@dostacykp', '@kafzal01']",['https://t.co/ERPBPwglA4'],"['Glimpses', 'of', '2nd', 'Day', 'of', 'Training', 'session', 'on', 'COVID', 'SOPs', 'for', 'KPTourism', 'sector', 'and', 'other', 'safety', 'steps', 'against', 'coronavirus', 'to', 'ensure', 'SAFE', 'TOURISM', 'at', 'Millennium', 'Naran', 'Mansehra', 'arranged', 'by', 'KITEProjectDoT', '01.06.21', 'KITEDoT', 'KITE', 'ResponsibleTourism', 'dostacykp', 'kafzal01', 'https', 't.co/ERPBPwglA4']",,Glimpses of 2nd Day of Training session on SOPs for sector and other safety steps against coronavirus to ensure SAFE TOURISM at Millennium Naran (Mansehra) arranged by (010621) ,[]
6,6,"Coronavirus Update: New COVID-19 cases, deaths and hospitalizations keep falling, as vaccinations keep increasing  https://t.co/zeYu9uF9e1 #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/zeYu9uF9e1'],"['Coronavirus', 'Update', 'New', 'COVID-19', 'cases', 'deaths', 'and', 'hospitalizations', 'keep', 'falling', 'as', 'vaccinations', 'keep', 'increasing', 'https', 't.co/zeYu9uF9e1', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']",,Coronavirus Update: New COVID19 cases deaths and hospitalizations keep falling as vaccinations keep increasing  ,[]
7,7,Such a very bad situation many people dead 💀 continuously by #coronavirus and who are alive they feel fear from it. Ehe. I check corona reports I completely worrying about humanity and world #badnews #coronavirus @htTweets,en,"['#coronavirus', '#badnews', '#coronavirus']",['@htTweets'],[],"['Such', 'a', 'very', 'bad', 'situation', 'many', 'people', 'dead', '💀', 'continuously', 'by', 'coronavirus', 'and', 'who', 'are', 'alive', 'they', 'feel', 'fear', 'from', 'it', 'Ehe', 'I', 'check', 'corona', 'reports', 'I', 'completely', 'worrying', 'about', 'humanity', 'and', 'world', 'badnews', 'coronavirus', 'htTweets']",,Such a very bad situation many people dead 💀 continuously by and who are alive they feel fear from it Ehe I check corona reports I completely worrying about humanity and world ,['💀']
8,8,How’s the coronavirus situation in pakistan? Have the daily cases gone down?,en,[],[],[],"['How', '’', 's', 'the', 'coronavirus', 'situation', 'in', 'pakistan', 'Have', 'the', 'daily', 'cases', 'gone', 'down']",,How’s the coronavirus situation in pakistan Have the daily cases gone down,[]
9,9,"What you want, is not always what you need.  You want to go to the newly opened @StarbucksIndia for a nice, sophisticated coffee  BUT  You need to sip hot water at home. Stay Strong, Stay Safe, Kanpur. #coronavirus #COVID19India #StayStrongIndia #kanpurFightsCorona",en,"['#coronavirus', '#COVID19India', '#StayStrongIndia', '#kanpurFightsCorona']",['@StarbucksIndia'],[],"['What', 'you', 'want', 'is', 'not', 'always', 'what', 'you', 'need', 'You', 'want', 'to', 'go', 'to', 'the', 'newly', 'opened', 'StarbucksIndia', 'for', 'a', 'nice', 'sophisticated', 'coffee', 'BUT', 'You', 'need', 'to', 'sip', 'hot', 'water', 'at', 'home', 'Stay', 'Strong', 'Stay', 'Safe', 'Kanpur', 'coronavirus', 'COVID19India', 'StayStrongIndia', 'kanpurFightsCorona']",,What you want is not always what you need You want to go to the newly opened for a nice sophisticated coffee BUT You need to sip hot water at home Stay Strong Stay Safe Kanpur ,[]
10,10,@TIME Magzine best part to spread news as China not behind for corona virus .   Pathetic magzine,en,[],['@TIME'],[],"['TIME', 'Magzine', 'best', 'part', 'to', 'spread', 'news', 'as', 'China', 'not', 'behind', 'for', 'corona', 'virus', 'Pathetic', 'magzine']",, Magzine best part to spread news as China not behind for corona virus  Pathetic magzine,[]
11,11,China’s Guangdong tightens #coronavirus measures as cases persist  https://t.co/fq2ZTOcryG,en,['#coronavirus'],[],['https://t.co/fq2ZTOcryG'],"['China', '’', 's', 'Guangdong', 'tightens', 'coronavirus', 'measures', 'as', 'cases', 'persist', 'https', 't.co/fq2ZTOcryG']",,China’s Guangdong tightens measures as cases persist ,[]
12,12,Today's Corona News Statistics of Surat and Bardoli ..  #bardoli #bardolinagar #surat #suratcity #covid_19 #sardarnagribardoli #CoronaVirus #COVID19 #stayhomestaysafe #coronaupdates #coronapositive #bardoliguide  https://t.co/ZIQ3lWcMx4,en,"['#bardoli', '#bardolinagar', '#surat', '#suratcity', '#covid_19', '#sardarnagribardoli', '#CoronaVirus', '#COVID19', '#stayhomestaysafe', '#coronaupdates', '#coronapositive', '#bardoliguide']",[],['https://t.co/ZIQ3lWcMx4'],"['Today', ""'s"", 'Corona', 'News', 'Statistics', 'of', 'Surat', 'and', 'Bardoli', 'bardoli', 'bardolinagar', 'surat', 'suratcity', 'covid_19', 'sardarnagribardoli', 'CoronaVirus', 'COVID19', 'stayhomestaysafe', 'coronaupdates', 'coronapositive', 'bardoliguide', 'https', 't.co/ZIQ3lWcMx4']",,Todays Corona News Statistics of Surat and Bardoli  ,[]
13,13,I think Coronavirus is the best example of Secularism! 😂 Do you agree?,en,[],[],[],"['I', 'think', 'Coronavirus', 'is', 'the', 'best', 'example', 'of', 'Secularism', '😂', 'Do', 'you', 'agree']",,I think Coronavirus is the best example of Secularism 😂 Do you agree,['😂']
14,14,Israel health officials say they have found a probable link between Pfizer and BioNTech's coronavirus vaccine and dozens of cases of heart inflammation in young men after the second dose  https://t.co/VkjwFsR0bg,en,[],[],['https://t.co/VkjwFsR0bg'],"['Israel', 'health', 'officials', 'say', 'they', 'have', 'found', 'a', 'probable', 'link', 'between', 'Pfizer', 'and', 'BioNTech', ""'s"", 'coronavirus', 'vaccine', 'and', 'dozens', 'of', 'cases', 'of', 'heart', 'inflammation', 'in', 'young', 'men', 'after', 'the', 'second', 'dose', 'https', 't.co/VkjwFsR0bg']",,Israel health officials say they have found a probable link between Pfizer and BioNTechs coronavirus vaccine and dozens of cases of heart inflammation in young men after the second dose ,[]
15,15,Today #SriLanka recorded total 3306 new coronavirus cases. Stay Safe and continue follow health guidelines. #COVID #COVID19LK #LKA #SriLankan #COVID19SL    https://t.co/ZMU7uhSzRx,en,"['#SriLanka', '#COVID', '#COVID19LK', '#LKA', '#SriLankan', '#COVID19SL']",[],['https://t.co/ZMU7uhSzRx'],"['Today', 'SriLanka', 'recorded', 'total', '3306', 'new', 'coronavirus', 'cases', 'Stay', 'Safe', 'and', 'continue', 'follow', 'health', 'guidelines', 'COVID', 'COVID19LK', 'LKA', 'SriLankan', 'COVID19SL', 'https', 't.co/ZMU7uhSzRx']",,Today recorded total 3306 new coronavirus cases Stay Safe and continue follow health guidelines ,[]
16,16,@drapr007 Red Alert on Terrorist china CORONA virus n also on porkistan also😡,en,[],['@drapr007'],[],"['drapr007', 'Red', 'Alert', 'on', 'Terrorist', 'china', 'CORONA', 'virus', 'n', 'also', 'on', 'porkistan', 'also😡']",, Red Alert on Terrorist china CORONA virus n also on porkistan also😡,['😡']
17,17,Hello everyone @VFSGlobal @CanadainIndia and everyone have a responsibility to safe people from this deadly @coronavirus. So everyone please be patience for some time and soon the @VFSGlobal will be open in @india.,en,[],"['@VFSGlobal', '@CanadainIndia', '@coronavirus.', '@VFSGlobal', '@india.']",[],"['Hello', 'everyone', 'VFSGlobal', 'CanadainIndia', 'and', 'everyone', 'have', 'a', 'responsibility', 'to', 'safe', 'people', 'from', 'this', 'deadly', 'coronavirus', 'So', 'everyone', 'please', 'be', 'patience', 'for', 'some', 'time', 'and', 'soon', 'the', 'VFSGlobal', 'will', 'be', 'open', 'in', 'india']",,Hello everyone and everyone have a responsibility to safe people from this deadly So everyone please be patience for some time and soon the will be open in ,[]
18,18,79 tested #COVID19 positive in last 24 hours in Gautam Buddha Nagar. Total figure is 1514 in UP. #CoronaPandemic #CORONAUPDATE #CoronaUpdatesInIndia #coronavirus  https://t.co/mtmnMBVdpo,en,"['#COVID19', '#CoronaPandemic', '#CORONAUPDATE', '#CoronaUpdatesInIndia', '#coronavirus']",[],['https://t.co/mtmnMBVdpo'],"['79', 'tested', 'COVID19', 'positive', 'in', 'last', '24', 'hours', 'in', 'Gautam', 'Buddha', 'Nagar', 'Total', 'figure', 'is', '1514', 'in', 'UP', 'CoronaPandemic', 'CORONAUPDATE', 'CoronaUpdatesInIndia', 'coronavirus', 'https', 't.co/mtmnMBVdpo']",,79 tested positive in last 24 hours in Gautam Buddha Nagar Total figure is 1514 in UP ,[]
19,19,"""Fauci admits Wuhan lab received 'modest' funds from US amid calls for probe into Covid origins"". via @WIONews #WuhanLabLeak #coronavirus  https://t.co/3jbWfQH2uu",en,"['#WuhanLabLeak', '#coronavirus']",['@WIONews'],['https://t.co/3jbWfQH2uu'],"['Fauci', 'admits', 'Wuhan', 'lab', 'received', ""'modest"", 'funds', 'from', 'US', 'amid', 'calls', 'for', 'probe', 'into', 'Covid', 'origins', 'via', 'WIONews', 'WuhanLabLeak', 'coronavirus', 'https', 't.co/3jbWfQH2uu']",,Fauci admits Wuhan lab received modest funds from US amid calls for probe into Covid origins via ,[]
20,20,"Those woo doesn't want to marry  at all :   if u r I'll,  or met with an accident or suffering from corona virus etc etc.. If there's no one to look after u,  it means HELL.  U must ve someone to take care of u, especially when u r I'll, bedridden n bcme old.  So please marry",en,[],[],[],"['Those', 'woo', 'does', ""n't"", 'want', 'to', 'marry', 'at', 'all', 'if', 'u', 'r', 'I', ""'ll"", 'or', 'met', 'with', 'an', 'accident', 'or', 'suffering', 'from', 'corona', 'virus', 'etc', 'etc', 'If', 'there', ""'s"", 'no', 'one', 'to', 'look', 'after', 'u', 'it', 'means', 'HELL', 'U', 'must', 've', 'someone', 'to', 'take', 'care', 'of', 'u', 'especially', 'when', 'u', 'r', 'I', ""'ll"", 'bedridden', 'n', 'bcme', 'old', 'So', 'please', 'marry']",,Those woo doesnt want to marry at all : if u r Ill or met with an accident or suffering from corona virus etc etc If theres no one to look after u it means HELL U must ve someone to take care of u especially when u r Ill bedridden n bcme old So please marry,[]
21,21,"Flipkart They have no intention of parting  Rs 4044/-, my refund from Spicejet. I am attacked by flipkart financial Coronavirus. Compared to attack by biological Coronavirus, the loss due to flipkart financial Coronavirus is small. Thanks for this small loss.",en,[],[],[],"['Flipkart', 'They', 'have', 'no', 'intention', 'of', 'parting', 'Rs', '4044', 'my', 'refund', 'from', 'Spicejet', 'I', 'am', 'attacked', 'by', 'flipkart', 'financial', 'Coronavirus', 'Compared', 'to', 'attack', 'by', 'biological', 'Coronavirus', 'the', 'loss', 'due', 'to', 'flipkart', 'financial', 'Coronavirus', 'is', 'small', 'Thanks', 'for', 'this', 'small', 'loss']",,Flipkart They have no intention of parting Rs 4044/ my refund from Spicejet I am attacked by flipkart financial Coronavirus Compared to attack by biological Coronavirus the loss due to flipkart financial Coronavirus is small Thanks for this small loss,[]
22,22,Due to corona virus how can we able to do board exams? Please cancel the board exams . Save the students🙏 #CancelAssamBoardExams #CancelStateBoardExams #NoCancellationNoVote #CancelExamsSaveLives  #CancelAllBoardExams  @sajin_aktar  @himantabiswa  @AdvMamtaSharma,en,"['#CancelAssamBoardExams', '#CancelStateBoardExams', '#NoCancellationNoVote', '#CancelExamsSaveLives', '#CancelAllBoardExams']","['@sajin_aktar', '@himantabiswa', '@AdvMamtaSharma']",[],"['Due', 'to', 'corona', 'virus', 'how', 'can', 'we', 'able', 'to', 'do', 'board', 'exams', 'Please', 'cancel', 'the', 'board', 'exams', 'Save', 'the', 'students🙏', 'CancelAssamBoardExams', 'CancelStateBoardExams', 'NoCancellationNoVote', 'CancelExamsSaveLives', 'CancelAllBoardExams', 'sajin_aktar', 'himantabiswa', 'AdvMamtaSharma']",,Due to corona virus how can we able to do board exams Please cancel the board exams  Save the students🙏 ,['🙏']
23,23,People asking each other after getting vaccinated 😁   #COVIDVaccination #COVID19 #COVID19Vic #CoronaVaccine #coronavirus  https://t.co/w2532Bzxle,en,"['#COVIDVaccination', '#COVID19', '#COVID19Vic', '#CoronaVaccine', '#coronavirus']",[],['https://t.co/w2532Bzxle'],"['People', 'asking', 'each', 'other', 'after', 'getting', 'vaccinated', '😁', 'COVIDVaccination', 'COVID19', 'COVID19Vic', 'CoronaVaccine', 'coronavirus', 'https', 't.co/w2532Bzxle']",,People asking each other after getting vaccinated 😁 ,['😁']
24,24,"Congratulations @jacob_zhimomi ; A fighter against #coronavirus #Covid19 : looking forward to seeing you &amp; Thank you for the #Motivation ,@JPNadda @BJP4Nagaland @blsanthosh @AjayJamwalNE @MChubaAo @MmhonlumoKikon @NalinSKohli #TogetherWeCan",en,"['#coronavirus', '#Covid19', '#Motivation', '#TogetherWeCan']","['@jacob_zhimomi', '@BJP4Nagaland', '@blsanthosh', '@AjayJamwalNE', '@MChubaAo', '@MmhonlumoKikon', '@NalinSKohli']",[],"['Congratulations', 'jacob_zhimomi', 'A', 'fighter', 'against', 'coronavirus', 'Covid19', 'looking', 'forward', 'to', 'seeing', 'you', 'amp', 'Thank', 'you', 'for', 'the', 'Motivation', 'JPNadda', 'BJP4Nagaland', 'blsanthosh', 'AjayJamwalNE', 'MChubaAo', 'MmhonlumoKikon', 'NalinSKohli', 'TogetherWeCan']",,Congratulations  A fighter against : looking forward to seeing you amp Thank you for the  ,[]
25,25,Coronavirus disaster leaves deep scars on India's economy  https://t.co/m1ii1w3hDF #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/m1ii1w3hDF'],"['Coronavirus', 'disaster', 'leaves', 'deep', 'scars', 'on', 'India', ""'s"", 'economy', 'https', 't.co/m1ii1w3hDF', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']",,Coronavirus disaster leaves deep scars on Indias economy  ,[]
26,26,So far today 2568 coronavirus cases report in Sri Lanka. #LKA #SriLanka #COVID19SL #COVID19LK,en,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK']",[],[],"['So', 'far', 'today', '2568', 'coronavirus', 'cases', 'report', 'in', 'Sri', 'Lanka', 'LKA', 'SriLanka', 'COVID19SL', 'COVID19LK']",,So far today 2568 coronavirus cases report in Sri Lanka ,[]
27,27,"Over 4,000 children stay at #coronavirus quarantine facilities without parents in #Vietnam  https://t.co/rVRMrGtAZ2",en,"['#coronavirus', '#Vietnam']",[],['https://t.co/rVRMrGtAZ2'],"['Over', '4,000', 'children', 'stay', 'at', 'coronavirus', 'quarantine', 'facilities', 'without', 'parents', 'in', 'Vietnam', 'https', 't.co/rVRMrGtAZ2']",,Over 4000 children stay at quarantine facilities without parents in ,[]
28,28,"Yogi government has failed to control corona virus in Uttar Pradesh so Yogi government is covering up failer by ""Destroyed two Mosque and killed two Innocent Muslims"" and torchering to Muslim community so that Hindu will be happy and vote in Uttar Pradesh Elections.",en,[],[],[],"['Yogi', 'government', 'has', 'failed', 'to', 'control', 'corona', 'virus', 'in', 'Uttar', 'Pradesh', 'so', 'Yogi', 'government', 'is', 'covering', 'up', 'failer', 'by', 'Destroyed', 'two', 'Mosque', 'and', 'killed', 'two', 'Innocent', 'Muslims', 'and', 'torchering', 'to', 'Muslim', 'community', 'so', 'that', 'Hindu', 'will', 'be', 'happy', 'and', 'vote', 'in', 'Uttar', 'Pradesh', 'Elections']",,Yogi government has failed to control corona virus in Uttar Pradesh so Yogi government is covering up failer by Destroyed two Mosque and killed two Innocent Muslims and torchering to Muslim community so that Hindu will be happy and vote in Uttar Pradesh Elections,[]
29,29,"@sagarprasadBAMS @MuhsOnline @timesofindia @TOI_Nagpur @RanjitVDeshmukh @mswaofficial @ProshuncTOI @samant_uday @TOIsarfaraz @Student_yd @masu4justice @drishtisharma02 @SunilWarrier1 @SGattewar_NGP @Rahulbhangde @RajThackeray HC has advised all examinees to undergo RTPCR test before appearing in exams. I think, it will substantially reduce the risk of contracting #coronavirus. #muhsonlinexam #muhspostponeexams #muhspromote #COVIDSecondWaveInIndia #muhsonlinexams #CoronaKoHaranaHai @CovidTrackingIn",en,"['#coronavirus.', '#muhsonlinexam', '#muhspostponeexams', '#muhspromote', '#COVIDSecondWaveInIndia', '#muhsonlinexams', '#CoronaKoHaranaHai']","['@sagarprasadBAMS', '@MuhsOnline', '@timesofindia', '@TOI_Nagpur', '@RanjitVDeshmukh', '@mswaofficial', '@ProshuncTOI', '@samant_uday', '@TOIsarfaraz', '@Student_yd', '@masu4justice', '@drishtisharma02', '@SunilWarrier1', '@SGattewar_NGP', '@Rahulbhangde', '@RajThackeray', '@CovidTrackingIn']",[],"['sagarprasadBAMS', 'MuhsOnline', 'timesofindia', 'TOI_Nagpur', 'RanjitVDeshmukh', 'mswaofficial', 'ProshuncTOI', 'samant_uday', 'TOIsarfaraz', 'Student_yd', 'masu4justice', 'drishtisharma02', 'SunilWarrier1', 'SGattewar_NGP', 'Rahulbhangde', 'RajThackeray', 'HC', 'has', 'advised', 'all', 'examinees', 'to', 'undergo', 'RTPCR', 'test', 'before', 'appearing', 'in', 'exams', 'I', 'think', 'it', 'will', 'substantially', 'reduce', 'the', 'risk', 'of', 'contracting', 'coronavirus', 'muhsonlinexam', 'muhspostponeexams', 'muhspromote', 'COVIDSecondWaveInIndia', 'muhsonlinexams', 'CoronaKoHaranaHai', 'CovidTrackingIn']",, HC has advised all examinees to undergo RTPCR test before appearing in exams I think it will substantially reduce the risk of contracting ,[]
30,30,"I don't know what to call them,buddies, brothers,or gang but it was too hard to meet them without hugs, i could only shack hands or boxers salut, i wanted to hug but didn't and it was an akward situation for me especially that I #love them 💔 fuck #covid #coronavirus  ask #china  https://t.co/A7UDyo1i9J",en,"['#love', '#covid', '#coronavirus', '#china']",[],['https://t.co/A7UDyo1i9J'],"['I', 'do', ""n't"", 'know', 'what', 'to', 'call', 'them', 'buddies', 'brothers', 'or', 'gang', 'but', 'it', 'was', 'too', 'hard', 'to', 'meet', 'them', 'without', 'hugs', 'i', 'could', 'only', 'shack', 'hands', 'or', 'boxers', 'salut', 'i', 'wanted', 'to', 'hug', 'but', 'did', ""n't"", 'and', 'it', 'was', 'an', 'akward', 'situation', 'for', 'me', 'especially', 'that', 'I', 'love', 'them', '💔', 'fuck', 'covid', 'coronavirus', 'ask', 'china', 'https', 't.co/A7UDyo1i9J']",,I dont know what to call thembuddies brothersor gang but it was too hard to meet them without hugs i could only shack hands or boxers salut i wanted to hug but didnt and it was an akward situation for me especially that I them 💔 fuck ask ,['💔']
31,31,"Excellent, it will ramp up our fight against #coronavirus",en,['#coronavirus'],[],[],"['Excellent', 'it', 'will', 'ramp', 'up', 'our', 'fight', 'against', 'coronavirus']",,Excellent it will ramp up our fight against ,[]
32,32,444 Days - in the city | Documentary on Mumbai City | The city of dream which never sleep &amp; coronavirus  #adityaranoliya #admakeindia #444days  Watch the link below   https://t.co/nlYR7wvgem  @444DaysInTheCity  https://t.co/XYH3IIEe9O,en,"['#adityaranoliya', '#admakeindia', '#444days']",['@444DaysInTheCity'],"['https://t.co/nlYR7wvgem', 'https://t.co/XYH3IIEe9O']","['444', 'Days', 'in', 'the', 'city', 'Documentary', 'on', 'Mumbai', 'City', 'The', 'city', 'of', 'dream', 'which', 'never', 'sleep', 'amp', 'coronavirus', 'adityaranoliya', 'admakeindia', '444days', 'Watch', 'the', 'link', 'below', 'https', 't.co/nlYR7wvgem', '444DaysInTheCity', 'https', 't.co/XYH3IIEe9O']",,444 Days  in the city | Documentary on Mumbai City | The city of dream which never sleep amp coronavirus Watch the link below  ,[]
33,33,"Corona virus is given self defense system by God just like human beings . Mutation is one such defense system given to virus. We must not take such ""micro"" organism as if that now wave is over. God lbows it may be in the process of becoming still deadly. Follow rigidly corona SOP",en,[],[],[],"['Corona', 'virus', 'is', 'given', 'self', 'defense', 'system', 'by', 'God', 'just', 'like', 'human', 'beings', 'Mutation', 'is', 'one', 'such', 'defense', 'system', 'given', 'to', 'virus', 'We', 'must', 'not', 'take', 'such', 'micro', 'organism', 'as', 'if', 'that', 'now', 'wave', 'is', 'over', 'God', 'lbows', 'it', 'may', 'be', 'in', 'the', 'process', 'of', 'becoming', 'still', 'deadly', 'Follow', 'rigidly', 'corona', 'SOP']",,Corona virus is given self defense system by God just like human beings  Mutation is one such defense system given to virus We must not take such micro organism as if that now wave is over God lbows it may be in the process of becoming still deadly Follow rigidly corona SOP,[]
34,34,Twitter is concern about user's privacy the  same way China is Concern about Corona Virus spread across the world.  #TwitterBanInIndia,en,['#TwitterBanInIndia'],[],[],"['Twitter', 'is', 'concern', 'about', 'user', ""'s"", 'privacy', 'the', 'same', 'way', 'China', 'is', 'Concern', 'about', 'Corona', 'Virus', 'spread', 'across', 'the', 'world', 'TwitterBanInIndia']",,Twitter is concern about users privacy the same way China is Concern about Corona Virus spread across the world ,[]
35,35,"JK reports 1448new positive cases,266576 recovered so far  #JAMMU: The Government on Saturday informed that1448 new positive cases of novel Corona virus (COVID-19),453 from Jammu division and 995 from Kashmir division, have been reported today.  https://t.co/KeGDA3K5eh",en,['#JAMMU:'],[],['https://t.co/KeGDA3K5eh'],"['JK', 'reports', '1448new', 'positive', 'cases,266576', 'recovered', 'so', 'far', 'JAMMU', 'The', 'Government', 'on', 'Saturday', 'informed', 'that1448', 'new', 'positive', 'cases', 'of', 'novel', 'Corona', 'virus', 'COVID-19', '453', 'from', 'Jammu', 'division', 'and', '995', 'from', 'Kashmir', 'division', 'have', 'been', 'reported', 'today', 'https', 't.co/KeGDA3K5eh']",,JK reports 1448new positive cases266576 recovered so far The Government on Saturday informed that1448 new positive cases of novel Corona virus (COVID19)453 from Jammu division and 995 from Kashmir division have been reported today ,[]
36,36,@TimesNow @AmbJohnBolton Obvious Revelations OutBreak Coronavirus From Wuhan Lab China🇨🇳Consequences Catastrophe Millions of Fatalities Around DGlobe 🌍Y D World Scientists R Unable ToExplore Antibodies Antigens ofViral  Pathogens RNA ofVirus Whichis Mutating inDifferent Variants Causing Heavy Fatalities,en,[],"['@TimesNow', '@AmbJohnBolton']",[],"['TimesNow', 'AmbJohnBolton', 'Obvious', 'Revelations', 'OutBreak', 'Coronavirus', 'From', 'Wuhan', 'Lab', 'China🇨🇳Consequences', 'Catastrophe', 'Millions', 'of', 'Fatalities', 'Around', 'DGlobe', '🌍Y', 'D', 'World', 'Scientists', 'R', 'Unable', 'ToExplore', 'Antibodies', 'Antigens', 'ofViral', 'Pathogens', 'RNA', 'ofVirus', 'Whichis', 'Mutating', 'inDifferent', 'Variants', 'Causing', 'Heavy', 'Fatalities']",, Obvious Revelations OutBreak Coronavirus From Wuhan Lab China🇨🇳Consequences Catastrophe Millions of Fatalities Around DGlobe 🌍Y D World Scientists R Unable ToExplore Antibodies Antigens ofViral Pathogens RNA ofVirus Whichis Mutating inDifferent Variants Causing Heavy Fatalities,"['🇨🇳', '🌍']"
37,37,Coronavirus: Staying safe and informed on Twitter  https://t.co/mMOswBXU3w,en,[],[],['https://t.co/mMOswBXU3w'],"['Coronavirus', 'Staying', 'safe', 'and', 'informed', 'on', 'Twitter', 'https', 't.co/mMOswBXU3w']",,Coronavirus: Staying safe and informed on Twitter ,[]
