,Unnamed: 0,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken,clean_tweet,emojis
0,0,@anileshmahajan @tsrawatbjp @TIRATHSRAWAT @BJP4India It is showing complete mess in power hierarchy of BJP which is seemingly rattled by inappropriate handling of covid 2nd wave .,en,[],"['@anileshmahajan', '@tsrawatbjp', '@TIRATHSRAWAT', '@BJP4India']",[],"['anileshmahajan', 'tsrawatbjp', 'TIRATHSRAWAT', 'BJP4India', 'It', 'is', 'showing', 'complete', 'mess', 'in', 'power', 'hierarchy', 'of', 'BJP', 'which', 'is', 'seemingly', 'rattled', 'by', 'inappropriate', 'handling', 'of', 'covid', '2nd', 'wave']","['anileshmahajan', 'BJP', 'rattled', 'inappropriate', 'complete', 'tsrawatbjp', 'handling', 'wave', 'It', 'showing', 'seemingly', '2nd', 'BJP4India', 'TIRATHSRAWAT', 'covid', 'power', 'hierarchy', 'mess']",14 COVID admissions so far ,[]
1,1,Uggah: Sarawak still free of Covid-19 Delta variant    https://t.co/BtjONCXGgI,en,[],[],['https://t.co/BtjONCXGgI'],"['Uggah', 'Sarawak', 'still', 'free', 'of', 'Covid-19', 'Delta', 'variant', 'https', 't.co/BtjONCXGgI']","['https', 'Sarawak', 'Covid-19', 'still', 'free', 'variant', 'Delta', 't.co/BtjONCXGgI', 'Uggah']",Uggah: Sarawak still free of Covid19 Delta variant ,[]
2,2,@RomainSandro Following Covid 19 guidelines.,en,[],['@RomainSandro'],[],"['RomainSandro', 'Following', 'Covid', '19', 'guidelines']","['Following', 'Covid', '19', 'RomainSandro', 'guidelines']", Following Covid 19 guidelines,[]
3,3,"My parents, senior citizens and vaccinated are on the way to Port Blair from Delhi Airport to meet my brother who is in critical cond in GB Pant Hospital, Port Blair, are being denied to take the flight due to absence of Covid report. Please help @PMOIndia @AiFlywith @airindiain",en,[],"['@PMOIndia', '@AiFlywith', '@airindiain']",[],"['My', 'parents', 'senior', 'citizens', 'and', 'vaccinated', 'are', 'on', 'the', 'way', 'to', 'Port', 'Blair', 'from', 'Delhi', 'Airport', 'to', 'meet', 'my', 'brother', 'who', 'is', 'in', 'critical', 'cond', 'in', 'GB', 'Pant', 'Hospital', 'Port', 'Blair', 'are', 'being', 'denied', 'to', 'take', 'the', 'flight', 'due', 'to', 'absence', 'of', 'Covid', 'report', 'Please', 'help', 'PMOIndia', 'AiFlywith', 'airindiain']","['PMOIndia', 'Blair', 'brother', 'parents', 'way', 'flight', 'Airport', 'senior', 'denied', 'Please', 'take', 'help', 'report', 'Hospital', 'Port', 'Pant', 'citizens', 'GB', 'Delhi', 'critical', 'Covid', 'meet', 'absence', 'vaccinated', 'due', 'My', 'cond', 'airindiain', 'AiFlywith']",My parents senior citizens and vaccinated are on the way to Port Blair from Delhi Airport to meet my brother who is in critical cond in GB Pant Hospital Port Blair are being denied to take the flight due to absence of Covid report Please help ,[]
4,4,"Fast-spreading Delta Variant, Vaccination Rates, Reintroduction of Indoor Masks: COVID-19 Global Weekly Highlights  https://t.co/Aia0dGOybP via @medscape",en,[],['@medscape'],['https://t.co/Aia0dGOybP'],"['Fast-spreading', 'Delta', 'Variant', 'Vaccination', 'Rates', 'Reintroduction', 'of', 'Indoor', 'Masks', 'COVID-19', 'Global', 'Weekly', 'Highlights', 'https', 't.co/Aia0dGOybP', 'via', 'medscape']","['https', 'Variant', 'Weekly', 'Vaccination', 'Fast-spreading', 'via', 'Global', 'Delta', 'Masks', 'Indoor', 'Rates', 'Highlights', 'medscape', 'COVID-19', 'Reintroduction', 't.co/Aia0dGOybP']",Fastspreading Delta Variant Vaccination Rates Reintroduction of Indoor Masks: COVID19 Global Weekly Highlights  via ,[]
5,5,"COVID Vaccines: Mixing different vaccines for first and second dose have better results than both doses of the same vaccine, study finds.  https://t.co/P0emPoWTxP",en,[],[],['https://t.co/P0emPoWTxP'],"['COVID', 'Vaccines', 'Mixing', 'different', 'vaccines', 'for', 'first', 'and', 'second', 'dose', 'have', 'better', 'results', 'than', 'both', 'doses', 'of', 'the', 'same', 'vaccine', 'study', 'finds', 'https', 't.co/P0emPoWTxP']","['https', 'second', 'doses', 'vaccines', 'study', 't.co/P0emPoWTxP', 'dose', 'results', 'first', 'finds', 'different', 'COVID', 'Mixing', 'better', 'vaccine', 'Vaccines']",COVID Vaccines: Mixing different vaccines for first and second dose have better results than both doses of the same vaccine study finds ,[]
6,6,"楊培安 我相信 歌詞  https://t.co/OOqNduyg9Z via @YouTube  World Buddies!  Believe in our respective ALLAH / God / Belief.  The GREATEST definitely would stop the Pandemic of COVID-19 and also its variants Delta,once Believe on HIM and do Goodnesses Always,both CREATIONS n NATURE.  https://t.co/BVZJgO2eZC",en,[],['@YouTube'],"['https://t.co/OOqNduyg9Z', 'https://t.co/BVZJgO2eZC']","['楊培安', '我相信', '歌詞', 'https', 't.co/OOqNduyg9Z', 'via', 'YouTube', 'World', 'Buddies', 'Believe', 'in', 'our', 'respective', 'ALLAH', 'God', 'Belief', 'The', 'GREATEST', 'definitely', 'would', 'stop', 'the', 'Pandemic', 'of', 'COVID-19', 'and', 'also', 'its', 'variants', 'Delta', 'once', 'Believe', 'on', 'HIM', 'and', 'do', 'Goodnesses', 'Always', 'both', 'CREATIONS', 'n', 'NATURE', 'https', 't.co/BVZJgO2eZC']","['Always', 'CREATIONS', 'ALLAH', 'YouTube', 'n', 'Buddies', 'HIM', 'Belief', 'via', 'stop', 't.co/BVZJgO2eZC', 'Goodnesses', 'NATURE', 'GREATEST', '歌詞', 'variants', 'would', '我相信', 'COVID-19', 'also', 'respective', 'Pandemic', 'https', '楊培安', 'World', 't.co/OOqNduyg9Z', 'The', 'definitely', 'Delta', 'Believe', 'God']",楊培安 我相信 歌詞  via World Buddies Believe in our respective ALLAH / God / Belief The GREATEST definitely would stop the Pandemic of COVID19 and also its variants Deltaonce Believe on HIM and do Goodnesses Alwaysboth CREATIONS n NATURE ,[]
7,7,14 COVID admissions so far 💔,en,[],[],[],"['14', 'COVID', 'admissions', 'so', 'far', '💔']","['admissions', '14', 'far', '💔', 'COVID']",14 COVID admissions so far ,['💔']
8,8,#VACCINATIONRACE  STATE/UT-WISE - VACCINATION RACE  One in every four Indians is vaccinated with at least one dose of COVID-19 vaccine as on 04 July 2021.  CC: @MoHFW_INDIA @narendramodi @ICMRDELHI @PMOIndia @WHO @adarpoonawalla @DrKrishnaElla @SuchitraElla  https://t.co/H6N87O84le,en,['#VACCINATIONRACE'],"['@MoHFW_INDIA', '@narendramodi', '@ICMRDELHI', '@PMOIndia', '@WHO', '@adarpoonawalla', '@DrKrishnaElla', '@SuchitraElla']",['https://t.co/H6N87O84le'],"['VACCINATIONRACE', 'STATE/UT-WISE', 'VACCINATION', 'RACE', 'One', 'in', 'every', 'four', 'Indians', 'is', 'vaccinated', 'with', 'at', 'least', 'one', 'dose', 'of', 'COVID-19', 'vaccine', 'as', 'on', '04', 'July', '2021', 'CC', 'MoHFW_INDIA', 'narendramodi', 'ICMRDELHI', 'PMOIndia', 'WHO', 'adarpoonawalla', 'DrKrishnaElla', 'SuchitraElla', 'https', 't.co/H6N87O84le']","['PMOIndia', 'VACCINATION', '04', 'CC', 'four', 'ICMRDELHI', 'DrKrishnaElla', 'WHO', 'one', 'Indians', 'least', 'adarpoonawalla', '2021', 'STATE/UT-WISE', 't.co/H6N87O84le', 'dose', 'July', 'VACCINATIONRACE', 'COVID-19', 'RACE', 'vaccinated', 'https', 'MoHFW_INDIA', 'every', 'SuchitraElla', 'narendramodi', 'One', 'vaccine']", STATE/UTWISE  VACCINATION RACE One in every four Indians is vaccinated with at least one dose of COVID19 vaccine as on 04 July 2021 CC: ,[]
9,9,Fears over the ‘Lambda’ Covid variant that’s hit UK as ‘unusual’ mutations can ‘dodge vaccines’  https://t.co/yTOFK4JNh5,en,[],[],['https://t.co/yTOFK4JNh5'],"['Fears', 'over', 'the', '‘', 'Lambda', '’', 'Covid', 'variant', 'that', '’', 's', 'hit', 'UK', 'as', '‘', 'unusual', '’', 'mutations', 'can', '‘', 'dodge', 'vaccines', '’', 'https', 't.co/yTOFK4JNh5']","['dodge', 'https', 'vaccines', 'hit', '‘', 'Fears', 'variant', 't.co/yTOFK4JNh5', '’', 'Lambda', 'Covid', 'mutations', 'unusual', 'UK']",Fears over the ‘Lambda’ Covid variant that’s hit UK as ‘unusual’ mutations can ‘dodge vaccines’ ,[]
10,10,@KishoriPednekar I hope more than 20 people are not attending marriage ....  As per Covid guidelines ...  #DeltaVariant,en,['#DeltaVariant'],['@KishoriPednekar'],[],"['KishoriPednekar', 'I', 'hope', 'more', 'than', '20', 'people', 'are', 'not', 'attending', 'marriage', 'As', 'per', 'Covid', 'guidelines', 'DeltaVariant']","['I', '20', 'marriage', 'DeltaVariant', 'KishoriPednekar', 'Covid', 'per', 'hope', 'people', 'As', 'attending', 'guidelines']", I hope more than 20 people are not attending marriage  As per Covid guidelines  ,[]
11,11,@daniawaheed3 Never heard of black vomit. Rest are symptoms of covid. Can be food poisoning as well. Get urself tested immediately,en,[],['@daniawaheed3'],[],"['daniawaheed3', 'Never', 'heard', 'of', 'black', 'vomit', 'Rest', 'are', 'symptoms', 'of', 'covid', 'Can', 'be', 'food', 'poisoning', 'as', 'well', 'Get', 'urself', 'tested', 'immediately']","['Rest', 'vomit', 'black', 'poisoning', 'food', 'daniawaheed3', 'tested', 'Can', 'urself', 'heard', 'immediately', 'well', 'Get', 'covid', 'symptoms', 'Never']", Never heard of black vomit Rest are symptoms of covid Can be food poisoning as well Get urself tested immediately,[]
12,12,COVID-19: Indonesia ramps up oxygen output after dozens die amid scarcity   https://t.co/7SzOVD9Ox0,en,[],[],['https://t.co/7SzOVD9Ox0'],"['COVID-19', 'Indonesia', 'ramps', 'up', 'oxygen', 'output', 'after', 'dozens', 'die', 'amid', 'scarcity', 'https', 't.co/7SzOVD9Ox0']","['https', 't.co/7SzOVD9Ox0', 'scarcity', 'oxygen', 'ramps', 'Indonesia', 'output', 'dozens', 'die', 'COVID-19', 'amid']",COVID19: Indonesia ramps up oxygen output after dozens die amid scarcity ,[]
13,13,"@carboxymoron @adi408b So many positives !!! Great quarterly results amid covid and fantastic expansion plans with ammonia plant at Tajola and I strongly believe once is out from the ASM IV, this will fly high to reach 800+ - please go through the link    https://t.co/OblAJgkadc",en,[],"['@carboxymoron', '@adi408b']",['https://t.co/OblAJgkadc'],"['carboxymoron', 'adi408b', 'So', 'many', 'positives', 'Great', 'quarterly', 'results', 'amid', 'covid', 'and', 'fantastic', 'expansion', 'plans', 'with', 'ammonia', 'plant', 'at', 'Tajola', 'and', 'I', 'strongly', 'believe', 'once', 'is', 'out', 'from', 'the', 'ASM', 'IV', 'this', 'will', 'fly', 'high', 'to', 'reach', '800', 'please', 'go', 'through', 'the', 'link', 'https', 't.co/OblAJgkadc']","['adi408b', 'results', 'Great', 'ASM', 'carboxymoron', 'go', 'covid', 'Tajola', 'please', 'expansion', 'strongly', 'many', 't.co/OblAJgkadc', 'I', 'plans', 'reach', 'plant', 'So', 'fantastic', 'believe', 'IV', 'high', 'amid', 'https', 'link', 'ammonia', 'quarterly', 'fly', 'positives', '800']", So many positives  Great quarterly results amid covid and fantastic expansion plans with ammonia plant at Tajola and I strongly believe once is out from the ASM IV this will fly high to reach 800+  please go through the link ,[]
14,14,Covid 19 era gone? If gone dm me or else tweet .....,en,[],[],[],"['Covid', '19', 'era', 'gone', 'If', 'gone', 'dm', 'me', 'or', 'else', 'tweet']","['era', 'else', 'gone', 'Covid', '19', 'If', 'tweet', 'dm']",Covid 19 era gone If gone dm me or else tweet ,[]
15,15,"Israel, Pfizer Discuss Expiring Covid Vaccines Swap: Haaretz  https://t.co/KV0epx3Hr4",en,[],[],['https://t.co/KV0epx3Hr4'],"['Israel', 'Pfizer', 'Discuss', 'Expiring', 'Covid', 'Vaccines', 'Swap', 'Haaretz', 'https', 't.co/KV0epx3Hr4']","['Discuss', 'https', 'Pfizer', 'Expiring', 't.co/KV0epx3Hr4', 'Israel', 'Covid', 'Swap', 'Haaretz', 'Vaccines']",Israel Pfizer Discuss Expiring Covid Vaccines Swap: Haaretz ,[]
16,16,Map reveals US covid hotspots with high delta numbers and low vaccinations  https://t.co/LabVr9Gg32 @drharshvardhan,en,[],['@drharshvardhan'],['https://t.co/LabVr9Gg32'],"['Map', 'reveals', 'US', 'covid', 'hotspots', 'with', 'high', 'delta', 'numbers', 'and', 'low', 'vaccinations', 'https', 't.co/LabVr9Gg32', 'drharshvardhan']","['delta', 'https', 't.co/LabVr9Gg32', 'US', 'numbers', 'low', 'hotspots', 'drharshvardhan', 'Map', 'covid', 'high', 'reveals', 'vaccinations']",Map reveals US covid hotspots with high delta numbers and low vaccinations  ,[]
17,17,Morocco’s Sothema to produce China’s Sinopharm Covid-19 vaccine | World | Malay Mail  https://t.co/NBQc66y88c @drharshvardhan,en,[],['@drharshvardhan'],['https://t.co/NBQc66y88c'],"['Morocco', '’', 's', 'Sothema', 'to', 'produce', 'China', '’', 's', 'Sinopharm', 'Covid-19', 'vaccine', 'World', 'Malay', 'Mail', 'https', 't.co/NBQc66y88c', 'drharshvardhan']","['https', 'Covid-19', 'World', 'Sothema', 'produce', 'Morocco', '’', 'drharshvardhan', 'Sinopharm', 'Malay', 'Mail', 'China', 't.co/NBQc66y88c', 'vaccine']",Morocco’s Sothema to produce China’s Sinopharm Covid19 vaccine | World | Malay Mail  ,[]
18,18,Preparations Undertaken at War-Footing to Fight COVID  via NaMo App  https://t.co/a8wLlrpiS9,en,[],[],['https://t.co/a8wLlrpiS9'],"['Preparations', 'Undertaken', 'at', 'War-Footing', 'to', 'Fight', 'COVID', 'via', 'NaMo', 'App', 'https', 't.co/a8wLlrpiS9']","['https', 'App', 'via', 'Undertaken', 'Fight', 'War-Footing', 'NaMo', 'Preparations', 't.co/a8wLlrpiS9', 'COVID']",Preparations Undertaken at WarFooting to Fight COVID via NaMo App ,[]
19,19,Rise in Testing Infrastructure to Battle COVID-19  via NaMo App  https://t.co/pIRE6vQvjq,en,[],[],['https://t.co/pIRE6vQvjq'],"['Rise', 'in', 'Testing', 'Infrastructure', 'to', 'Battle', 'COVID-19', 'via', 'NaMo', 'App', 'https', 't.co/pIRE6vQvjq']","['https', 'Battle', 'Rise', 'Infrastructure', 'App', 'via', 'NaMo', 'Testing', 't.co/pIRE6vQvjq', 'COVID-19']",Rise in Testing Infrastructure to Battle COVID19 via NaMo App ,[]
20,20,Strengthening Healthcare Infra during COVID-19  via NaMo App  https://t.co/45BqZJK3KR,en,[],[],['https://t.co/45BqZJK3KR'],"['Strengthening', 'Healthcare', 'Infra', 'during', 'COVID-19', 'via', 'NaMo', 'App', 'https', 't.co/45BqZJK3KR']","['Infra', 'https', 'Strengthening', 'App', 'Healthcare', 'via', 'NaMo', 't.co/45BqZJK3KR', 'COVID-19']",Strengthening Healthcare Infra during COVID19 via NaMo App ,[]
21,21,Indian Railways Speed Up Fight Against COVID-19   via NaMo App  https://t.co/oBBRVfOidZ,en,[],[],['https://t.co/oBBRVfOidZ'],"['Indian', 'Railways', 'Speed', 'Up', 'Fight', 'Against', 'COVID-19', 'via', 'NaMo', 'App', 'https', 't.co/oBBRVfOidZ']","['https', 'Indian', 'Against', 'App', 'via', 'NaMo', 'Fight', 'Railways', 't.co/oBBRVfOidZ', 'Speed', 'Up', 'COVID-19']",Indian Railways Speed Up Fight Against COVID19 via NaMo App ,[]
22,22,PM-CARES Fund Helps Nation in Fight against COVID-19  via NaMo App  https://t.co/kEjLXirMFK,en,[],[],['https://t.co/kEjLXirMFK'],"['PM-CARES', 'Fund', 'Helps', 'Nation', 'in', 'Fight', 'against', 'COVID-19', 'via', 'NaMo', 'App', 'https', 't.co/kEjLXirMFK']","['https', 'App', 'via', 'NaMo', 'Fight', 'PM-CARES', 'Fund', 'Helps', 't.co/kEjLXirMFK', 'COVID-19', 'Nation']",PMCARES Fund Helps Nation in Fight against COVID19 via NaMo App ,[]
23,23,"Right approach by UK . Life must go on . No pain no gain . In Malaysia , we must allow inter state and open our social &amp; economy now .  BBC News - Covid: Most rules set to end in England, says PM  https://t.co/0vGCZcbeSf",en,[],[],['https://t.co/0vGCZcbeSf'],"['Right', 'approach', 'by', 'UK', 'Life', 'must', 'go', 'on', 'No', 'pain', 'no', 'gain', 'In', 'Malaysia', 'we', 'must', 'allow', 'inter', 'state', 'and', 'open', 'our', 'social', 'amp', 'economy', 'now', 'BBC', 'News', 'Covid', 'Most', 'rules', 'set', 'to', 'end', 'in', 'England', 'says', 'PM', 'https', 't.co/0vGCZcbeSf']","['News', 'England', 'set', 'open', 'go', 'gain', 'Life', 'social', 'PM', 't.co/0vGCZcbeSf', 'approach', 'No', 'BBC', 'must', 'inter', 'state', 'amp', 'In', 'rules', 'Covid', 'end', 'Right', 'Most', 'allow', 'pain', 'https', 'Malaysia', 'says', 'economy', 'UK']",Right approach by UK  Life must go on  No pain no gain  In Malaysia  we must allow inter state and open our social amp economy now  BBC News  Covid: Most rules set to end in England says PM ,[]
24,24,"More than 60 people died in a hospital in Indonesia this weekend after oxygen supplies nearly ran out, as the country battles a severe wave of Covid-19 that authorities say is driven by the more infectious Delta variant.  https://t.co/m5ow5EImFy",en,[],[],['https://t.co/m5ow5EImFy'],"['More', 'than', '60', 'people', 'died', 'in', 'a', 'hospital', 'in', 'Indonesia', 'this', 'weekend', 'after', 'oxygen', 'supplies', 'nearly', 'ran', 'out', 'as', 'the', 'country', 'battles', 'a', 'severe', 'wave', 'of', 'Covid-19', 'that', 'authorities', 'say', 'is', 'driven', 'by', 'the', 'more', 'infectious', 'Delta', 'variant', 'https', 't.co/m5ow5EImFy']","['Covid-19', 'Indonesia', 'driven', 't.co/m5ow5EImFy', 'severe', 'authorities', 'oxygen', 'nearly', '60', 'people', 'More', 'ran', 'died', 'country', 'hospital', 'say', 'infectious', 'https', 'variant', 'battles', 'wave', 'Delta', 'weekend', 'supplies']",More than 60 people died in a hospital in Indonesia this weekend after oxygen supplies nearly ran out as the country battles a severe wave of Covid19 that authorities say is driven by the more infectious Delta variant ,[]
25,25,816 tested positive for Covid-19 so far today. Results of PCR tests delayed &amp; are lesser due to strike action by certain trade unions of the health sector...  - Army Commander-  https://t.co/MApDlJp2UH,en,[],[],['https://t.co/MApDlJp2UH'],"['816', 'tested', 'positive', 'for', 'Covid-19', 'so', 'far', 'today', 'Results', 'of', 'PCR', 'tests', 'delayed', 'amp', 'are', 'lesser', 'due', 'to', 'strike', 'action', 'by', 'certain', 'trade', 'unions', 'of', 'the', 'health', 'sector', 'Army', 'Commander', 'https', 't.co/MApDlJp2UH']","['positive', 't.co/MApDlJp2UH', 'Covid-19', 'action', 'Commander', 'tested', 'unions', 'health', '816', 'delayed', 'tests', 'strike', 'PCR', 'trade', 'Results', 'today', 'certain', 'lesser', 'amp', 'sector', 'https', 'due', 'far', 'Army']",816 tested positive for Covid19 so far today Results of PCR tests delayed amp are lesser due to strike action by certain trade unions of the health sector  Army Commander ,[]
26,26,"32 Covid-19 related deaths for 04 July confirmed by Director General of Health Services, increasing total number of deaths in Sri Lanka to 3,268 - Gov't Info Dept #COVID19SL #COVID19 #coronavirus #fatalities  https://t.co/stfTNThxPY",en,"['#COVID19SL', '#COVID19', '#coronavirus', '#fatalities']",[],['https://t.co/stfTNThxPY'],"['32', 'Covid-19', 'related', 'deaths', 'for', '04', 'July', 'confirmed', 'by', 'Director', 'General', 'of', 'Health', 'Services', 'increasing', 'total', 'number', 'of', 'deaths', 'in', 'Sri', 'Lanka', 'to', '3,268', ""Gov't"", 'Info', 'Dept', 'COVID19SL', 'COVID19', 'coronavirus', 'fatalities', 'https', 't.co/stfTNThxPY']","['Covid-19', '04', 'total', 'Director', 'General', ""Gov't"", 'number', 'Lanka', 'COVID19', 'Services', 'coronavirus', 'Sri', 'deaths', 'July', 'confirmed', 'increasing', 'COVID19SL', 'https', 'Dept', 'related', '3,268', 'Health', 'Info', 'fatalities', '32', 't.co/stfTNThxPY']",32 Covid19 related deaths for 04 July confirmed by Director General of Health Services increasing total number of deaths in Sri Lanka to 3268  Govt Info Dept ,[]
27,27,"Russia's Orthodox Church admonishes people for refusing to get vaccinated against COVID-19, calling it ""a sin for which they will have to atone throughout their lives"" - Reuters",en,[],[],[],"['Russia', ""'s"", 'Orthodox', 'Church', 'admonishes', 'people', 'for', 'refusing', 'to', 'get', 'vaccinated', 'against', 'COVID-19', 'calling', 'it', 'a', 'sin', 'for', 'which', 'they', 'will', 'have', 'to', 'atone', 'throughout', 'their', 'lives', 'Reuters']","['calling', 'Orthodox', 'Church', 'Reuters', 'vaccinated', 'get', 'sin', 'refusing', ""'s"", 'lives', 'admonishes', 'throughout', 'people', 'COVID-19', 'Russia', 'atone']",Russias Orthodox Church admonishes people for refusing to get vaccinated against COVID19 calling it a sin for which they will have to atone throughout their lives  Reuters,[]
28,28,@mayankgandhi04 I think type 2 is deadlier than Covid-19 or any other disease for Asians in the existing time,en,[],['@mayankgandhi04'],[],"['mayankgandhi04', 'I', 'think', 'type', '2', 'is', 'deadlier', 'than', 'Covid-19', 'or', 'any', 'other', 'disease', 'for', 'Asians', 'in', 'the', 'existing', 'time']","['I', 'Covid-19', 'deadlier', 'disease', 'existing', 'think', 'type', 'time', 'Asians', 'mayankgandhi04', '2']", I think type 2 is deadlier than Covid19 or any other disease for Asians in the existing time,[]
29,29,🚩JUST IN:  A Brilliant Article on Post COVID Symptoms published today in the Annals of Internal Medicine highlights the need for out patient monitoring of all COVID patients!   https://t.co/kNuXwwp9CA  Thank you @EricTopol for bringing this to my notice!  Sharing the Abstract!  https://t.co/OaUpdJE7mU,en,[],['@EricTopol'],"['https://t.co/kNuXwwp9CA', 'https://t.co/OaUpdJE7mU']","['🚩JUST', 'IN', 'A', 'Brilliant', 'Article', 'on', 'Post', 'COVID', 'Symptoms', 'published', 'today', 'in', 'the', 'Annals', 'of', 'Internal', 'Medicine', 'highlights', 'the', 'need', 'for', 'out', 'patient', 'monitoring', 'of', 'all', 'COVID', 'patients', 'https', 't.co/kNuXwwp9CA', 'Thank', 'you', 'EricTopol', 'for', 'bringing', 'this', 'to', 'my', 'notice', 'Sharing', 'the', 'Abstract', 'https', 't.co/OaUpdJE7mU']","['Annals', 'Symptoms', 'need', 'Brilliant', 't.co/kNuXwwp9CA', 'COVID', 'A', 't.co/OaUpdJE7mU', 'Medicine', 'Sharing', 'Abstract', 'IN', 'today', 'published', 'patients', 'Internal', '🚩JUST', 'monitoring', 'highlights', 'https', 'Thank', 'EricTopol', 'bringing', 'Post', 'patient', 'notice', 'Article']",JUST IN: A Brilliant Article on Post COVID Symptoms published today in the Annals of Internal Medicine highlights the need for out patient monitoring of all COVID patients  Thank you for bringing this to my notice Sharing the Abstract ,['🚩']
30,30,"Startling findings by @aiims_newdelhi! Children grapple with anxiety and depression in COVID era. This is not how childhoods should be. Proud that @stc_india team is working hard to restore small joys of childhood. In these times, let's #ThinkOfTheChildren  https://t.co/oE0uwSfnPp",en,['#ThinkOfTheChildren'],"['@aiims_newdelhi!', '@stc_india']",['https://t.co/oE0uwSfnPp'],"['Startling', 'findings', 'by', 'aiims_newdelhi', 'Children', 'grapple', 'with', 'anxiety', 'and', 'depression', 'in', 'COVID', 'era', 'This', 'is', 'not', 'how', 'childhoods', 'should', 'be', 'Proud', 'that', 'stc_india', 'team', 'is', 'working', 'hard', 'to', 'restore', 'small', 'joys', 'of', 'childhood', 'In', 'these', 'times', 'let', ""'s"", 'ThinkOfTheChildren', 'https', 't.co/oE0uwSfnPp']","['childhood', 'anxiety', 'let', 'findings', 'Children', ""'s"", 'small', 'COVID', 'Proud', 'working', 'times', 'restore', 'hard', 'stc_india', 'team', 'joys', 'childhoods', 'era', 'In', 'Startling', 'This', 'https', 'aiims_newdelhi', 'ThinkOfTheChildren', 't.co/oE0uwSfnPp', 'depression', 'grapple']",Startling findings by Children grapple with anxiety and depression in COVID era This is not how childhoods should be Proud that team is working hard to restore small joys of childhood In these times lets ,[]
31,31,COVID 19 expose how broken the political and social systems in every country..,en,[],[],[],"['COVID', '19', 'expose', 'how', 'broken', 'the', 'political', 'and', 'social', 'systems', 'in', 'every', 'country']","['broken', 'every', 'country', '19', 'social', 'expose', 'political', 'COVID', 'systems']",COVID 19 expose how broken the political and social systems in every country,[]
32,32,@sureshpprabhu @JM_Scindia Sir I really doesn't understand why is the BJP not utilising the services of experts like suresh prabhu... In this hr of crisis people who r meteculous sincere n hardworking are required to lead from the front n take is all from the looming economic n health crisis due to covid.,en,[],"['@sureshpprabhu', '@JM_Scindia']",[],"['sureshpprabhu', 'JM_Scindia', 'Sir', 'I', 'really', 'does', ""n't"", 'understand', 'why', 'is', 'the', 'BJP', 'not', 'utilising', 'the', 'services', 'of', 'experts', 'like', 'suresh', 'prabhu', 'In', 'this', 'hr', 'of', 'crisis', 'people', 'who', 'r', 'meteculous', 'sincere', 'n', 'hardworking', 'are', 'required', 'to', 'lead', 'from', 'the', 'front', 'n', 'take', 'is', 'all', 'from', 'the', 'looming', 'economic', 'n', 'health', 'crisis', 'due', 'to', 'covid']","['suresh', 'sincere', 'experts', 'n', 'understand', 'lead', 'covid', 'health', 'services', 'Sir', 'take', 'crisis', 'like', 'r', 'people', 'JM_Scindia', 'I', 'sureshpprabhu', 'BJP', 'required', 'looming', 'utilising', 'hardworking', 'In', 'front', ""n't"", 'due', 'meteculous', 'economic', 'prabhu', 'hr', 'really']", Sir I really doesnt understand why is the BJP not utilising the services of experts like suresh prabhu In this hr of crisis people who r meteculous sincere n hardworking are required to lead from the front n take is all from the looming economic n health crisis due to covid,[]
33,33,"Listening to ""Are we surely heading for  Third  wave Of COVID? Whats needs to be done to Prevent Third wave"" by Dr. Pratim Sengupta.   https://t.co/tY05x6Qnar",en,[],[],['https://t.co/tY05x6Qnar'],"['Listening', 'to', 'Are', 'we', 'surely', 'heading', 'for', 'Third', 'wave', 'Of', 'COVID', 'Whats', 'needs', 'to', 'be', 'done', 'to', 'Prevent', 'Third', 'wave', 'by', 'Dr', 'Pratim', 'Sengupta', 'https', 't.co/tY05x6Qnar']","['surely', 'Listening', 'Sengupta', 'done', 'https', 'heading', 'Are', 'Dr', 'needs', 'wave', 'Whats', 'COVID', 't.co/tY05x6Qnar', 'Of', 'Pratim', 'Prevent', 'Third']",Listening to Are we surely heading for Third wave Of COVID Whats needs to be done to Prevent Third wave by Dr Pratim Sengupta ,[]
34,34,"While the people of Thailand are hugely suffering from Covid-19, a group of persons they kneed and crawled disappeared. Why do they still exist? #WhatsHappeningInThailand",en,['#WhatsHappeningInThailand'],[],[],"['While', 'the', 'people', 'of', 'Thailand', 'are', 'hugely', 'suffering', 'from', 'Covid-19', 'a', 'group', 'of', 'persons', 'they', 'kneed', 'and', 'crawled', 'disappeared', 'Why', 'do', 'they', 'still', 'exist', 'WhatsHappeningInThailand']","['Thailand', 'disappeared', 'hugely', 'Covid-19', 'still', 'suffering', 'kneed', 'WhatsHappeningInThailand', 'group', 'persons', 'exist', 'While', 'crawled', 'people', 'Why']",While the people of Thailand are hugely suffering from Covid19 a group of persons they kneed and crawled disappeared Why do they still exist ,[]
35,35,@ImmigrationMV Are work visa being reissued for those whose work visa expired and couldn't renew due to covid 19?,en,[],['@ImmigrationMV'],[],"['ImmigrationMV', 'Are', 'work', 'visa', 'being', 'reissued', 'for', 'those', 'whose', 'work', 'visa', 'expired', 'and', 'could', ""n't"", 'renew', 'due', 'to', 'covid', '19']","[""n't"", 'visa', 'due', 'Are', 'reissued', '19', 'ImmigrationMV', 'renew', 'work', 'covid', 'could', 'whose', 'expired']", Are work visa being reissued for those whose work visa expired and couldnt renew due to covid 19,[]
