,words,scores
1377,rha,4
1378,drama,4
1379,remedy,4
1380,bhiwandi,4
1381,value,4
1382,needful,4
1383,practical,4
1384,grand,4
1385,closing,4
1386,nashik,4
1387,scan,4
1388,tonight,4
1389,tmc,4
1390,adityanath,4
1391,promote,4
1392,agra,4
1393,combat,4
1394,importance,4
1395,regularly,4
1396,improve,4
1397,policy,4
1398,perform,4
1399,helper,4
1400,homeplumberspolicemenampetc,4
1401,scrub,4
1402,maybe,4
1403,contribute,4
1404,saket,4
1405,urban,4
1406,jampk,4
1407,foundation,4
1408,karen,4
1409,trade,4
1410,remdesevir,4
1411,directly,4
1412,cipla,4
1413,pull,4
1414,thane,4
1415,exercise,4
1416,jayant,4
1417,kulkarni,4
1418,recommend,4
1419,hetero,4
1420,antiviral,4
1421,chakraborty,4
1422,amplify,4
1423,grim,4
1424,admission,4
1425,babu,4
1426,restrict,4
1427,islamic,4
1428,apollo,4
1429,kenot,4
1430,player,4
1431,baseless,4
1432,panic,4
1433,image,4
1434,tag,4
1435,era,4
1436,steam,4
1437,appointment,4
1438,regime,4
1439,exit,4
1440,clarify,4
1441,environment,4
1442,dnt,4
1443,tanker,4
1444,clinic,4
1445,adar,4
1446,sii,4
1447,astrazeneca,4
1448,uttar,4
1449,approval,4
1450,learnt,4
1451,permission,4
1452,byrajendran,4
1453,heard,4
1454,bat,4
1455,refill,4
1456,shall,4
1457,petition,4
1458,well,3
1459,tho,3
1460,campus,3
1461,compass,3
1462,robert,3
1463,reffkin,3
1464,realestate,3
1465,caught,3
1466,theyll,3
1467,allocate,3
1468,breathing,3
1469,bkc,3
1470,kid,3
1471,buddy,3
1472,administrative,3
1473,sore,3
1474,throat,3
1475,tour,3
1476,decline,3
1477,tamil,3
1478,nadu,3
1479,council,3
1480,opposition,3
1481,humbly,3
1482,wise,3
1483,advisory,3
1484,disturb,3
1485,collection,3
1486,toilet,3
1487,training,3
1488,involve,3
1489,bounce,3
1490,mubarraz,3
1491,inability,3
1492,practise,3
1493,signal,3
1494,duration,3
1495,light,3
1496,net,3
1497,pmc,3
1498,pcmc,3
1499,nagpur,3
1500,suggest,3
1501,nasal,3
1502,wide,3
1503,white,3
1504,asia,3
1505,bcz,3
1506,godi,3
1507,torture,3
1508,arrive,3
1509,crush,3
1510,excellent,3
1511,idk,3
1512,generation,3
1513,ahmedabad,3
1514,territory,3
1515,possibility,3
1516,funeral,3
1517,being,3
1518,truth,3
1519,acceptable,3
1520,complaint,3
1521,scenario,3
1522,spite,3
1523,destroy,3
1524,roam,3
1525,exceptional,3
1526,russia,3
1527,stats,3
1528,prefer,3
1529,moderate,3
1530,automatically,3
1531,ray,3
1532,organize,3
1533,operating,3
1534,prevail,3
1535,voting,3
1536,series,3
1537,inoculation,3
1538,depression,3
1539,hasnt,3
1540,sent,3
1541,vijay,3
1542,uddhav,3
1543,nutrition,3
1544,funding,3
1545,swim,3
1546,pool,3
1547,guard,3
1548,division,3
1549,opd,3
1550,specifically,3
1551,sanitize,3
1552,prominent,3
1553,average,3
1554,hear,3
1555,ease,3
1556,thankyou,3
1557,bought,3
1558,revenue,3
1559,moment,3
1560,assistance,3
1561,malaysian,3
1562,commute,3
1563,religion,3
1564,analysis,3
1565,ecommerce,3
1566,welcome,3
1567,goi,3
1568,hcw,3
1569,stupid,3
1570,selfish,3
1571,gain,3
1572,bjps,3
1573,dad,3
1574,cashless,3
1575,horrible,3
1576,antibody,3
1577,cr,3
1578,bangalore,3
1579,newspaper,3
1580,holiday,3
1581,venue,3
1582,stuff,3
