,created_at,username,tweet,language,replies_count,retweets_count,likes_count
206,2021-08-15 20:43:30 India Standard Time,nileshdchavan,"First Corona Virus 🦠 from China and now Taliban terrorism in Afghanistan, WHO and UN have been mere puppets and have lost the credibility.",en,0,0,0
207,2021-08-15 20:24:32 India Standard Time,menakaw9,Media Release – 2021.08.15 Covid death figures reported today 2021.08.15 #DGI #Government #Information #Department #News #infodprtsl  #Srilanka #Covid19 #Coronavirus #StaySafe #SocialDistancing #Virus #Pandemic  https://t.co/kf3iNgII0g,en,0,1,1
210,2021-08-15 18:21:33 India Standard Time,srilankatweet,So far today 2576 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,en,2,13,73
211,2021-08-15 16:18:35 India Standard Time,abhishekherekar,"Strangers on a (Dublin) train: Kit Harington, that hilarious GoT reference, the Before Sunrise vibes, coronavirus, lockdown jokes and a bit of lotr at the end…..what an episode!  https://t.co/5CxwYmeaQf",en,0,0,5
212,2021-08-15 14:28:27 India Standard Time,bimal_oss,"In this independence day, let's pledge to follow all the Covid appropriate behaviours to protect the nation from novel #coronavirus and to win the battle against #Covid_19.  #HappyIndependenceDay2021  #AzadiKaAmritMahotsav  https://t.co/2mNh1EF0G4",en,0,0,2
213,2021-08-15 14:06:01 India Standard Time,marieshella4,Ahahaha contagious smile more potent than corona virus or even their variant lol 😂😂😂  stay safe lil bear,en,0,0,0
216,2021-08-15 12:40:28 India Standard Time,mangeram0154,"Brahmins sitting in to Sanatandharma Brahminism temples are  most poisonous and cancerious viruses, continue to be carriers of caste, communal hatred against SC ST OBC Minorities even after freedom, cause more harm than mosquitoes of malaria and dengue and coronavirus to Indians.",en,0,0,0
221,2021-08-15 10:08:43 India Standard Time,chellam73628887,Coronavirus marriages home marriage small group marriages and low budget cost marriage  https://t.co/qol8tkWFA4,en,0,0,0
222,2021-08-19 23:39:22 India Standard Time,chitrakshh,"Nearly 40 million beneficiaries did not receive their second dose of a coronavirus vaccine within stipulated time, news agency PTI has reported citing the Union government’s response to a Right to Information.  https://t.co/EKVW3rmAzh",en,0,0,0
223,2021-08-19 22:14:51 India Standard Time,drpraveenkp,"#Onam 2021 Of #SSBC_FAMILY🌼🌼🌼   That was an #Awesome_Day👍 For Team #SSBC..   This year, celebrations for the #Keralite festival 🌼🌼were muted because of coronavirus, here's a sneak peek into #onam_celebrations🌻🌻 of #SSBC family.    we wish you all a Very #Happy_Onam🌼🌼🌼  https://t.co/Q6tkYeF5p6",en,0,0,2
224,2021-08-19 20:19:31 India Standard Time,____puneet,@jaydarcy7 @RajeshP50380158 @AAnalytic_Con @MajorPoonia It's Corona Virus Not Coromavirus.  Seems Failed in English🤣🤣,en,4,0,1
225,2021-08-19 20:07:34 India Standard Time,jintu_bora,"Vaccines are fake. Don't worry, His Documents are also Fake. #fakevaccine #covid19 #coronavirus #india #fakecovishield #WHO #Seraminstitute @WHO @MoHFW_INDIA",en,0,0,0
226,2021-08-19 20:00:00 India Standard Time,lionsslgcity,"Never realised that behind the wicked roles you did in movies lied a kind man ready to help people day and night. If Coronavirus was a person,his heart would have melt down by your efforts. ￼God bless you Sir for working day and night. #sonusoodfoundation #SonuSood  #realhero  https://t.co/w3xu9xaGod",en,2,3,24
227,2021-08-19 19:26:56 India Standard Time,trikutanews,"19 August 2021 : Bulletin on Novel Corona Virus ( #COVID19 ) #Jammu and #Kashmir reports 110 new positive cases, 318283 recovered so far  https://t.co/6hfa5ziQM2",en,0,1,1
228,2021-08-19 18:33:04 India Standard Time,stigmabasea,"INNR — There's no failing as an entrepreneur; only learning' – 35 quotes from Indian startup journeys: See also our special compilation of quotes related to India's coronavirus responses here. ... Once you do that, only then will you know if it works or…  https://t.co/IMj9nQwADQ",en,0,1,0
229,2021-08-19 10:28:46 India Standard Time,deepikacoach1,Ever wondered what might be the reason your putting on Weight? #healthcare #health #covid #medicine #medical #doctor #nurse #hospital #healthylifestyle #coronavirus #doctors #wellness #healthy #healthyliving #love #nurses #surgery #pharmacy #fitness #nursing #skincare  https://t.co/0tmL1TgsJk,en,0,0,1
230,2021-08-19 10:23:33 India Standard Time,singhironman,@htTweets Please ask @SerumInstIndia @adarpoonawalla to donate vaccine through our team to vaccinate waiters &amp; slum people in Mumbai who have not even received first dose. Vaccination 4 all is only the way to stop third wave of #coronavirus. @rha_india @narendramodi @OfficeofUT @PMOIndia,en,0,0,0
231,2021-08-19 00:25:58 India Standard Time,hb_gfx1,"@DhoIslamabad @ZaeemZia actively collaborating the initiative, appreciated volunteers &amp; said that the cooperation of the citizens was the need of the hour 4 defeating the #pandemic.""Mass gatherings are main source of #Coronavirus spread but we can reduce this by following SOPs.""  https://t.co/psFcZM4svJ",en,0,0,17
232,2021-08-18 23:55:08 India Standard Time,sujay_agnihotri,Meanwhile 62% of India’s daily reported #covid cases are coming from Kerala Model. #keralamodel #keralamodelfailed #keralacovidblunder #COVID19 #keralacovidblunder #libertarian #Secular_Terror #DeltaVariant #ArrestSwaraBhaskar #COVID19nsw #coronavirus #covid_19 #corona #stayhome,en,0,2,3
233,2021-08-18 21:40:45 India Standard Time,rohshan_din,"volunteers and said that the cooperation of the citizens was the need of the hour for defeating the pandemic. ""Mass gatherings are main source of Coronavirus spread but we can reduce this by following SOPs. I hope this drive will contain the risk of outbreak."" the DHO said.  5/6",en,1,3,10
234,2021-08-18 21:40:42 India Standard Time,rohshan_din,"coronavirus during 9th Muharram procession on Wednesday. The volunteers distributed  face masks and provided hand sanitisers to the mourners at entry points of the procession. The volunteers also educated the volunteers about social distancing, frequent hand washing and 2/6",en,1,1,4
235,2021-08-18 21:13:26 India Standard Time,thatstanishk,"#BREAKING: according to cdc data, the efficacy of coronavirus vaccinations is falling overall, although they continue to protect against hospitalisation.x",en,0,0,0
236,2021-08-18 16:44:40 India Standard Time,thereadershelf,Kaun Banega Crorepati and The Kapil Sharma Show are two of the biggest and popular shows in the TV industry.  #Bollywood #AmitabhBachchan #KapilSharma #KBC #KapilSharmaShow #Audiences #Corona #coronavirus #Entertainment  https://t.co/3pUbJN7VNf,en,0,1,2
237,2021-08-18 16:24:39 India Standard Time,mangeram0154,"Both are just like mosquitoes of malaria and dengue and coronavirus pandemic, to keep people divided and harass and kill innocent people to ruin social peace and harmony and global brotherhood in the world. The cosmos is creator God of universe and all human beings are equal.",en,0,1,2
238,2021-08-18 10:20:17 India Standard Time,deardeshir,"@sardesairajdeep @IndiaToday Nothing unexpected. Considering the severity of the Coronavirus pandemic (not yet over) and the obvious impact on the economy/employment, one would say #NarendraModi and the BJP is holding out extremely well !",en,0,0,0
239,2021-08-18 09:48:55 India Standard Time,jasghar,"More than 5,000 students and hundreds of employees in a single Florida school district have tested positive for Covid-19 or may have been exposed to the coronavirus, school officials said Monday.   https://t.co/zGCtBBsYRv via @nbcnews",en,0,1,2
240,2021-08-18 04:54:43 India Standard Time,vietnewsgateway,Inquiry underway into transport of 41 #coronavirus patient bodies from #Saigon to Ben Tre  https://t.co/ILLPGNrYbJ,en,0,1,6
241,2021-08-17 20:38:26 India Standard Time,menakaw9,Media Release – 2021.08.17 Covid death figures reported today 2021.08.17 #DGI #Government #Information #Department #News #infodprtsl  #Srilanka #Covid19 #Coronavirus #StaySafe #SocialDistancing #Virus #Pandemic  https://t.co/v0OLQa69sr,en,0,1,1
242,2021-08-17 20:36:47 India Standard Time,varnasuthan1104,"171 COVID-19 related deaths have been reported, the highest number of deaths recorded in a single day. Sri Lanka's coronavirus death toll increases to 6,434.   #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate",en,0,1,1
243,2021-08-17 20:16:54 India Standard Time,varnasuthan1104,"3,555 COVID-19 cases reported so far today (17).   #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate",en,0,1,1
244,2021-08-17 19:05:01 India Standard Time,drdkgupta,"Akhilesh Anand,Senior Anchor &amp; Journalist at ABP News, took his jab against the coronavirus. He thanked all the doctors and frontline warriors of Felix Hospital and appreciated the well organised procedure. @ABPNews @akhileshanandd @IMinakshiJoshi @WellnessFelix #COVID19",en,1,1,23
245,2021-08-17 18:23:17 India Standard Time,srilankatweet,So far today 2663 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,en,0,7,64
246,2021-08-17 18:20:29 India Standard Time,varnasuthan1104,"2,663 COVID-19 cases reported so far today (17)   #lka #SriLanka #News1st #COVID19 #COVID19SL #COVID19LK #Coronavirus",en,0,2,1
247,2021-08-17 17:25:40 India Standard Time,rajuvazirani,@nitin_gadkari Sir maharashtra gov has not fully  implemented renewal of D/L fully online .Sir I am retired Rly  Motorman in Mumbai driving car from 35 years &amp; it is very risky for Sr citizens to go &amp; submit forms physically after  downloading online due to coronavirus 🙏,en,0,0,0
248,2021-08-17 13:30:41 India Standard Time,jaikinaram0700,@danvir_chauhan Sir we need to be prepared for future because Taliban and radical islam is between us like Corona virus.,en,0,0,0
251,2021-08-17 10:23:24 India Standard Time,chepurrao,"@ImtiazMadmood In present Corona Times,Burqas will provide protection against Corona Virus,they are superior to mask  since they protect whole body.",en,0,0,0
252,2021-08-17 09:32:51 India Standard Time,raoshubhag,I got fined for not wearing mask 😂 | #105  https://t.co/IQ1146SMNV via @YouTube  #7Olympics #Delta #coronavirus,en,0,0,0
254,2021-08-17 07:17:32 India Standard Time,themiraclechar1,"Distribution of face shield, mask and sanitizer to all the traffic police in all over bhubaneshwar on 15th august 2021!  #15thAugust2021  #coronavirus  #Odisha  https://t.co/4twk2NI2Jz",en,0,0,0
255,2021-08-17 06:29:23 India Standard Time,vietnewsgateway,Indonesia animal-lovers help pets left behind by coronavirus  https://t.co/YlCXadEbfP,en,0,2,8
256,2021-08-17 04:02:03 India Standard Time,themanyabar,@Malala Bheja 🧠 🤯 urf Brain is completely dead  by Purchased NOBEL Corona virus. Need Moulan Vaccine shot to stable. Then you will speak the truth.,en,0,0,0
257,2021-08-17 02:54:21 India Standard Time,saadjan41650354,@ImranKhanPTI Who's responsible of these 4 days of business and lives loss and where is Corona Virus ??? #Badlo_Pakistan_ko.... #neya_Pakistan or #government  Take seriously action on these kind of issues otherwise one day it'll covert into a Religious war...  https://t.co/vz2EVTkWOm,en,0,0,0
258,2021-08-17 02:53:04 India Standard Time,saadjan41650354,@ImranKhanPTI Who's responsible of these 4 days of business and lives loss and where is Corona Virus ??? #Badlo_Pakistan_ko.... #neya_Pakistan or #government  Take seriously action on these kind of issues otherwise one day it'll covert into a Religious war...  https://t.co/fKpKv3thEh,en,0,0,0
259,2021-08-17 01:57:34 India Standard Time,arrafiq,@worldonalert What off Corona Virus? #covid19,en,0,0,0
260,2021-08-17 00:05:30 India Standard Time,md_shayann,"#CBSEprivateSTUDENTSLIVESMATTER CORONA VIRUS IS FOR ALL , WHY THIS DISCRIMINATION WITH Pvt STUDENTS! CRISIS ISN'T OVER , WE DEMAND CANCELLATION OF EXAMS .  #CBSEPvtStudentsInCrisis  FAILURE IS YOURS , THEN WHY DOES STUDENTS WILL HAVE TO FACE MENTAL-STRESS?#CBSEPrivateExamCancel  https://t.co/nzOuASo5YE",en,3,9,12
261,2021-08-16 23:56:11 India Standard Time,iravikoranga,Hurdles - Dark Times 2020😷 New NFT available on @wazirxnft   50% of the profit will go to the Covid Relief Funds.   https://t.co/iHOi3GtA05  #wazirxnft #nftwazirx #nft #nftcommunity #nftcollector #pandemic #NFTartists #darktimes2020 #corona #coronavirus #covid19,en,0,0,4
262,2021-08-16 23:56:10 India Standard Time,iravikoranga,"Hurdles - Dark Times 2020😷  The coronavirus has caused many hurdles for the people to earn their livelihood and their daily needs, leaving behind all these hurdles lets hope for the better tomorrow.  #COVID #Corona  #coronavirus  https://t.co/2TxYCxAlsD",en,1,1,4
263,2021-08-16 23:35:35 India Standard Time,shohelmamun7,China opposes ‘politically motivated’ coronavirus origin studies  https://t.co/IXDGOOlWnY,en,0,0,0
264,2021-08-16 21:25:06 India Standard Time,chellam73628887,Coronavirus marriages home marriage small group marriages and low budget cost marriage  https://t.co/2fQhfTcD1W,en,0,0,0
265,2021-08-16 21:22:30 India Standard Time,chellam73628887,Lovers life   Coronavirus death  https://t.co/r1j9qlsjE6,en,0,0,0
267,2021-08-16 21:21:38 India Standard Time,chellam73628887,Coronavirus youth and old people coronavirus death  https://t.co/RVDZyDMPLL,en,0,0,0
269,2021-08-16 21:20:20 India Standard Time,chellam73628887,Coronavirus youth and old people coronavirus death  https://t.co/0o52NLOgnt,en,0,0,0
270,2021-08-16 20:49:57 India Standard Time,menakaw9,Media Release – 2021.08.16 Covid death figures reported today 2021.08.16 #DGI #Government #Information #Department #News #infodprtsl  #Srilanka #Covid19 #Coronavirus #StaySafe #SocialDistancing #Virus #Pandemic  https://t.co/SeSCGxbkyK,en,0,1,1
272,2021-08-16 20:10:44 India Standard Time,srilankatweet,Update - so far today 3414 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,en,3,21,110
273,2021-08-16 19:47:57 India Standard Time,kyyarvibhuti,I should finally take control over the coronavirus vacation mood.,en,1,0,4
274,2021-08-16 18:20:31 India Standard Time,surajgholap14,"Crude oil prices edged lower on August 16 on weak demand outlook in China and rising coronavirus cases. Also, weighing on the price is weak economic data in China and the United States, increase in US crude rig count and firm dollar. #mcx #Nifty",en,2,0,2
277,2021-08-23 02:21:41 India Standard Time,kailash76397141,"@UN RATS ARE EASY TO B KILLED,WHEN THEY ARE OUT SIDE OF THEIR HOLES,UNLESS , SEPARATIST IDEOLOGY WILL SPREAD LIKE CORONA VIRUS .",en,1,1,0
278,2021-08-23 01:40:03 India Standard Time,kailash76397141,"@Sumitku07418387 @antonioguterres INTERNATIONAL COMMUNITY CAN'T SIMPLY SLEEP N WATCH, SEPARATIST IDEOLOGY ALL OVER THE WORLD,WILL FOLLOW N DUPLICATE IT IN A GEOMETRIC PROGRESSION N PROBLEM,AS A CHOLERA OR CORONA VIRUS GROWS AND REPLICATES ITSELF, DECIDED.",en,0,1,1
279,2021-08-23 01:26:31 India Standard Time,mano28814714,Is Corona virus classified as a dangerous substance? By Moving Consignments 🛩 🌊 (Yes/ No) @WCA_DG,en,0,0,1
280,2021-08-23 01:14:42 India Standard Time,reporter1979,"The opening of #schools in #Sindh spreads the #coronavirus but the corona virus does not spread with the #gathering of the @MediaCellPPP student wing ""People Students Federation"" That's all right #SindhEducation #SindhGovt #karachi  @MuradAliShahPPP @sardarshah1  @murtazawahab1",en,0,2,4
281,2021-08-23 01:09:02 India Standard Time,samiullah66,Do we require another booster shot?  #CoronaVirus #Covid #COVID19 #BoosterShots  https://t.co/3SAMBS2cnQ,en,0,0,0
282,2021-08-23 00:02:52 India Standard Time,reporter1979,"The opening of #schools in #Sindh spreads the #coronavirus but the corona virus does not spread with the #gathering of the @MediaCellPPP student wing ""People Students Federation"" That's all right #SindhEducation #SindhGovt #karachi  @SibteHR  @ArfeenSyyed",en,0,5,7
283,2021-08-23 00:02:46 India Standard Time,aditcha_,"if you had to sacrifice one EPL team to end Corona Virus now, what team would you pick and why Arsenal?",en,0,0,0
284,2021-08-22 23:43:22 India Standard Time,srilankatweet,"Coronavirus stats in #SriLanka 🔵Total 390,000 infected 🔵342,159 recovered  🔵7366 deaths 🔴40,475 active cases 🔴Daily cases 4304 / 183 deaths (Aug 22) 🔴PCR Test Positivity Rate 22%   ⏺️PCR tests avg 19,000 ⏺️Vaccinated 1st dose 12 mn ⏺️2nd dose 5.6 mn #LKA #COVID19SL",en,2,28,81
285,2021-08-22 23:26:10 India Standard Time,imshazzs,"Happiness is contagious.  Let's spread this, instead of #Coronavirus / #COVID19 . (◔‿◔)",en,0,0,2
290,2021-08-22 22:26:28 India Standard Time,kori_vish,"@Anika_Smiles @Stanalb Probably, CORONA virus and it's variants are on Picnic,as directed by Electronics media's 🤣😂🤔😭🥱.",en,0,0,1
291,2021-08-22 21:11:46 India Standard Time,varnasuthan1104,"Sri Lanka records over 4000 COVID cases. According to Epidemiology Unit data, 4282 new COVID-19 cases were reported on August 22. Today caseload is the highest recorded since the pandemic began.   #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate",en,0,1,2
292,2021-08-22 20:57:44 India Standard Time,varnasuthan1104,"Vaccinations for 18 - 30-year-olds will begin in the second week of September, Acting Chief of the Epidemiology Unit, Dr Samitha Ginige said today. 3.2 million people belong to that age group.  #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate",en,0,1,3
293,2021-08-22 20:03:58 India Standard Time,varnasuthan1104,183 more coronavirus related deaths confirmed for August 21   #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate,en,0,0,1
294,2021-08-22 20:03:35 India Standard Time,srilankatweet,183 more coronavirus related deaths confirmed for August 21 #LKA #SriLanka #COVID19SL,en,4,13,92
295,2021-08-22 19:54:59 India Standard Time,varnasuthan1104,"It has exceeded 4000, and even 5000 over the last week   #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate  https://t.co/wKEJ9nxk6e",en,0,0,0
296,2021-08-22 19:51:47 India Standard Time,balasub73381219,GET YOURSELF FREE FROM CORONAVIRUS.  https://t.co/uExeqnd5bX,en,0,0,0
297,2021-08-25 02:13:07 India Standard Time,flwzq0q3z3wsdro,Imam Nasser Mohammad Al-Yemeni  10 - Rajab - 1441 AH  05 - 03 - 2020 AD  https://t.co/X0055EZDwQ  ..Corona-virus is from the minor chastisement before the major chastisement so they may turn (to Allah),en,0,0,0
298,2021-08-25 02:02:58 India Standard Time,flwzq0q3z3wsdro,Imam Nasser Mohammad Al-Yemeni  10 - Rajab - 1441 AH  05 - 03 - 2020 AD  https://t.co/X0055EZDwQ  ..Corona-virus is from the minor chastisement before the major chastisement so they may turn (to Allah),en,0,0,0
299,2021-08-25 01:26:27 India Standard Time,saudiwire,M.O.H:  there are a total of six approved vaccines against coronavirus in #SaudiArabia and they are   -Oxford-AstraZeneca   -Pfizer-BionTech   -Johnson &amp; Johnson   -Moderna   -Sinopharm  -Sinovac,en,0,0,1
300,2021-08-25 01:20:33 India Standard Time,varnasuthan1104,Daily cases already hits 5000+ #worldometers #COVID19LK #COVID19SL #coronavirus #COVID19 #DeltaVariant #SriLanka #COVID19  https://t.co/ZZtNPeh9xs,en,0,0,1
301,2021-08-25 01:16:04 India Standard Time,varnasuthan1104,Positive rate 31% 🔼  #COVID19LK #DeltaVariant #coronavirus #srilanka #lka #covid19sl #corona #healthdep  https://t.co/rh3b2Sbqdx,en,0,1,2
302,2021-08-25 01:05:20 India Standard Time,joedelhi,"@ttfn0104 @TheRicoStandard In India everyone has had many doses of Ivermectin in April, May 2021 during the Corona Virus pandemic surge. It was earlier being prescribed for treating Animals ... Karma",en,0,0,0
304,2021-08-25 00:40:52 India Standard Time,shariq24,Has the kidney patient been vaccinated against coronavirus if there are any side effects? 🙏,en,0,0,1
305,2021-08-25 00:34:36 India Standard Time,saudiwire,"Liam, a #Filipino resident, expresses his infinite gratitude to #SaudiArabia for saving him from half-dead condition caused by coronavirus infection, and giving him the #Covid19 vaccine for free  https://t.co/xC80fscz9A",en,0,0,1
306,2021-08-24 23:09:59 India Standard Time,npratyushkucho1,"Salute to COVID-19 WARRIORS ""Thank you from the bottom of my heart for serving on the frontline of this pandemic. #covidwarrior #COVID #COVID19 #WHO #coronavirus #vaccination #OdishaFightsCorona #OdishaCares #Odisha #India  https://t.co/vMqnUP3coK",en,1,0,1
307,2021-08-24 22:18:40 India Standard Time,azharanditahir,New coronavirus variant ‘Covid-22’ could be more deadly than Delta  Speechless 😔😭  https://t.co/8CCVuZMMCE,en,9,152,123
308,2021-08-24 22:01:18 India Standard Time,dranwar68085861,South Carolina Republican leader who spread coronavirus conspiracies dies from Covid  https://t.co/tqm5gb4ueB,en,0,0,0
309,2021-08-24 21:52:59 India Standard Time,jehlamtimes,"JK reports 125 new positive cases, 318961 recovered so far  SRINAGAR, AUGUST 24: The  Government on Tuesday informed that 125 new positive cases of novel Corona virus (COVID-19), 21 from Jammu division and 104 from Kashmir division, have been reported today.  https://t.co/3FXuiaKfW3",en,0,0,0
310,2021-08-24 21:51:15 India Standard Time,varnasuthan1104,Former Police Spokesperson SDIG Ajith Rohana has tested positive for COVID-19 and is being treated at a private hospital. #SriLanka #lka #COVID19LK #COVID19SL #coronavirus,en,0,1,1
311,2021-08-24 21:48:58 India Standard Time,factcrescendosl,False Alert🚨 Misleading posts and fake images are circulating claim that teachers those who participated for recent protests died due to coronavirus. මෙහි සිටින්නේ ගුරු උද්ඝෝෂණයන්ට සහභාගී වී මිය ගිය ගුරුවරු නොවේ. Fact Checked🔎   https://t.co/RayD3XEyjR #lka #srilanka #fakenews,en,1,9,22
313,2021-08-24 21:21:52 India Standard Time,reporter1979,"According to CM @MuradAliShahPPP In the last 24 hours, 86 people have #died in #Sindh due to #coronavirus #SayNoToLockDown #SindhGovt @murtazawahab1  https://t.co/KnneBChkzW",en,3,3,7
314,2021-08-24 20:39:30 India Standard Time,assambirds,"#Coronavirus, many people in #India think, is hysterical. We're sure, something is going wrong with coronavirus in India. #WorldHealthOrganisation is fake!!",en,0,0,0
315,2021-08-24 20:31:25 India Standard Time,vietnewsgateway,"#Vietnam announces 10,797 new local #coronavirus cases  https://t.co/ZL0ws93yNc",en,0,2,4
316,2021-08-24 20:30:30 India Standard Time,varnasuthan1104,so far today 4427 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate,en,0,1,1
317,2021-08-24 20:25:13 India Standard Time,osamaography,@Sillly_Point “This will be applicable only to those foreigners who have left the Kingdom on exit and reentry visa after taking two doses of vaccine against coronavirus from Saudi Arabia”,en,1,0,0
318,2021-08-24 20:24:03 India Standard Time,shiv0037,@beingarun28 President rule must be imposed in Maharashtra.   @OfficeofUT must be immediately arrested for negligence resulting in death and infecting thousands with Coronavirus   Uddhav Thackrey had become a threat to human life   #ArrestUddhavThackrey @YogiDevnath2,en,1,28,25
319,2021-08-24 20:12:39 India Standard Time,assambirds,"Nobody wants a 3rd wave of COVID-19 in #India, if it's not planned. Some people in India don't want to take coronavirus vaccine, god knows why. PLEASE DONT IMPOSE YET ANOTHER LOCKDOWN ON POOR PEOPLE OF INDIA. #WHO are you listening?",en,0,0,0
321,2021-08-24 19:17:51 India Standard Time,trikutanews,"24 August 2021 : Bulletin on Novel Corona Virus ( #COVID19 ) #Jammu and #Kashmir reports 125 new positive cases, 318961 recovered so far  https://t.co/02mgidi1Ez",en,0,1,1
322,2021-08-24 19:08:38 India Standard Time,varnasuthan1104,190 COVID-19 deaths confirmed for Monday (23)   #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate  ￼,en,0,0,0
324,2021-08-24 19:03:42 India Standard Time,srilankatweet,190 coronavirus related deaths confirmed for August 23 #LKA #SriLanka #COVID19SL,en,3,13,79
325,2021-08-24 18:45:20 India Standard Time,assambirds,"I will never forget this man, a decent person from #Golaghat, who has helped me and my family, which consists of my mother and brother, during this (2021) coronavirus lockdown (especially June, July and August). I will never forget their kindness towards us.",en,0,0,0
326,2021-08-24 18:06:34 India Standard Time,srilankatweet,So far today 3315 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,en,0,6,42
328,2021-08-24 15:50:42 India Standard Time,farmanmanjul,"Will Cathcart. Chief Executive Officer, Whatsapp Inc on #Twitter said that today we are partnering with the Ministry of Health and MyGovIndia to enable people to make their vaccine appointments via #WhatsApp .   #COVID19 #coronavirus #vaccine #India  https://t.co/5s6TWgs81y",en,0,0,1
329,2021-08-24 15:22:15 India Standard Time,omegaincyber,Before coronavirus I didn’t have a tv or a fridge. I was never home.,en,0,0,0
330,2021-08-24 13:26:38 India Standard Time,william67335893,Market in Thailand  @William67335893   https://t.co/xsa6qDNnB3 #Thailand #ThailandNews #Bangkok #Thai #lockdown #Pattaya #COVID19 #Covid_19 #COVID #CovidIsNotOver #Corona #coronavirus #pandemic #pandemia #pandemiclife #streetphotography #streetphoto #stayhealthy #StaySafe #market,en,0,0,0
331,2021-08-24 13:08:37 India Standard Time,lawyerakash,3rd Wave of Covid-19 has been postponed as all Media Houses are busy covering Afghan crisis and forgotten about Covid. New release dates of all variants of Covid will be announced soon. Inconvenience is regretted. #COVID19  #coronavirus #aajtak  #IndiaTV  #NDTV,en,0,0,1
332,2021-08-24 13:05:36 India Standard Time,namma_bengaluru,#Thirdwavebeda let's stop the transmission. Mask up and get vaccinated. #Preventthirdwave #GetVaccinatedNow #Unite2FightCorona #largestVaccinationdrive #Bengalurufightscorona #Indiafightscorona #COVID19 #COVID19India #coronavirus #vaccine #VaccinesWork  #GetVaccinated #vaccines  https://t.co/fU7EF3Dgv3,en,0,6,12
333,2021-08-24 12:44:18 India Standard Time,khalekkohistani,"More death were found in 3rd Wave of Coronavirus Pandemic. It is still exists in society Pls wear mask, Get your Jab and Stay safe. #COVID19  https://t.co/8tdV2gIvQ9",en,0,4,6
337,2021-08-26 01:16:14 India Standard Time,madhuriadnal,"""Covid-22”, is a hypothetical coronavirus variant that claims to be more serious than already-known mutations such as the Delta and Delta Plus strains  #COVID22.",en,0,0,0
338,2021-08-25 23:05:27 India Standard Time,srirags,No refreshments served in flights of under 2 hours. Not that I'm desperate for the unappetising fare served onboard but I have a genuine doubt: Does the corona virus strike only in flights lasting less than 2 hours? #JustAsking #strangerules @IndiGo6E,en,2,3,10
339,2021-08-25 23:03:21 India Standard Time,neoisenora,Every contribution counts. Find out how you can also help these organisations fight COVID-19 in India ⬇️ #Covid19IndiaHelp  #IndiaFightsCorona #coronavirus #COVID,en,0,0,1
340,2021-08-25 22:45:10 India Standard Time,jehlamtimes,"JK reports 126 new positive cases, 319064 recovered so far  #SRINAGAR: The  Government on Wednesday informed that 126 new positive cases of novel Corona virus (COVID-19), 26 from Jammu division and 100 from Kashmir division.  https://t.co/QvMKUw1spb",en,0,0,0
341,2021-08-25 21:02:29 India Standard Time,varnasuthan1104,"total number of cases reported today to 4,483 and active infections to 50,890   #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate  ￼",en,0,1,2
342,2021-08-25 21:01:13 India Standard Time,varnasuthan1104,"198 COVID-related deaths have been recorded, increasing the death toll to 7,948.   #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate  ￼",en,0,1,2
343,2021-08-25 20:39:58 India Standard Time,iunheard,"China criticized the “politicization” by the United States of efforts to trace the origin of the coronavirus, demanding a US military laboratory be investigated, shortly before the release of a US intelligence community report on the virus.  https://t.co/0geozIHAX3",en,0,0,0
344,2021-08-25 20:39:15 India Standard Time,visionforhope1,"China criticized the “politicization” by the United States of efforts to trace the origin of the coronavirus, demanding a US military laboratory be investigated, shortly before the release of a US intelligence community report on the virus.  https://t.co/erwSCRkQkO",en,0,0,0
345,2021-08-25 19:11:21 India Standard Time,anupjaiswal1958,@vijayanpinarayi @CMOKerala @rammadhav_rss @OfficeOf_MM   We better lockdown the #State #Kerala for few weeks and contain the #Corona virus and put #vaccination on rocket speed.,en,0,0,0
347,2021-08-25 18:24:10 India Standard Time,srilankatweet,So far today 3390 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,en,1,10,94
