tweet,clean_tweet,hastags,attherate,urls,emojis
"@pratheesh_Hind @narendramodi @RajeevSrinivasa @BSYBJP @davidfrawleyved @AmitShah @republic @ShobhaBJP @rajeev_mp Just imagining what the student would have felt of her Icon ? That he is,  Irresponsible? Arrogant ? Above the Corona Virus ? Have I choosen the wrong one ? What messaging is he sending to his State citizens ?", Just imagining what the student would have felt of her Icon  That he is Irresponsible Arrogant  Above the Corona Virus  Have I choosen the wrong one  What messaging is he sending to his State citizens ,[],"['@pratheesh_Hind', '@narendramodi', '@RajeevSrinivasa', '@BSYBJP', '@davidfrawleyved', '@AmitShah', '@republic', '@ShobhaBJP', '@rajeev_mp']",[],[]
"Corona virus character like bate , night doing activity in day sleeping.",Corona virus character like bate  night doing activity in day sleeping,[],[],[],[]
Election me corona nii aata kay make a social distence #cancelcbseboards2021  #internalassessment  @PMOIndia  @DrRPNishank,Election me corona nii aata kay make a social distence ,"['#cancelcbseboards2021', '#internalassessment']","['@PMOIndia', '@DrRPNishank']",[],[]
@AnuragANK @mid_day Is this a downtrend? Can we expect now to continue with such decrease in daily corona patients?, Is this a downtrend Can we expect now to continue with such decrease in daily corona patients,[],"['@AnuragANK', '@mid_day']",[],[]
Closing liquor store can help prevent the spread of corona disease. Social distance care panarathe illa @PMOIndia @CMOTamilNadu,Closing liquor store can help prevent the spread of corona disease Social distance care panarathe illa ,[],"['@PMOIndia', '@CMOTamilNadu']",[],[]
"Who said we have won the battle on #Corona ? We were asked to feel proud for sending #vaccine to many countries. Indian lives in Indian territories not elsewhere!!!!! अभी हालात सुधरे ही नहीं थे कि, फिर से वही डर लौट के आ गया|||||",Who said we have won the battle on  We were asked to feel proud for sending to many countries Indian lives in Indian territories not elsewhere अभी हालात सुधरे ही नहीं थे कि फिर से वही डर लौट के आ गया|||||,"['#Corona', '#vaccine']",[],[],[]
"Today I was going from Nashik to Selvasa with my family And ahead of peint town on Gujarat Border instead of screening Corona on the border, the Gujarat Police was grabbing money from people. for crossing the border without anyTest I have Recorded discuss of mine with policeman",Today I was going from Nashik to Selvasa with my family And ahead of peint town on Gujarat Border instead of screening Corona on the border the Gujarat Police was grabbing money from people for crossing the border without anyTest I have Recorded discuss of mine with policeman,[],[],[],[]
I miss life before Corona✖️,I miss life before Corona,[],[],[],['✖️']
Corona will grow if lost completely  https://t.co/6uGadmdNRM,Corona will grow if lost completely ,[],[],['https://t.co/6uGadmdNRM'],[]
#RailMinIndia #Mpfightscorona No social distancing..No sanitization..No Thermal scanning.. No Police or Railway staff to control public..This is the situation when CORONA IS AT ITS PEAK..Can we control corona just by putting Weekend lockdowns &amp; Night curfew? And no control at Stn  https://t.co/udrLXQHAQE, No social distancingNo sanitizationNo Thermal scanning No Police or Railway staff to control publicThis is the situation when CORONA IS AT ITS PEAKCan we control corona just by putting Weekend lockdowns amp Night curfew And no control at Stn ,"['#RailMinIndia', '#Mpfightscorona']",[],['https://t.co/udrLXQHAQE'],[]
@eyeschipha Corona is under lockdown for Election Day, Corona is under lockdown for Election Day,[],['@eyeschipha'],[],[]
"@ArvindKejriwal As per your order I come to conclusion that Corona is effective only at educational institutions not at gym, wineshops,malls,weekly markets,etc. A big surprise Mr. CM that there is marking in Metro where to seat and not to seat but any number of persons are allowed as standing 😀", As per your order I come to conclusion that Corona is effective only at educational institutions not at gym wineshopsmallsweekly marketsetc A big surprise Mr CM that there is marking in Metro where to seat and not to seat but any number of persons are allowed as standing ,[],['@ArvindKejriwal'],[],['😀']
"If u thinking the lock down is must every one so this rule apply for every one cancel the ipl cancel the election , cancel all rally or meeting and focus control only Corona cases ,every time why secrifice only commoners  This is really ridiculous 😡.",If u thinking the lock down is must every one so this rule apply for every one cancel the ipl cancel the election  cancel all rally or meeting and focus control only Corona cases every time why secrifice only commoners This is really ridiculous ,[],[],[],['😡']
"@AshishXL @zoo_bear In India, when Corona numbers go down , all credit goes to Central govt. When Corona numbers go up, all blame the common man. Ridiculous!", In India when Corona numbers go down  all credit goes to Central govt When Corona numbers go up all blame the common man Ridiculous,[],"['@AshishXL', '@zoo_bear']",[],[]
"@free_thinker No one . In India, when Corona numbers go down , all credit goes to Central govt. When Corona numbers go up, all blame the common man. Ridiculous!", No one  In India when Corona numbers go down  all credit goes to Central govt When Corona numbers go up all blame the common man Ridiculous,[],['@free_thinker'],[],[]
The credit of corona effect may be trf to political party by the i dian citizen. #JitcheBJPJitcheBanglaJitcheCorona,The credit of corona effect may be trf to political party by the i dian citizen ,['#JitcheBJPJitcheBanglaJitcheCorona'],[],[],[]
"@PMOIndia @MoHFW_INDIA Corona: Is there a shortage of vaccines in India? Why is the second vaccine not approved?  How will Tika Ustav solve the problem of vaccine shortage in India? ""𝘾𝙖𝙣 𝙮𝙤𝙪 𝙥𝙡𝙚𝙖𝙨𝙚 𝙖𝙣𝙨𝙬𝙚𝙧 𝙩𝙝𝙚 𝙦𝙪𝙚𝙨𝙩𝙞𝙤𝙣 𝙈𝙧. 𝙋𝙧𝙞𝙢𝙚 𝙢𝙞𝙣𝙞𝙨𝙩𝙚𝙧", Corona: Is there a shortage of vaccines in India Why is the second vaccine not approved How will Tika Ustav solve the problem of vaccine shortage in India 𝘾𝙖𝙣 𝙮𝙤𝙪 𝙥𝙡𝙚𝙖𝙨𝙚 𝙖𝙣𝙨𝙬𝙚𝙧 𝙩𝙝𝙚 𝙦𝙪𝙚𝙨𝙩𝙞𝙤𝙣 𝙈𝙧 𝙋𝙧𝙞𝙢𝙚 𝙢𝙞𝙣𝙞𝙨𝙩𝙚𝙧,[],"['@PMOIndia', '@MoHFW_INDIA']",[],[]
"Due to corona,Saudi govt decided to shorten the taraweeh prayers to 10 rakats only.. Did Indian mosques too follow the same and shorten the duration? #Ramadan2021",Due to coronaSaudi govt decided to shorten the taraweeh prayers to 10 rakats only Did Indian mosques too follow the same and shorten the duration ,['#Ramadan2021'],[],[],[]
The age of corona virus was prophesied in The #DaysOfHisServant let us repent and take counsel from them to escape the pandemic  https://t.co/Z5qDd3IUU5,The age of corona virus was prophesied in The let us repent and take counsel from them to escape the pandemic ,['#DaysOfHisServant'],[],['https://t.co/Z5qDd3IUU5'],[]
@CMOMaharashtra #Congratulations Sir..   The #COVID19 vaccine was given to 100% of the doctors and the number of #corona patients in the country increased again.  because the hospital people was neglecting sanitization., Sir The vaccine was given to 100% of the doctors and the number of patients in the country increased again because the hospital people was neglecting sanitization,"['#Congratulations', '#COVID19', '#corona']",['@CMOMaharashtra'],[],[]
The last thought that came to my mind tonight was what would be the hit to the Indian growth story and financial hit because of the number of people infected by Corona and would have further healthy complications in future? How long to recovery? #Pune #COVID19India,The last thought that came to my mind tonight was what would be the hit to the Indian growth story and financial hit because of the number of people infected by Corona and would have further healthy complications in future How long to recovery ,"['#Pune', '#COVID19India']",[],[],[]
If this is done by Muslim people OMG😳 noida based media chilla chilla ke desh ko batate aye hya corona jihad 😂,If this is done by Muslim people OMG noida based media chilla chilla ke desh ko batate aye hya corona jihad ,[],[],[],"['😳', '😂']"
@RanaAyyub Such conclaves &amp; gatherings are 'out of bound' for Corona, Such conclaves amp gatherings are out of bound for Corona,[],['@RanaAyyub'],[],[]
@ShamsTahirKhan Jan 2020 #Sulemani #airstrikes Red flag on mosque !  Any further report ?  Is Corona is kind of proxy war against Asia ?   #RIP #GeneralSulemani #proudshia @Kalbe_Rushaid @jawad_kalbe @ravishndtv @jaavedjaaferi @NavedJafri_BOO   https://t.co/625O8WvvFm, Jan 2020 Red flag on mosque  Any further report  Is Corona is kind of proxy war against Asia  ,"['#Sulemani', '#airstrikes', '#RIP', '#GeneralSulemani', '#proudshia']","['@ShamsTahirKhan', '@Kalbe_Rushaid', '@jawad_kalbe', '@ravishndtv', '@jaavedjaaferi', '@NavedJafri_BOO']",['https://t.co/625O8WvvFm'],[]
#coronavirus Lots of Near &amp; Dears Died Due to Corona or Didn’t Got proper Medical Help due to #Corona Effects  More then 50% Peoples are in Depression Due to #coronavirus Second wave will Hit Middle &amp; Lower Class Very Badly Due to Jobs &amp; expensive Medical Support, Lots of Near amp Dears Died Due to Corona or Didn’t Got proper Medical Help due to Effects More then 50% Peoples are in Depression Due to Second wave will Hit Middle amp Lower Class Very Badly Due to Jobs amp expensive Medical Support,"['#coronavirus', '#Corona', '#coronavirus']",[],[],[]
There will be no rise in Corona cases due to political campaigning by various leaders in different states.Isn't it? What do you all think?Now all the media are silent on this matter.,There will be no rise in Corona cases due to political campaigning by various leaders in different statesIsnt it What do you all thinkNow all the media are silent on this matter,[],[],[],[]
"WTF is that?? #inconsistency is a bane ...despite whatever intensity one may possess !! 1.7 lac #corona positive cases registered today..and u have this to post! Pretty Lame of you...though lesser still than those who liked this stupidity, immaturity, insanity and impropriety 🤬",WTF is that is a bane despite whatever intensity one may possess  17 lac positive cases registered todayand u have this to post Pretty Lame of youthough lesser still than those who liked this stupidity immaturity insanity and impropriety ,"['#inconsistency', '#corona']",[],[],['🤬']
What will the next action government will take after increased Corona cases Tell me your actions and thoughts #COVID19 #MaharashtraFightsCorona #CoronavirusIndia #Rajasthan #lokeshsharma,What will the next action government will take after increased Corona cases Tell me your actions and thoughts ,"['#COVID19', '#MaharashtraFightsCorona', '#CoronavirusIndia', '#Rajasthan', '#lokeshsharma']",[],[],[]
Where is covid protocols? Is it right place to ask vote during 2nd wave of corona? Pls ans my question. #ElectionCommission @ANI @KolkataPolice @RahulGandhi @Kolkatanews241 @rashtrapatibhvn #BengalElection2021 #CoronaPandemic #CoronavirusIndia  https://t.co/hUuEw1DGeV,Where is covid protocols Is it right place to ask vote during 2nd wave of corona Pls ans my question ,"['#ElectionCommission', '#BengalElection2021', '#CoronaPandemic', '#CoronavirusIndia']","['@ANI', '@KolkataPolice', '@RahulGandhi', '@Kolkatanews241', '@rashtrapatibhvn']",['https://t.co/hUuEw1DGeV'],[]
@PTI_News @AP @Supremesamachar Double standard of reporting here is no corona. Repoerter herself has down her mask while reporting. Totally disgusting.  https://t.co/oSD9YJXKyC, Double standard of reporting here is no corona Repoerter herself has down her mask while reporting Totally disgusting ,[],"['@PTI_News', '@AP', '@Supremesamachar']",['https://t.co/oSD9YJXKyC'],[]
@derekobrienmp First you keep yourself safe from corona.. TMC needs you for their useless rebuff strategies howsoever poor they are..., First you keep yourself safe from corona TMC needs you for their useless rebuff strategies howsoever poor they are,[],['@derekobrienmp'],[],[]
@RahulGandhi @Msa72722 Narendra Modi should leave his personal  dream of Nobel peace prize and instead stop exporting corona vaccines from India so that maximum Indian specially youth students can be vaccinated at the earliest, Narendra Modi should leave his personal dream of Nobel peace prize and instead stop exporting corona vaccines from India so that maximum Indian specially youth students can be vaccinated at the earliest,[],"['@RahulGandhi', '@Msa72722']",[],[]
"#cancelboardexams2021 Please cancel ❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌ The board exam . Sir ,  Student corona postive ho rhe hai pre-board me .  https://t.co/kJ1TuCjzNB", Please cancel  The board exam  Sir  Student corona postive ho rhe hai preboard me  ,['#cancelboardexams2021'],[],['https://t.co/kJ1TuCjzNB'],"['❌', '❌', '❌', '❌', '❌', '❌', '❌', '❌', '❌', '❌', '❌', '❌', '❌', '❌', '❌', '❌', '❌', '❌', '❌']"
Budget for Ram temple....2500 crores Budget for Kumbh Mela.....4200 crores Budge forf Patel's statue....3000 crores Budget for Trump to come to India.....125 crore Modi foreign tour budget...700 crore Corona budget..........Baba ji's thullu #CoronavirusIndia #CoronaUpdate #PMModi,Budget for Ram temple2500 crores Budget for Kumbh Mela4200 crores Budge forf Patels statue3000 crores Budget for Trump to come to India125 crore Modi foreign tour budget700 crore Corona budgetBaba jis thullu ,"['#CoronavirusIndia', '#CoronaUpdate', '#PMModi']",[],[],[]
What kind of people they r and what kind of people we are?? For bengal there is no corona and for rest of india its an emergency ? Wake up India from fakism??,What kind of people they r and what kind of people we are For bengal there is no corona and for rest of india its an emergency  Wake up India from fakism,[],[],[],[]
They all 1 lakh are immune to Corona ....,They all 1 lakh are immune to Corona ,[],[],[],[]
"The earthquakes, the floods, the Blood shed &amp; wars, the Plagues like Corona Virus, Eola, Zika Virus, the locusts, the Famines &amp; economic Crush, are these the #DaysOfHisServant, the Days of Elijah that GOD warned us about in Matthew 24.  Repent beloved, the MESSIAH IS COMING.  https://t.co/N9fXH63kGo",The earthquakes the floods the Blood shed amp wars the Plagues like Corona Virus Eola Zika Virus the locusts the Famines amp economic Crush are these the the Days of Elijah that GOD warned us about in Matthew 24 Repent beloved the MESSIAH IS COMING ,"['#DaysOfHisServant,']",[],['https://t.co/N9fXH63kGo'],[]
@DrRPNishank  @narendramodi  @cbseindia29  @TheAnuragTyagi #cancelboardexam2021 Agar precautions lana s corona s bacha ja skta h to saval ya h ki lockdown k baad bhi India m daily 1 lakh+ cases kasa aa rha h?  Ya fhir cbse k precautions vacinate h, Agar precautions lana s corona s bacha ja skta h to saval ya h ki lockdown k baad bhi India m daily 1 lakh+ cases kasa aa rha h Ya fhir cbse k precautions vacinate h,['#cancelboardexam2021'],"['@DrRPNishank', '@narendramodi', '@cbseindia29', '@TheAnuragTyagi']",[],[]
@DrRahulGhule11 Happy Birthday Sir. May u live long n healthy life and continue to serve d ppl. Hats off to true corona warrior., Happy Birthday Sir May u live long n healthy life and continue to serve d ppl Hats off to true corona warrior,[],['@DrRahulGhule11'],[],[]
@pran_en This year corona is Hindu 😉, This year corona is Hindu ,[],['@pran_en'],[],['😉']
Corona Update  https://t.co/aEFeye3M0Z,Corona Update ,[],[],['https://t.co/aEFeye3M0Z'],[]
"@PMOIndia  Dear sir  I didn't understand the need of Night carfue, after 9pm 80% indian population is in house, till 5pm (10pm to 5pm) hardly 3 to 5%people will be seen, due to there work or with purpus As per me night carfue won't be help full to prevent corona", Dear sir I didnt understand the need of Night carfue after 9pm 80% indian population is in house till 5pm (10pm to 5pm) hardly 3 to 5%people will be seen due to there work or with purpus As per me night carfue wont be help full to prevent corona,[],['@PMOIndia'],[],[]
@myogiadityanath   Honorable Chief Minister Ji Please support in Corona  Prayagaraj condition is very bad now  In SRN hospital  not treat good  Death rate increase day by day   Thanks  Nikhil ., Honorable Chief Minister Ji Please support in Corona Prayagaraj condition is very bad now In SRN hospital not treat good Death rate increase day by day Thanks Nikhil ,[],['@myogiadityanath'],[],[]
Be A Part Of India's #LargestVaccineDrive and Get #vaccinated #COVID19 #COVIDIOTS  Our Government Is Doing Very Well In This Pandemic Situation #Vaccination  We Are Thankful For All Corona Warriors #vvimaani @vvimaani @IVIMAANI @Twitter @TwitterIndia @mygovindia @MoHFW_INDIA  https://t.co/royt13OuzR,Be A Part Of Indias and Get Our Government Is Doing Very Well In This Pandemic Situation We Are Thankful For All Corona Warriors ,"['#LargestVaccineDrive', '#vaccinated', '#COVID19', '#COVIDIOTS', '#Vaccination', '#vvimaani']","['@vvimaani', '@IVIMAANI', '@Twitter', '@TwitterIndia', '@mygovindia', '@MoHFW_INDIA']",['https://t.co/royt13OuzR'],[]
Where is corona? #LockdownMaharashtr @HansrajMeena  @narendramodi  @akshaykumar  @RahulGandhi  https://t.co/oE87jEBQY6,Where is corona ,['#LockdownMaharashtr'],"['@HansrajMeena', '@narendramodi', '@akshaykumar', '@RahulGandhi']",['https://t.co/oE87jEBQY6'],[]
"Why People Not Taking Corona Seriously ! Lockdown Imposed.People playing Cricket in Society Premises Without Wearing Mask ,ARE WE LITERATE OR INVITING TROUBLE TO OURSELVES @Palghar_Police @VasaiVirarMcorp",Why People Not Taking Corona Seriously  Lockdown ImposedPeople playing Cricket in Society Premises Without Wearing Mask ARE WE LITERATE OR INVITING TROUBLE TO OURSELVES ,[],"['@Palghar_Police', '@VasaiVirarMcorp']",[],[]
Ali butt from snack video spreading positivity. Me who just recovered from corona:  https://t.co/qiKSE5LS0m,Ali butt from snack video spreading positivity Me who just recovered from corona: ,[],[],['https://t.co/qiKSE5LS0m'],[]
"Can we go back to 2012? No Corona Nor VAR, also @ManUtd won the league. Let's get back to ruining the game with human judgements through the referee. #VAR #mufc @FIFAcom",Can we go back to 2012 No Corona Nor VAR also won the league Lets get back to ruining the game with human judgements through the referee ,"['#VAR', '#mufc']","['@ManUtd', '@FIFAcom']",[],[]
Hum exam dene jayege aur corona se affected huye to na jante mask na jante sanitizer aur na social distancing ummed h cancel hoga #cancelcbseboards2021  @PMOIndia  @narendramodi  @AmitShah  @SrBachchan  @imVkohli  @sachin_rt  @aajtak  @ArvindKejriwal,Hum exam dene jayege aur corona se affected huye to na jante mask na jante sanitizer aur na social distancing ummed h cancel hoga ,['#cancelcbseboards2021'],"['@PMOIndia', '@narendramodi', '@AmitShah', '@SrBachchan', '@imVkohli', '@sachin_rt', '@aajtak', '@ArvindKejriwal']",[],[]
"I'm from Rahim yar khan, government college is closed and private colleges are still open, Have a notice sir, please, respected sir. @DrMuradPTI no more vacant beds in hospitals🙂, our lives are at stake, 15% corona positives rate in our city, Have a notice. @Shafqat_Mahmood",Im from Rahim yar khan government college is closed and private colleges are still open Have a notice sir please respected sir no more vacant beds in hospitals our lives are at stake 15% corona positives rate in our city Have a notice ,[],"['@DrMuradPTI', '@Shafqat_Mahmood']",[],['🙂']
@dharaputra @SahilSh92378301 @LiveLawIndia @PMOIndia @narendramodi @anubha1812 @EduMinOfIndia a right to be our PM. Also don't forget that how effective can corona be to our asthma parents  they can even lead to death and also boards for 10th are even that necessary., a right to be our PM Also dont forget that how effective can corona be to our asthma parents they can even lead to death and also boards for 10th are even that necessary,[],"['@dharaputra', '@SahilSh92378301', '@LiveLawIndia', '@PMOIndia', '@narendramodi', '@anubha1812', '@EduMinOfIndia']",[],[]
That's the thing government wants from students that all the students were die because of corona  #cancelboardexam2021  @narendramodi @iAmitBhadana @SrBachchan @CarryMinati @Bhuvan_Bam @imVkohli,Thats the thing government wants from students that all the students were die because of corona ,['#cancelboardexam2021'],"['@narendramodi', '@iAmitBhadana', '@SrBachchan', '@CarryMinati', '@Bhuvan_Bam', '@imVkohli']",[],[]
@hanumanbeniwal @RLPINDIAorg Please behave responsibly and save public lives in pandemic. Being a True leader. Crowded places without Mask attracts Corona. It's your duty to save lives of innocent voters., Please behave responsibly and save public lives in pandemic Being a True leader Crowded places without Mask attracts Corona Its your duty to save lives of innocent voters,[],"['@hanumanbeniwal', '@RLPINDIAorg']",[],[]
"Honorable Prime Minister, Mr. @narendramodi ji, the biggest problem at present in the world is the corona virus, which is now spreading rapidly in India as the second wave. Millions of people have died due to this corona virus, but today one of the biggest problems in ......1/4",Honorable Prime Minister Mr ji the biggest problem at present in the world is the corona virus which is now spreading rapidly in India as the second wave Millions of people have died due to this corona virus but today one of the biggest problems in 1/4,[],['@narendramodi'],[],[]
@RahulGandhi sir 4.3 lakh students exam denge CCSU meerut m . Situation bhut critical hai campus m VC k office tak corona pauch gya pr paper nhi rok rhye . Please help sir. Sir NSUI toh Student welfare k liye hai fir humare sath kyu nhi hai. Humara sath diyjye sir, sir 43 lakh students exam denge CCSU meerut m  Situation bhut critical hai campus m VC k office tak corona pauch gya pr paper nhi rok rhye  Please help sir Sir NSUI toh Student welfare k liye hai fir humare sath kyu nhi hai Humara sath diyjye sir,[],['@RahulGandhi'],[],[]
"#BREAKING:-   For the first time, #India will report 165,000+ #Corona cases in a single day.. For today..   #CoronavirusIndia #COVID19India", For the first time will report 165000+ cases in a single day For today ,"['#BREAKING:-', '#India', '#Corona', '#CoronavirusIndia', '#COVID19India']",[],[],[]
21 days for the corona to vanish from India is as true as ache din promise by Modi - worst is we have to suffer till 2024 for this nightmare to finish!   #टीका_नही_चूना_लगा  https://t.co/jpQZwNvsO3,21 days for the corona to vanish from India is as true as ache din promise by Modi  worst is we have to suffer till 2024 for this nightmare to finish ,['#टीका_नही_चूना_लगा'],[],['https://t.co/jpQZwNvsO3'],[]
@Nishchay123 @Samyukhtha_ ill. &amp; I think they are corona positive. The point I am making is that it's very much possible that you can have corona even after getting vaccinated. All we can do is take precautions and get vaccinated when eligible., ill amp I think they are corona positive The point I am making is that its very much possible that you can have corona even after getting vaccinated All we can do is take precautions and get vaccinated when eligible,[],"['@Nishchay123', '@Samyukhtha_']",[],[]
"@itsShilpiS @IAmGMishra @workingboxwala @GKapoor20 @Ranjeet31225 @MurliMenon6 @ManMundra @Rider_Ghost_0 @DroveCar @vikashranjan @SushantBSinha How come recover corona person can do plasma donor, confused..?", How come recover corona person can do plasma donor confused,[],"['@itsShilpiS', '@IAmGMishra', '@workingboxwala', '@GKapoor20', '@Ranjeet31225', '@MurliMenon6', '@ManMundra', '@Rider_Ghost_0', '@DroveCar', '@vikashranjan', '@SushantBSinha']",[],[]
"@IAmGMishra @itsShilpiS @workingboxwala @GKapoor20 @Ranjeet31225 @MurliMenon6 @ManMundra @Rider_Ghost_0 @DroveCar @vikashranjan @SushantBSinha How come bhai recover corona person can do plasma donor, confused..?", How come bhai recover corona person can do plasma donor confused,[],"['@IAmGMishra', '@itsShilpiS', '@workingboxwala', '@GKapoor20', '@Ranjeet31225', '@MurliMenon6', '@ManMundra', '@Rider_Ghost_0', '@DroveCar', '@vikashranjan', '@SushantBSinha']",[],[]
"@SankarshanT In India, when Corona numbers go down , all credit goes to Central govt. When Corona numbers go up, all blame the common man &amp; the state govts. Ridiculous!", In India when Corona numbers go down  all credit goes to Central govt When Corona numbers go up all blame the common man amp the state govts Ridiculous,[],['@SankarshanT'],[],[]
@manishpathak75 @cbic_india @FinMinIndia @cgstvdrzone @cgstchennaizone @cgstchdzone @cgstahmedzone @Dgtpsmumbaicbic @cusprevtrichy @cgstcusvizag @cgstvadodara1 @cgstbelapur Sir iam corona positive and at isolation center I am not able to file gstr1 returns please extend date, Sir iam corona positive and at isolation center I am not able to file gstr1 returns please extend date,[],"['@manishpathak75', '@cbic_india', '@FinMinIndia', '@cgstvdrzone', '@cgstchennaizone', '@cgstchdzone', '@cgstahmedzone', '@Dgtpsmumbaicbic', '@cusprevtrichy', '@cgstcusvizag', '@cgstvadodara1', '@cgstbelapur']",[],[]
@dharaputra @SahilSh92378301 @LiveLawIndia @PMOIndia @narendramodi @anubha1812 @EduMinOfIndia Are you serious boards??? Boards (class 10 &amp; 12) are not even an option they are compulsory. As I know our society even if a student is corona positive there parents might force them to give their boards and we would not be able to wear mask for like 3 hrs in this hot temperature, Are you serious boards Boards (class 10 amp 12) are not even an option they are compulsory As I know our society even if a student is corona positive there parents might force them to give their boards and we would not be able to wear mask for like 3 hrs in this hot temperature,[],"['@dharaputra', '@SahilSh92378301', '@LiveLawIndia', '@PMOIndia', '@narendramodi', '@anubha1812', '@EduMinOfIndia']",[],[]
"The corona virus is an extremely threat to human being, All community affected due to this pandemic ... @CMOMaharashtra and @AjitPawarSpeaks We trust in you sir and Thank u for thinking about our health n well being. @PawarSpeaks @AjitPawarSpeaks @supriya_sule  #coronavirus  https://t.co/2cqRmuW98y",The corona virus is an extremely threat to human being All community affected due to this pandemic  and We trust in you sir and Thank u for thinking about our health n well being ,['#coronavirus'],"['@CMOMaharashtra', '@AjitPawarSpeaks', '@PawarSpeaks', '@AjitPawarSpeaks', '@supriya_sule']",['https://t.co/2cqRmuW98y'],[]
Whole country r knowing that The next phase of corona is coming from political rallies only,Whole country r knowing that The next phase of corona is coming from political rallies only,[],[],[],[]
Keep safe yourself from corona 🙏🏻🙏🏻🙏🏻🙏🏻  https://t.co/NT23pSLmMO,Keep safe yourself from corona  ,[],[],['https://t.co/NT23pSLmMO'],"['🙏🏻', '🙏🏻', '🙏🏻', '🙏🏻']"
Why cannot you extend due dates  Corona Virus is at its peak  Please don't behave like you are not aware of the ground scenario  @cbic_india @GST_Council,Why cannot you extend due dates Corona Virus is at its peak Please dont behave like you are not aware of the ground scenario ,[],"['@cbic_india', '@GST_Council']",[],[]
Corona VARus helping #TottenhamHotspur . #TOTMUN,Corona VARus helping  ,"['#TottenhamHotspur', '#TOTMUN']",[],[],[]
"UP chief minister Yogi Adityanath, strictly issued the guide line to curb the menance of global Covid-19 2nd layer of pandemic,result r almostseen on ground.Yogi's fight against Corona virus  is praiseworthy.must be tole model for other state chief minister.",UP chief minister Yogi Adityanath strictly issued the guide line to curb the menance of global Covid19 2nd layer of pandemicresult r almostseen on groundYogis fight against Corona virus is praiseworthymust be tole model for other state chief minister,[],[],[],[]
@narendramodi Yes we need your expert scientific advise on how to avoid being infected with Corona in large rallies organised in the name of elections when our country has broken all daily case load and records in this current wave...looking forward...., Yes we need your expert scientific advise on how to avoid being infected with Corona in large rallies organised in the name of elections when our country has broken all daily case load and records in this current wavelooking forward,[],['@narendramodi'],[],[]
#modiutsav  Daily new record dedicated to MSY MODI SHAH YOGI  THEY OVERCAME CORONA  TAALI THAALI DIYA BAATI  https://t.co/n5gQW3mygR, Daily new record dedicated to MSY MODI SHAH YOGI THEY OVERCAME CORONA TAALI THAALI DIYA BAATI ,['#modiutsav'],[],['https://t.co/n5gQW3mygR'],[]
"@ndtv In India, when Corona numbers go down , all credit goes to Central govt. When Corona numbers go up, all blame the common man &amp; the state government. Ridiculous!", In India when Corona numbers go down  all credit goes to Central govt When Corona numbers go up all blame the common man amp the state government Ridiculous,[],['@ndtv'],[],[]
@AdityaR80201152 Good morning have a good day. How was your night. Be blessed. Be happy. Be healthy. Take care of yourself from Corona Virus. Don't get used be loved truly  https://t.co/dVGEqItPzN, Good morning have a good day How was your night Be blessed Be happy Be healthy Take care of yourself from Corona Virus Dont get used be loved truly ,[],['@AdityaR80201152'],['https://t.co/dVGEqItPzN'],[]
"Don't understand the logic here. They avoid muslim gatherings to prevent them from having Corona, whereas they are promoting the Hindu gatherings which in fact expose the Hindus to Corona.  Hypocrisy ki bhi koi seema hoti hai! #GodiMedia @ABPNews @aajtak #KumbhMela_CoronaHotspot  https://t.co/jb8ttKyRNO",Dont understand the logic here They avoid muslim gatherings to prevent them from having Corona whereas they are promoting the Hindu gatherings which in fact expose the Hindus to Corona Hypocrisy ki bhi koi seema hoti hai ,"['#GodiMedia', '#KumbhMela_CoronaHotspot']","['@ABPNews', '@aajtak']",['https://t.co/jb8ttKyRNO'],[]
#modichor #PMModi #pmcorinacarefunds  The fiscal year has come to an end .corona back lwith a vengeance  Dont you think accounts income  sources expendure   of PM care cshd be in public domain otherwise MODI CHOR THA CHOR HAIN AUR CHOR RAHEGA WHAT IS HE  HIDING AND WHY, The fiscal year has come to an end corona back lwith a vengeance Dont you think accounts income sources expendure of PM care cshd be in public domain otherwise MODI CHOR THA CHOR HAIN AUR CHOR RAHEGA WHAT IS HE HIDING AND WHY,"['#modichor', '#PMModi', '#pmcorinacarefunds']",[],[],[]
"@JhaSanjay @CMOMaharashtra Sorry, but the time when Corona cud hv been controlled without lockdown is gone. A complete lockdown for minimum 14 days is inevitable. Every day of delay in this lockdown is resulting in more cases. And yes, We, the people of Maharashtra, have called this lockdown on ourselves.", Sorry but the time when Corona cud hv been controlled without lockdown is gone A complete lockdown for minimum 14 days is inevitable Every day of delay in this lockdown is resulting in more cases And yes We the people of Maharashtra have called this lockdown on ourselves,[],"['@JhaSanjay', '@CMOMaharashtra']",[],[]
@MoHFW_INDIA @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @mygovindia @COVIDNewsByMIB @CovidIndiaSeva Is a person corona positive after vaccination?, Is a person corona positive after vaccination,[],"['@MoHFW_INDIA', '@PMOIndia', '@drharshvardhan', '@AshwiniKChoubey', '@PIB_India', '@mygovindia', '@COVIDNewsByMIB', '@CovidIndiaSeva']",[],[]
"Do care about corona #Islamabad @hamzashafqaat F10 markaz is not operating supportive to reduce the impact of corona, food shops are allowing to sit after 1 or 2 Am, kindly tale action on this.",Do care about corona F10 markaz is not operating supportive to reduce the impact of corona food shops are allowing to sit after 1 or 2 Am kindly tale action on this,['#Islamabad'],['@hamzashafqaat'],[],[]
