tweet,clean_tweet,hastags,attherate,urls,emojis
"@ThaneCityPolice Please take the required action against it as people who have pre-registered for vaccine, they are not been treated well by the staff over here. Even the doctors over here are not co-operative &amp; they are yelling they won't give vaccine.", Please take the required action against it as people who have preregistered for vaccine they are not been treated well by the staff over here Even the doctors over here are not cooperative amp they are yelling they wont give vaccine,[],['@ThaneCityPolice'],[],[]
"Nice Performance by TMC. Loved the kind of social distancing followed by you people. Rather than giving vaccine to those people who have registered already, you people prefer giving vaccine to those who came at the centre out of know where. @TMCaTweetAway @SJaiswal_IAS  https://t.co/KKDM49Cwnt",Nice Performance by TMC Loved the kind of social distancing followed by you people Rather than giving vaccine to those people who have registered already you people prefer giving vaccine to those who came at the centre out of know where ,[],"['@TMCaTweetAway', '@SJaiswal_IAS']",['https://t.co/KKDM49Cwnt'],[]
@GFarooqi Sab vaccine laga lo so that corona spread na ho. I’ll never take these vaccine shots ever. Please bc go buy them to save your loved ones😢, Sab vaccine laga lo so that corona spread na ho I’ll never take these vaccine shots ever Please bc go buy them to save your loved ones,[],['@GFarooqi'],[],['😢']
Sab vaccine laga lo so that corona spread na ho. I’ll never take these vaccine shots ever. Please bc go buy them to save your loved ones.,Sab vaccine laga lo so that corona spread na ho I’ll never take these vaccine shots ever Please bc go buy them to save your loved ones,[],[],[],[]
"Took the first dose of the #COVID-19 vaccine along with my son Dr Prateek @boianapalli at the Directorate of Public Health &amp; Family Welfare Complex, Koti Hyderabad today.  I appeal to all citizens who are eligible to take the vaccine 💉  https://t.co/PBLdAfmKp6",Took the first dose of the vaccine along with my son Dr Prateek at the Directorate of Public Health amp Family Welfare Complex Koti Hyderabad today I appeal to all citizens who are eligible to take the vaccine  ,['#COVID-19'],['@boianapalli'],['https://t.co/PBLdAfmKp6'],['💉']
"@vivekashenoy @sudhirmehtapune Yes,this is indeed reason for considering SII &amp; Bharat biotech over other brands - storage/transportation would be challenging &amp; that risks people getting spoiled vaccine. Govt isn't a profit machine, but has to consider many factors that us common people may not comprehend", Yesthis is indeed reason for considering SII amp Bharat biotech over other brands  storage/transportation would be challenging amp that risks people getting spoiled vaccine Govt isnt a profit machine but has to consider many factors that us common people may not comprehend,[],"['@vivekashenoy', '@sudhirmehtapune']",[],[]
So HM @AmitShah had COVID few months back and now it seems he doesn’t need any mask. So why does the health ministry led by @drharshvardhan &amp; PM @narendramodi tells to maintain the distancing norm and other precautionary measures after taking vaccine💉   Practice what u preach,So HM had COVID few months back and now it seems he doesn’t need any mask So why does the health ministry led by amp PM tells to maintain the distancing norm and other precautionary measures after taking vaccine Practice what u preach,[],"['@AmitShah', '@drharshvardhan', '@narendramodi']",[],['💉']
"AstraZeneca Covid vaccine will be Thailand's 'principal' shot, says health minister  https://t.co/S44YIgh39U #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",AstraZeneca Covid vaccine will be Thailands principal shot says health minister  ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/S44YIgh39U'],[]
"The COVID surge in India March 24: 47,000 new cases (highest figure since November) March 29: 70,000 new cases (highest figure since Oct) Today: 104,000 new cases (highest figure ever) Less than 1% of population fully vaccinated exports of vaccines are now suspended by the centre",The COVID surge in India March 24: 47000 new cases (highest figure since November) March 29: 70000 new cases (highest figure since Oct) Today: 104000 new cases (highest figure ever) Less than 1% of population fully vaccinated exports of vaccines are now suspended by the centre,[],[],[],[]
@MichaelKugelman 🇮🇳 is worst place on surface of the earth on all scores. Facist &amp; racist regime where humans rights violations are matter of routine. It is wrong to say 🇮🇳 stops export of vaccine. WHO is manufacturing &amp; exporting to regional countries using Indian soil.,  is worst place on surface of the earth on all scores Facist amp racist regime where humans rights violations are matter of routine It is wrong to say  stops export of vaccine WHO is manufacturing amp exporting to regional countries using Indian soil,[],['@MichaelKugelman'],[],"['🇮🇳', '🇮🇳']"
India needs urgent bureaucratic reforms. Wht these babu’s have learned from last year?.Wasn’t second wave evident??With all the experience they have planned a stupid vaccine strategy &amp; confusing lockdown rules #maharashtralockdown #CoronavirusIndia #COVIDSecondWave #COVID19India,India needs urgent bureaucratic reforms Wht these babu’s have learned from last yearWasn’t second wave evidentWith all the experience they have planned a stupid vaccine strategy amp confusing lockdown rules ,"['#maharashtralockdown', '#CoronavirusIndia', '#COVIDSecondWave', '#COVID19India']",[],[],[]
Britain is introducing on trial a system of vaccine passport that explains Covid-19 status of the holder. Other countries are watching whether such a system is useful.,Britain is introducing on trial a system of vaccine passport that explains Covid19 status of the holder Other countries are watching whether such a system is useful,[],[],[],[]
@HariPrriya6 No trust in Vaccine. A DC in Karnataka who was vaccinated twice and the last dose was before 25 days and this person turns out be a Positive for COVID 19. 🤷, No trust in Vaccine A DC in Karnataka who was vaccinated twice and the last dose was before 25 days and this person turns out be a Positive for COVID 19 ,[],['@HariPrriya6'],[],['🤷']
"#Indonesia flash floods and landslides kill at least 50 in Indonesia and many are missing in the Eastern Indonesia and neighboring Timor leste on Sunday, flooding and destroying homes and cut-off roads,Timor leste's covid-19 vaccine ruled out program was due to begin on Monday  https://t.co/yyrqx2kser", flash floods and landslides kill at least 50 in Indonesia and many are missing in the Eastern Indonesia and neighboring Timor leste on Sunday flooding and destroying homes and cutoff roadsTimor lestes covid19 vaccine ruled out program was due to begin on Monday ,['#Indonesia'],[],['https://t.co/yyrqx2kser'],[]
"The COVID surge in India:  March 24: 47,000+ new cases (highest figure since November)  March 29:~70,000 new cases (highest figure since Oct)  Today:~104,000 new cases (highest figure ever) Less than 1% of population fully vaccinated (exports of vaccines abroad are now suspended)",The COVID surge in India: March 24: 47000+ new cases (highest figure since November) March 29:~70000 new cases (highest figure since Oct) Today:~104000 new cases (highest figure ever) Less than 1% of population fully vaccinated (exports of vaccines abroad are now suspended),[],[],[],[]
@fayedsouza And the reason is given in point 3..if anybody who falls under the categories mentioned has not taken the vaccine in 60 days then why is it a issue now..🤔🤔, And the reason is given in point 3if anybody who falls under the categories mentioned has not taken the vaccine in 60 days then why is it a issue now,[],['@fayedsouza'],[],"['🤔', '🤔']"
@malabhargava One of my staff told me that they have eaten well in life while doing hard-work and hence very strong and don't need any vaccine. It is for airconditioner-janta., One of my staff told me that they have eaten well in life while doing hardwork and hence very strong and dont need any vaccine It is for airconditionerjanta,[],['@malabhargava'],[],[]
"Uttar Pradesh CM Yogi Adityanath receives first dose of COVID-19 #vaccine at Civil Hospital, Lucknow.  https://t.co/vD33FsRsqO",Uttar Pradesh CM Yogi Adityanath receives first dose of COVID19 at Civil Hospital Lucknow ,['#vaccine'],[],['https://t.co/vD33FsRsqO'],[]
"@VishweshwarBhat Vaccination take its own time to get relief from Carona.question of DC or common man there will be any Discrimination, vaccine taker should not consume Allcohal for a certain period ,Should not touch Allcohal.&amp;  eateries ,get expert comments from a Doctor may get reply Bhat sir,.  https://t.co/qqmDfbyTk2", Vaccination take its own time to get relief from Caronaquestion of DC or common man there will be any Discrimination vaccine taker should not consume Allcohal for a certain period Should not touch Allcohalamp eateries get expert comments from a Doctor may get reply Bhat sir ,[],['@VishweshwarBhat'],['https://t.co/qqmDfbyTk2'],[]
"@priyankac19 Will be expected to b paid by the centre when decision to lockdown is only by state ? Centre is giving vaccines free , why hasn't state govt even reduced cost of RT-PCR tests when it's mandatory for everything? Who will bear loss of rent and other income in this month?", Will be expected to b paid by the centre when decision to lockdown is only by state  Centre is giving vaccines free  why hasnt state govt even reduced cost of RTPCR tests when its mandatory for everything Who will bear loss of rent and other income in this month,[],['@priyankac19'],[],[]
#TodayPharmanews #pharmarelatednews #Bestpharmacynews #latestpharmacynews #aiimspharmacy  1.Over 7.5 cr Covid-19 vaccine doses administered in India  2. Maha tally tops 3mn with record 57k cases  3. Grim milestone: India is second country after US to cross 1 lakh cases in a day  https://t.co/4nwJVYsas5, 1Over 75 cr Covid19 vaccine doses administered in India 2 Maha tally tops 3mn with record 57k cases 3 Grim milestone: India is second country after US to cross 1 lakh cases in a day ,"['#TodayPharmanews', '#pharmarelatednews', '#Bestpharmacynews', '#latestpharmacynews', '#aiimspharmacy']",[],['https://t.co/4nwJVYsas5'],[]
"Keep vaccines for your own people, Mr.Modi.",Keep vaccines for your own people MrModi,[],[],[],[]
The truth is out.  Pfizer Executive admits that they their vaccine is not designed to end the pandemic but to turn it into an endemic so that the demand of their vaccines will continue forever and give them the opportunity to make a lot of money...   https://t.co/6UieBjdyT5,The truth is out Pfizer Executive admits that they their vaccine is not designed to end the pandemic but to turn it into an endemic so that the demand of their vaccines will continue forever and give them the opportunity to make a lot of money ,[],[],['https://t.co/6UieBjdyT5'],[]
"And now, @thetimes, in the space of two days, you have logged a reduction of 2.7m in the total number of #covid19 #vaccine doses administered in the #UAE. What is going on with your data team, @TimesFeedback?  https://t.co/R3roOVh1W7",And now in the space of two days you have logged a reduction of 27m in the total number of doses administered in the What is going on with your data team ,"['#covid19', '#vaccine', '#UAE.']","['@thetimes,', '@TimesFeedback?']",['https://t.co/R3roOVh1W7'],[]
@FaheemYounus How useful Testing- Rapid Antigen or RTPCR post taking both the Doses of   Vaccine?, How useful Testing Rapid Antigen or RTPCR post taking both the Doses of Vaccine,[],['@FaheemYounus'],[],[]
Emergent gets $23 million additional order for vaccine production  https://t.co/dLjjZiI5l7 #Sipgrab #UnitingPeopleWithThePossibilities,Emergent gets $23 million additional order for vaccine production  ,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/dLjjZiI5l7'],[]
💉Cadila’s drug Pegylated Interferon alpha- 2b in COVID-19 show higher clinical improvement in Interim results from Phase III clinical trials  Zydus seeks DCGI approval for the use of Pegylated Interferon alpha-2b in treating COVID-19  Vaccine trial results still awaited..  https://t.co/JpwMvvPhoO,Cadila’s drug Pegylated Interferon alpha 2b in COVID19 show higher clinical improvement in Interim results from Phase III clinical trials Zydus seeks DCGI approval for the use of Pegylated Interferon alpha2b in treating COVID19 Vaccine trial results still awaited ,[],[],['https://t.co/JpwMvvPhoO'],['💉']
Today I got first covid-19 vaccine medical report  https://t.co/H9PWxVKcmL,Today I got first covid19 vaccine medical report ,[],[],['https://t.co/H9PWxVKcmL'],[]
@Piyu_Nair #सुप्रभात 🙏😊  *Note:- Get Vaccine and Help others to Get Vaccinated💉 #StaySafe  https://t.co/E0tQJ3RumP,  *Note: Get Vaccine and Help others to Get Vaccinated ,"['#सुप्रभात', '#StaySafe']",['@Piyu_Nair'],['https://t.co/E0tQJ3RumP'],"['🙏', '😊', '💉']"
@AmulAtri @PMOIndia @drharshvardhan With eyes firmly fixed on a Nobel Prize for India's vaccine diplomacy no one wants responsibility., With eyes firmly fixed on a Nobel Prize for Indias vaccine diplomacy no one wants responsibility,[],"['@AmulAtri', '@PMOIndia', '@drharshvardhan']",[],[]
India ranks third worldwide for pharmaceutical production by volume and 14 by value.  The country has an established pharmaceutical industry with a strong network of 3000 drug companies and about 10500 manufacturing units. Than also we are facing shortage of vaccine and injection,India ranks third worldwide for pharmaceutical production by volume and 14 by value The country has an established pharmaceutical industry with a strong network of 3000 drug companies and about 10500 manufacturing units Than also we are facing shortage of vaccine and injection,[],[],[],[]
@Bakasurrr @docvjg @CMOfficeUP @hemantrajora_ @realshooterdadi @sanket @yogitabhayana @AIIMSRDA @DrHarjitBhatti @Mayawati @sakshijoshii @BhimArmyChief @drkafeelkhan @amitsurg @DoctorLFC I don’t know of any reports that show completely vaccinated HCW have died after a proper course of vaccine. Most I know who got infected in March and April got it within two weeks after second dose or between two doses. This is for those I know., I don’t know of any reports that show completely vaccinated HCW have died after a proper course of vaccine Most I know who got infected in March and April got it within two weeks after second dose or between two doses This is for those I know,[],"['@Bakasurrr', '@docvjg', '@CMOfficeUP', '@hemantrajora_', '@realshooterdadi', '@sanket', '@yogitabhayana', '@AIIMSRDA', '@DrHarjitBhatti', '@Mayawati', '@sakshijoshii', '@BhimArmyChief', '@drkafeelkhan', '@amitsurg', '@DoctorLFC']",[],[]
@angryyoungman55 @pash22 @d_s_thakur @giridar100 @epigiri @HShewade @SternLab @RanBalicer @CDCgov @WSJ @RWhelanWSJ @kgmulucknow @TheWireScience Vaccine cannot Induce infection so that is our right away. Most people who I know have got positive after the vaccine are after the first dose and got caught in the middle of the second wave. Most of these have done extremely well. So no issues there. #VaccinesSaveLives 2/2, Vaccine cannot Induce infection so that is our right away Most people who I know have got positive after the vaccine are after the first dose and got caught in the middle of the second wave Most of these have done extremely well So no issues there 2/2,['#VaccinesSaveLives'],"['@angryyoungman55', '@pash22', '@d_s_thakur', '@giridar100', '@epigiri', '@HShewade', '@SternLab', '@RanBalicer', '@CDCgov', '@WSJ', '@RWhelanWSJ', '@kgmulucknow', '@TheWireScience']",[],[]
@angryyoungman55 @pash22 @d_s_thakur @giridar100 @epigiri @HShewade @SternLab @RanBalicer @CDCgov @WSJ @RWhelanWSJ @kgmulucknow @TheWireScience I am not worried about infection after taking the vaccine. The online portals are not doing a good job of the headline while reporting. Reading the report on gets the feeling that most have got Covid within 2 weeks after the vaccine while few have got after a good space 1/2, I am not worried about infection after taking the vaccine The online portals are not doing a good job of the headline while reporting Reading the report on gets the feeling that most have got Covid within 2 weeks after the vaccine while few have got after a good space 1/2,[],"['@angryyoungman55', '@pash22', '@d_s_thakur', '@giridar100', '@epigiri', '@HShewade', '@SternLab', '@RanBalicer', '@CDCgov', '@WSJ', '@RWhelanWSJ', '@kgmulucknow', '@TheWireScience']",[],[]
@narendramodi @AmitShah @DrHVoffice apart from covishield and covaxin government should decentralise the procurement and distribution of other vaccine so that load does not come on government and public on payment basis get vaccinated the same, apart from covishield and covaxin government should decentralise the procurement and distribution of other vaccine so that load does not come on government and public on payment basis get vaccinated the same,[],"['@narendramodi', '@AmitShah', '@DrHVoffice']",[],[]
"View: States are not facing a shortage of Covid vaccines, but there is a demand-supply mismatch  https://t.co/mTz1knxNCO #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",View: States are not facing a shortage of Covid vaccines but there is a demandsupply mismatch  ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/mTz1knxNCO'],[]
"All vaccines,coz it's a very very complicated  and big game beyond one imaginations and knowledge.",All vaccinescoz its a very very complicated and big game beyond one imaginations and knowledge,[],[],[],[]
@AudaciousQuest_ also earned while gov supplied vaccine to other countries., also earned while gov supplied vaccine to other countries,[],['@AudaciousQuest_'],[],[]
"Health agencies like @WHO @ICMRDELHI @icmr_nie @gavi must investigate the ""INCIDENCE OF POST VACCINATION CORONA"" &amp;  the probability of Corona Mutations being related to Corona Vaccination from Vaccines containing GMO organism.  @PMOIndia @DrHVoffice @MoHFW_INDIA @brajeshlive",Health agencies like must investigate the INCIDENCE OF POST VACCINATION CORONA amp the probability of Corona Mutations being related to Corona Vaccination from Vaccines containing GMO organism ,[],"['@WHO', '@ICMRDELHI', '@icmr_nie', '@gavi', '@PMOIndia', '@DrHVoffice', '@MoHFW_INDIA', '@brajeshlive']",[],[]
"Obviously. This was expected from you. Because, you've to make money 😂😂, irrespective of the Efficiency of the Vaccine after 12 months.",Obviously This was expected from you Because youve to make money  irrespective of the Efficiency of the Vaccine after 12 months,[],[],[],"['😂', '😂']"
Okay now which all countries sharing the vaccines with us? 😒 #COVIDSecondWave #COVIDEmergency,Okay now which all countries sharing the vaccines with us  ,"['#COVIDSecondWave', '#COVIDEmergency']",[],[],['😒']
": Getting COVID creates far higher risk of rare blood clots than vaccines, Oxford study finds  https://t.co/r2VEJjGUhe #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",: Getting COVID creates far higher risk of rare blood clots than vaccines Oxford study finds  ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/r2VEJjGUhe'],[]
Covid 19 vaccines...  https://t.co/arAkJvERiP,Covid 19 vaccines ,[],[],['https://t.co/arAkJvERiP'],[]
Pfizer CEO says third Covid vaccine dose likely needed within 12 months  https://t.co/Wp1DTm0m3Z #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,Pfizer CEO says third Covid vaccine dose likely needed within 12 months  ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/Wp1DTm0m3Z'],[]
We were supposed to be the pharmacy of the world when first wave hit us.. now we have acute shortage of vaccines and medicines? What caused this U Turn? #COVID19India,We were supposed to be the pharmacy of the world when first wave hit us now we have acute shortage of vaccines and medicines What caused this U Turn ,['#COVID19India'],[],[],[]
A very good progress in case we get some positive results.Pakistan to make single-dose Covid vaccine | The Express Tribune  https://t.co/9TPXSVKXbH,A very good progress in case we get some positive resultsPakistan to make singledose Covid vaccine | The Express Tribune ,[],[],['https://t.co/9TPXSVKXbH'],[]
"Please all take vaccine without fail and be safe.. Big salute to all health heros who taking care and doing their duties to prevent  covid19, God bless.. Actress Latha.  @Pro_Bhuvan  https://t.co/4hVuObebRh",Please all take vaccine without fail and be safe Big salute to all health heros who taking care and doing their duties to prevent covid19 God bless Actress Latha ,[],['@Pro_Bhuvan'],['https://t.co/4hVuObebRh'],[]
"My mother is 52, has comorbidities, but experienced no side effects or negative symptoms post her 2nd dose of the covishield vaccine   #GetVaccinated #COVIDSecondWave #VaccinesSaveLives #MaskUpIndia #Covishield",My mother is 52 has comorbidities but experienced no side effects or negative symptoms post her 2nd dose of the covishield vaccine ,"['#GetVaccinated', '#COVIDSecondWave', '#VaccinesSaveLives', '#MaskUpIndia', '#Covishield']",[],[],[]
"@libertariandesi Yes, covishield only,one thing I have notice in these four week no fever,no cough, cold etc,before vaccine these use to give some tension", Yes covishield onlyone thing I have notice in these four week no feverno cough cold etcbefore vaccine these use to give some tension,[],['@libertariandesi'],[],[]
Coronavirus Update: Global tally of COVID-19 cases tops 138 million as CDC committee opts to extend pause on J&amp;J vaccine  https://t.co/47D3GCcz57 #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,Coronavirus Update: Global tally of COVID19 cases tops 138 million as CDC committee opts to extend pause on JampJ vaccine  ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/47D3GCcz57'],[]
@WeAreVasai No anti Covid 19 vaccine in Vasai last 6 days. What administration Of VVMC., No anti Covid 19 vaccine in Vasai last 6 days What administration Of VVMC,[],['@WeAreVasai'],[],[]
Just six cases of blood clots has paused the use of Johnson and Johnson vaccine in the US till the company finds  a solution. Here we blame the patient and continue with the Good Work. @abantika77 @priyankagandhi @chatukhor @ashlinpmathew @ShekharGupta   https://t.co/tW71WowXtI,Just six cases of blood clots has paused the use of Johnson and Johnson vaccine in the US till the company finds a solution Here we blame the patient and continue with the Good Work ,[],"['@abantika77', '@priyankagandhi', '@chatukhor', '@ashlinpmathew', '@ShekharGupta']",['https://t.co/tW71WowXtI'],[]
"Rare clot incidents linked to JJ, AstraZeneca COVID-19 vaccines bring adenovirus vector platform under scanner  https://t.co/EPPOE2N8TY #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",Rare clot incidents linked to JJ AstraZeneca COVID19 vaccines bring adenovirus vector platform under scanner  ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/EPPOE2N8TY'],[]
"Covid Rages in India. No lessons have been learnt. People are dying for shortage of oxygen, medicines, beds and even testing. There is simply no accountability or concern. We have no idea about our vaccine production capacity.",Covid Rages in India No lessons have been learnt People are dying for shortage of oxygen medicines beds and even testing There is simply no accountability or concern We have no idea about our vaccine production capacity,[],[],[],[]
Why can't #PMCares Fund this? Serum Institute needs Rs3000 crore to add vaccine capacity. @PMOIndia @RahulGandhi @ShashiTharoor @ShekharGupta @ndtv @bainjal,Why cant Fund this Serum Institute needs Rs3000 crore to add vaccine capacity ,['#PMCares'],"['@PMOIndia', '@RahulGandhi', '@ShashiTharoor', '@ShekharGupta', '@ndtv', '@bainjal']",[],[]
: Mortgage rates drop for second week in a row amid inflation and vaccine concerns  https://t.co/qSeUJx1qvv #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,: Mortgage rates drop for second week in a row amid inflation and vaccine concerns  ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/qSeUJx1qvv'],[]
Imagine if Biden was in charge in 2020 1) would not have given money to “greedy” private sector 2) would have worked for 3-4 years before rolling out “equitable “ social justice one 3) no approval till 100% safety of all vaccines . So no vaccine .,Imagine if Biden was in charge in 2020 1) would not have given money to “greedy” private sector 2) would have worked for 34 years before rolling out “equitable “ social justice one 3) no approval till 100% safety of all vaccines  So no vaccine ,[],[],[],[]
Sad to see pregnant and lactating persons who couldn't get vaccine getting infected. We need to get Pfizer and Moderna vaccine. They have been safely administered in this population. Also we need to speed up Vaccine trials in children. @AnantBhan #CovidVaccine,Sad to see pregnant and lactating persons who couldnt get vaccine getting infected We need to get Pfizer and Moderna vaccine They have been safely administered in this population Also we need to speed up Vaccine trials in children ,['#CovidVaccine'],['@AnantBhan'],[],[]
"It is heart wrenching to see people run helter skelter for Beds, Medicines, Oxygen! No Ventilator and ICU beds. Long waiting for tests and results. No space in crematorium.  It can be us tomorrow. Please get your Vaccine and wear your mask. #COVID19India",It is heart wrenching to see people run helter skelter for Beds Medicines Oxygen No Ventilator and ICU beds Long waiting for tests and results No space in crematorium It can be us tomorrow Please get your Vaccine and wear your mask ,['#COVID19India'],[],[],[]
"@peegeekay Hey, liked you vaccine series on nutraf. Can you explore the raw material side of it which is termed as primary reason for manufacturing delay?", Hey liked you vaccine series on nutraf Can you explore the raw material side of it which is termed as primary reason for manufacturing delay,[],['@peegeekay'],[],[]
Whether or not the vaccine work,Whether or not the vaccine work,[],[],[],[]
@INCIndia Initially Congress motivated people to avoid vaccine . Today the Congress is most eager to get people vaccinated  Rahul Gandhi still avoiding vaccine.  Why this hypocrisy., Initially Congress motivated people to avoid vaccine  Today the Congress is most eager to get people vaccinated Rahul Gandhi still avoiding vaccine Why this hypocrisy,[],['@INCIndia'],[],[]
Excellent video. Need more vaccines!   https://t.co/Et3C43u0XB,Excellent video Need more vaccines ,[],[],['https://t.co/Et3C43u0XB'],[]
"@IndiaToBharat1 @UnSubtleDesi @YearOfTheKraken @narendramodi @AmitShah @narendramodi and @AmitShah  have control of vaccine distribution, testing kit distribution, oxygen distribution and have  diverted all the money that states could have got, into the PMCares, which will be used for illegal activities and corruption.", and have control of vaccine distribution testing kit distribution oxygen distribution and have diverted all the money that states could have got into the PMCares which will be used for illegal activities and corruption,[],"['@IndiaToBharat1', '@UnSubtleDesi', '@YearOfTheKraken', '@narendramodi', '@AmitShah', '@narendramodi', '@AmitShah']",[],[]
"Greetings YB @Khairykj, @DGHisham, @RadziJidin, @DrAdhamBaba, @KKMPutrajaya.  Any updates when will Teachers/Educators be given their Vaccines? As I firmly believe they are part of the high risk group. I've received a couple complaints from Teachers expressing their concerns.",Greetings YB Any updates when will Teachers/Educators be given their Vaccines As I firmly believe they are part of the high risk group Ive received a couple complaints from Teachers expressing their concerns,[],"['@Khairykj,', '@DGHisham,', '@RadziJidin,', '@DrAdhamBaba,', '@KKMPutrajaya.']",[],[]
Vaccine only prevents not the cure,Vaccine only prevents not the cure,[],[],[],[]
@RahulGandhi Dear sir Then Please get Out Atmanirbhar Bharath Vaccine innoculated 🙏, Dear sir Then Please get Out Atmanirbhar Bharath Vaccine innoculated ,[],['@RahulGandhi'],[],['🙏']
@Ravishk356 Why no fear.Thiink my dear. Pharma sponcer  Pharma insurence Pharma Grant  Bengal mey vaccine free ka kamal No problem  No one to accept the pharma offer.  No o e sponcer doctors. Now you the kamal  Bangal ka dhamaal, Why no fearThiink my dear Pharma sponcer Pharma insurence Pharma Grant Bengal mey vaccine free ka kamal No problem No one to accept the pharma offer No o e sponcer doctors Now you the kamal Bangal ka dhamaal,[],['@Ravishk356'],[],[]
"Kejriwal spends huge fr dvertisement but no money for vaccine. Why not state purchase vaccine.,?",Kejriwal spends huge fr dvertisement but no money for vaccine Why not state purchase vaccine,[],[],[],[]
"CDC, FDA lift recommended pause on use of Johnson &amp; Johnson Covid vaccine  https://t.co/LYYLhhRz5H #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",CDC FDA lift recommended pause on use of Johnson amp Johnson Covid vaccine  ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/LYYLhhRz5H'],[]
@premsukhdeluips Can you imagine how much money power the pharma companies have to fund the SPREADING of  covid19 virus. Do you know how much stock covid vaccine  stock companies were holding.  Why for whom the more dead more fear more medicine, Can you imagine how much money power the pharma companies have to fund the SPREADING of covid19 virus Do you know how much stock covid vaccine stock companies were holding Why for whom the more dead more fear more medicine,[],['@premsukhdeluips'],[],[]
"@DrJoyeeta @myth_mythily Your wish was granted on 14 April. All vaccines approved for use in US, UK, Japan can be imported for use in India.", Your wish was granted on 14 April All vaccines approved for use in US UK Japan can be imported for use in India,[],"['@DrJoyeeta', '@myth_mythily']",[],[]
"Good Morning India. Amidst all this melee of oxygen shortage, hospital beds, ICUs, don’t forget we have a vaccine - in fact two, against COVID. Once things settle down, let’s get the focus back on mass vaccination across the country for the entire adult population. #vaccination",Good Morning India Amidst all this melee of oxygen shortage hospital beds ICUs don’t forget we have a vaccine  in fact two against COVID Once things settle down let’s get the focus back on mass vaccination across the country for the entire adult population ,['#vaccination'],[],[],[]
@marvisirmed Who said pakistan have no vaccine ???, Who said pakistan have no vaccine ,[],['@marvisirmed'],[],[]
EU urges member states to re-embrace AstraZeneca vaccine #COVID19 #CoronavirusPandemic #coronavirus #vaccinated #EU #AstraZeneca,EU urges member states to reembrace AstraZeneca vaccine ,"['#COVID19', '#CoronavirusPandemic', '#coronavirus', '#vaccinated', '#EU', '#AstraZeneca']",[],[],[]
@POTUS @adarpoonawalla Sir respected PTOUS pls pls provide raw materials to India for vaccine production our country is grappling badly with COVID we need help. This is a pic of a makeshift cremation in Delhi  https://t.co/xhXfaAZ13p, Sir respected PTOUS pls pls provide raw materials to India for vaccine production our country is grappling badly with COVID we need help This is a pic of a makeshift cremation in Delhi ,[],"['@POTUS', '@adarpoonawalla']",['https://t.co/xhXfaAZ13p'],[]
@CBSNews @gettleman As the virus will mutate and find a way to cross borders of that same rich nations and in meantime those mutated virus will not be susceptible to the today's vaccines . US is jst pathetic piece of shit!! Jst wait &amp; watch our time will come! I am pretty sure🤒, As the virus will mutate and find a way to cross borders of that same rich nations and in meantime those mutated virus will not be susceptible to the todays vaccines  US is jst pathetic piece of shit Jst wait amp watch our time will come I am pretty sure,[],"['@CBSNews', '@gettleman']",[],['🤒']
"@CBSNews @gettleman Vaccine Hyper-nationalism is not going to favour anyone , 'coz giving no vaccines to poor countries along with ordering &amp; stocking vaccines more than the national population will boomerang to those rich nation for sure (cont'd)", Vaccine Hypernationalism is not going to favour anyone  coz giving no vaccines to poor countries along with ordering amp stocking vaccines more than the national population will boomerang to those rich nation for sure (contd),[],"['@CBSNews', '@gettleman']",[],[]
@BangoTournas Bona wena o heditse vaccine you are no longer allowed to debate, Bona wena o heditse vaccine you are no longer allowed to debate,[],['@BangoTournas'],[],[]
U.S. panel recommends lifting pause on J&amp;J's COVID-19 vaccine  https://t.co/jcnGX63B94 #Sipgrab #UnitingPeopleWithThePossibilities,US panel recommends lifting pause on JampJs COVID19 vaccine  ,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/jcnGX63B94'],[]
CDC recommends pregnant women get Covid vaccine after study shows it's safe for mother and baby  https://t.co/dTXl7C0zcl #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,CDC recommends pregnant women get Covid vaccine after study shows its safe for mother and baby  ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/dTXl7C0zcl'],[]
